RESULTADOS DEL MODELO: NN Custom (simple_data)
======================================================================
Accuracy General: 0.6841

Matriz de Confusión:
2862 CANDIDATE (PC) 77.30%
2863 CONFIRMED (CP) 48.22%
2864 CANDIDATE (PC) 75.87%
2865 CANDIDATE (PC) 77.64%
2866 CANDIDATE (PC) 69.01%
2867 CANDIDATE (PC) 53.60%
2868 CONFIRMED (CP) 48.55%
2869 CANDIDATE (PC) 59.72%
2870 CANDIDATE (PC) 71.09%
2871 FALSE POSITIVE 52.91%
2872 FALSE POSITIVE 74.40%
2873 FALSE POSITIVE 86.60%
2874 CONFIRMED (CP) 74.34%
2875 CONFIRMED (CP) 45.22%
2876 CANDIDATE (PC) 73.75%
2877 FALSE POSITIVE 91.76%
2878 FALSE POSITIVE 49.75%
2879 CONFIRMED (CP) 49.99%
2880 CANDIDATE (PC) 54.22%
2881 CONFIRMED (CP) 90.23%
2882 CONFIRMED (CP) 40.39%
2883 CONFIRMED (CP) 90.34%
2884 CANDIDATE (PC) 57.58%
2885 CANDIDATE (PC) 75.08%
2886 FALSE POSITIVE 90.48%
2887 CANDIDATE (PC) 48.05%
2888 CANDIDATE (PC) 74.07%
2889 FALSE POSITIVE 43.52%
2890 CONFIRMED (CP) 91.35%
2891 FALSE POSITIVE 52.53%
2892 CANDIDATE (PC) 74.45%
2893 CONFIRMED (CP) 73.72%
2894 CONFIRMED (CP) 92.41%
2895 CONFIRMED (CP) 65.22%
2896 CANDIDATE (PC) 73.08%
2897 CANDIDATE (PC) 65.50%
2898 FALSE POSITIVE 89.34%
2899 CANDIDATE (PC) 45.17%
2900 CONFIRMED (CP) 89.02%
2901 FALSE POSITIVE 86.39%
2902 CONFIRMED (CP) 41.17%
2903 FALSE POSITIVE 39.50%
2904 FALSE POSITIVE 47.45%
2905 CANDIDATE (PC) 78.02%
2906 CANDIDATE (PC) 45.96%
2907 FALSE POSITIVE 38.63%
2908 CONFIRMED (CP) 88.45%
2909 CANDIDATE (PC) 60.84%
2910 FALSE POSITIVE 87.29%
2911 CANDIDATE (PC) 78.06%
2912 FALSE POSITIVE 77.93%
2913 CANDIDATE (PC) 70.66%
2914 CANDIDATE (PC) 76.63%
2915 FALSE POSITIVE 62.90%
2916 CANDIDATE (PC) 79.25%
2917 CANDIDATE (PC) 45.27%
2918 CANDIDATE (PC) 47.26%
2919 CANDIDATE (PC) 76.49%
2920 CANDIDATE (PC) 81.81%
2921 CONFIRMED (CP) 42.71%
2922 CANDIDATE (PC) 55.68%
2923 FALSE POSITIVE 97.07%
2924 CANDIDATE (PC) 67.75%
2925 FALSE POSITIVE 84.55%
2926 CANDIDATE (PC) 50.05%
2927 CONFIRMED (CP) 70.31%
2928 FALSE POSITIVE 89.60%
2929 CONFIRMED (CP) 40.73%
2930 CONFIRMED (CP) 73.65%
2931 CONFIRMED (CP) 74.88%
2932 CANDIDATE (PC) 53.07%
2933 CONFIRMED (CP) 45.55%
2934 CANDIDATE (PC) 72.83%
2935 CANDIDATE (PC) 69.33%
2936 CANDIDATE (PC) 43.85%
2937 CONFIRMED (CP) 74.15%
2938 FALSE POSITIVE 91.54%
2939 CONFIRMED (CP) 73.43%
2940 FALSE POSITIVE 97.09%
2941 CANDIDATE (PC) 49.05%
2942 CANDIDATE (PC) 48.34%
2943 FALSE POSITIVE 66.16%
2944 CANDIDATE (PC) 76.29%
2945 CONFIRMED (CP) 75.42%
2946 FALSE POSITIVE 64.79%
2947 FALSE POSITIVE 97.10%
2948 FALSE POSITIVE 55.00%
2949 FALSE POSITIVE 95.11%
2950 CANDIDATE (PC) 77.47%
2951 CANDIDATE (PC) 76.21%
2952 CANDIDATE (PC) 50.66%
2953 CONFIRMED (CP) 74.87%
2954 FALSE POSITIVE 34.45%
2955 FALSE POSITIVE 85.56%
2956 FALSE POSITIVE 71.69%
2957 CONFIRMED (CP) 73.62%
2958 CANDIDATE (PC) 73.91%
2959 FALSE POSITIVE 37.53%
2960 CANDIDATE (PC) 68.74%
2961 FALSE POSITIVE 61.25%
2962 CANDIDATE (PC) 45.11%
2963 CONFIRMED (CP) 46.70%
2964 CANDIDATE (PC) 77.61%
2965 CANDIDATE (PC) 73.52%
2966 CANDIDATE (PC) 75.97%
2967 CONFIRMED (CP) 77.61%
2968 CANDIDATE (PC) 54.24%
2969 CANDIDATE (PC) 39.10%
2970 FALSE POSITIVE 36.39%
2971 CANDIDATE (PC) 65.02%
2972 CANDIDATE (PC) 72.01%
2973 CANDIDATE (PC) 77.72%
2974 FALSE POSITIVE 50.94%
2975 FALSE POSITIVE 96.06%
2976 CANDIDATE (PC) 54.69%
2977 CONFIRMED (CP) 90.18%
2978 CANDIDATE (PC) 51.42%
2979 CANDIDATE (PC) 40.71%
2980 CANDIDATE (PC) 50.29%
2981 CANDIDATE (PC) 54.70%
2982 CANDIDATE (PC) 78.28%
2983 FALSE POSITIVE 66.81%
2984 FALSE POSITIVE 66.29%
2985 CANDIDATE (PC) 71.70%
2986 CANDIDATE (PC) 77.71%
2987 CANDIDATE (PC) 52.44%
2988 CANDIDATE (PC) 73.30%
2989 FALSE POSITIVE 44.12%
2990 CANDIDATE (PC) 74.25%
2991 CANDIDATE (PC) 56.13%
2992 FALSE POSITIVE 97.35%
2993 FALSE POSITIVE 50.27%
2994 CONFIRMED (CP) 75.59%
2995 CONFIRMED (CP) 74.02%
2996 FALSE POSITIVE 88.74%
2997 CANDIDATE (PC) 69.45%
2998 CONFIRMED (CP) 73.07%
2999 FALSE POSITIVE 78.94%
3000 CONFIRMED (CP) 89.92%
3001 FALSE POSITIVE 56.16%
3002 CANDIDATE (PC) 72.44%
3003 CANDIDATE (PC) 72.87%
3004 CANDIDATE (PC) 79.03%
3005 FALSE POSITIVE 97.09%
3006 CONFIRMED (CP) 43.76%
3007 CONFIRMED (CP) 44.29%
3008 FALSE POSITIVE 95.94%
3009 CONFIRMED (CP) 73.90%
3010 CANDIDATE (PC) 76.74%
3011 FALSE POSITIVE 46.20%
3012 CANDIDATE (PC) 77.54%
3013 FALSE POSITIVE 36.17%
3014 CONFIRMED (CP) 74.75%
3015 CANDIDATE (PC) 70.57%
3016 FALSE POSITIVE 35.19%
3017 FALSE POSITIVE 51.88%
3018 CONFIRMED (CP) 90.18%
3019 FALSE POSITIVE 97.26%
3020 CANDIDATE (PC) 53.97%
3021 FALSE POSITIVE 87.71%
3022 FALSE POSITIVE 97.14%
3023 FALSE POSITIVE 57.62%
3024 CONFIRMED (CP) 73.02%
3025 CANDIDATE (PC) 57.69%
3026 FALSE POSITIVE 65.01%
3027 FALSE POSITIVE 87.87%
3028 FALSE POSITIVE 65.12%
3029 FALSE POSITIVE 98.06%
3030 CANDIDATE (PC) 76.42%
3031 CONFIRMED (CP) 73.70%
3032 CANDIDATE (PC) 57.08%
3033 CANDIDATE (PC) 78.34%
3034 FALSE POSITIVE 39.93%
3035 FALSE POSITIVE 66.13%
3036 FALSE POSITIVE 95.09%
3037 CONFIRMED (CP) 90.05%
3038 CONFIRMED (CP) 89.55%
3039 CANDIDATE (PC) 47.29%
3040 FALSE POSITIVE 50.74%
3041 CANDIDATE (PC) 45.75%
3042 CANDIDATE (PC) 47.64%
3043 CANDIDATE (PC) 66.96%
3044 FALSE POSITIVE 51.94%
3045 CANDIDATE (PC) 54.12%
3046 FALSE POSITIVE 96.79%
3047 CANDIDATE (PC) 51.00%
3048 CANDIDATE (PC) 82.56%
3049 CONFIRMED (CP) 45.37%
3050 CANDIDATE (PC) 74.97%
3051 FALSE POSITIVE 64.59%
3052 FALSE POSITIVE 80.86%
3053 CONFIRMED (CP) 74.43%
3054 FALSE POSITIVE 37.66%
3055 CANDIDATE (PC) 45.47%
3056 CANDIDATE (PC) 70.53%
3057 CONFIRMED (CP) 61.66%
3058 CANDIDATE (PC) 74.57%
3059 FALSE POSITIVE 93.22%
3060 CANDIDATE (PC) 71.58%
3061 FALSE POSITIVE 62.64%
3062 CANDIDATE (PC) 73.37%
3063 FALSE POSITIVE 90.75%
3064 FALSE POSITIVE 67.17%
3065 CONFIRMED (CP) 92.71%
3066 CONFIRMED (CP) 71.10%
3067 CONFIRMED (CP) 90.84%
3068 CANDIDATE (PC) 47.94%
3069 CANDIDATE (PC) 39.87%
3070 CONFIRMED (CP) 50.05%
3071 CONFIRMED (CP) 75.83%
3072 FALSE POSITIVE 61.39%
3073 CONFIRMED (CP) 88.76%
3074 CANDIDATE (PC) 72.46%
3075 CANDIDATE (PC) 52.62%
3076 CONFIRMED (CP) 76.98%
3077 CANDIDATE (PC) 44.62%
3078 CANDIDATE (PC) 79.99%
3079 CONFIRMED (CP) 73.95%
3080 FALSE POSITIVE 97.53%
3081 CANDIDATE (PC) 53.07%
3082 CONFIRMED (CP) 73.21%
3083 CANDIDATE (PC) 69.66%
3084 CANDIDATE (PC) 69.46%
3085 FALSE POSITIVE 97.48%
3086 CANDIDATE (PC) 78.55%
3087 CANDIDATE (PC) 46.61%
3088 CANDIDATE (PC) 59.75%
3089 CONFIRMED (CP) 92.58%
3090 CANDIDATE (PC) 53.07%
3091 CANDIDATE (PC) 53.82%
3092 FALSE POSITIVE 92.02%
3093 CANDIDATE (PC) 77.04%
3094 FALSE POSITIVE 96.02%
3095 CANDIDATE (PC) 78.68%
3096 CONFIRMED (CP) 69.34%
3097 CONFIRMED (CP) 73.56%
3098 CANDIDATE (PC) 64.44%
3099 CONFIRMED (CP) 92.36%
3100 CANDIDATE (PC) 66.52%
3101 CANDIDATE (PC) 54.72%
3102 CONFIRMED (CP) 89.82%
3103 CONFIRMED (CP) 44.00%
3104 FALSE POSITIVE 95.82%
3105 CONFIRMED (CP) 71.88%
3106 FALSE POSITIVE 38.04%
3107 CANDIDATE (PC) 40.48%
3108 FALSE POSITIVE 89.03%
3109 CANDIDATE (PC) 54.67%
3110 CANDIDATE (PC) 53.95%
3111 FALSE POSITIVE 56.13%
3112 CANDIDATE (PC) 80.08%
3113 CANDIDATE (PC) 62.84%
3114 CANDIDATE (PC) 45.94%
3115 FALSE POSITIVE 56.36%
3116 CANDIDATE (PC) 46.08%
3117 FALSE POSITIVE 49.17%
3118 FALSE POSITIVE 65.07%
3119 FALSE POSITIVE 40.78%
3120 CONFIRMED (CP) 90.24%
3121 CANDIDATE (PC) 78.75%
3122 CANDIDATE (PC) 65.14%
3123 CONFIRMED (CP) 75.66%
3124 CANDIDATE (PC) 52.39%
3125 CONFIRMED (CP) 44.26%
3126 CONFIRMED (CP) 47.33%
3127 CANDIDATE (PC) 44.92%
3128 CANDIDATE (PC) 41.12%
3129 CANDIDATE (PC) 46.15%
3130 CANDIDATE (PC) 46.64%
3131 CANDIDATE (PC) 75.04%
3132 CONFIRMED (CP) 89.94%
3133 CONFIRMED (CP) 71.65%
3134 CANDIDATE (PC) 66.79%
3135 CANDIDATE (PC) 73.33%
3136 CANDIDATE (PC) 76.99%
3137 CANDIDATE (PC) 71.99%
3138 CANDIDATE (PC) 58.45%
3139 CONFIRMED (CP) 40.90%
3140 CANDIDATE (PC) 72.54%
3141 FALSE POSITIVE 97.21%
3142 FALSE POSITIVE 97.44%
3143 CANDIDATE (PC) 77.40%
3144 CANDIDATE (PC) 76.45%
3145 CANDIDATE (PC) 54.41%
3146 FALSE POSITIVE 53.44%
3147 CANDIDATE (PC) 54.58%
3148 CONFIRMED (CP) 74.17%
3149 CONFIRMED (CP) 61.02%
3150 CONFIRMED (CP) 77.41%
3151 CONFIRMED (CP) 44.86%
3152 FALSE POSITIVE 97.19%
3153 FALSE POSITIVE 38.05%
3154 CONFIRMED (CP) 40.11%
3155 CONFIRMED (CP) 40.14%
3156 CANDIDATE (PC) 47.80%
3157 CONFIRMED (CP) 35.88%
3158 CONFIRMED (CP) 86.91%
3159 FALSE POSITIVE 97.83%
3160 CANDIDATE (PC) 77.50%
3161 CANDIDATE (PC) 77.84%
3162 CANDIDATE (PC) 44.77%
3163 CONFIRMED (CP) 86.28%
3164 CANDIDATE (PC) 74.48%
3165 CANDIDATE (PC) 62.50%
3166 CONFIRMED (CP) 93.96%
3167 FALSE POSITIVE 43.28%
3168 FALSE POSITIVE 42.20%
3169 CANDIDATE (PC) 44.83%
3170 CANDIDATE (PC) 49.43%
3171 CANDIDATE (PC) 75.47%
3172 FALSE POSITIVE 47.76%
3173 CANDIDATE (PC) 41.92%
3174 CONFIRMED (CP) 92.05%
3175 CANDIDATE (PC) 49.48%
3176 CONFIRMED (CP) 90.46%
3177 CANDIDATE (PC) 73.70%
3178 CONFIRMED (CP) 40.88%
3179 FALSE POSITIVE 86.10%
3180 FALSE POSITIVE 62.31%
3181 FALSE POSITIVE 79.34%
3182 CONFIRMED (CP) 72.97%
3183 CANDIDATE (PC) 74.52%
3184 CANDIDATE (PC) 75.17%
3185 CONFIRMED (CP) 74.60%
3186 CANDIDATE (PC) 76.75%
3187 FALSE POSITIVE 95.99%
3188 FALSE POSITIVE 57.84%
3189 CANDIDATE (PC) 82.58%
3190 CONFIRMED (CP) 44.60%
3191 CANDIDATE (PC) 54.61%
3192 CONFIRMED (CP) 67.85%
3193 CANDIDATE (PC) 79.79%
3194 CANDIDATE (PC) 65.91%
3195 CONFIRMED (CP) 93.41%
3196 FALSE POSITIVE 38.81%
3197 CONFIRMED (CP) 47.22%
3198 CANDIDATE (PC) 44.43%
3199 CONFIRMED (CP) 48.38%
3200 CONFIRMED (CP) 40.28%
3201 FALSE POSITIVE 96.98%
3202 CONFIRMED (CP) 74.33%
3203 CONFIRMED (CP) 42.64%
3204 CANDIDATE (PC) 76.10%
3205 CANDIDATE (PC) 73.75%
3206 CANDIDATE (PC) 77.23%
3207 FALSE POSITIVE 97.89%
3208 FALSE POSITIVE 82.70%
3209 CANDIDATE (PC) 73.47%
3210 CANDIDATE (PC) 73.38%
3211 FALSE POSITIVE 98.26%
3212 CONFIRMED (CP) 87.71%
3213 FALSE POSITIVE 72.15%
3214 CANDIDATE (PC) 69.83%
3215 CONFIRMED (CP) 73.34%
3216 CONFIRMED (CP) 47.73%
3217 CANDIDATE (PC) 64.44%
3218 FALSE POSITIVE 41.90%
3219 CANDIDATE (PC) 69.39%
3220 CONFIRMED (CP) 74.77%
3221 CANDIDATE (PC) 53.67%
3222 FALSE POSITIVE 54.11%
3223 FALSE POSITIVE 82.25%
3224 CANDIDATE (PC) 58.10%
3225 CANDIDATE (PC) 77.46%
3226 CONFIRMED (CP) 90.28%
3227 CONFIRMED (CP) 93.20%
3228 CANDIDATE (PC) 43.13%
3229 CANDIDATE (PC) 47.98%
3230 CANDIDATE (PC) 73.52%
3231 CANDIDATE (PC) 56.80%
3232 CANDIDATE (PC) 45.56%
3233 CANDIDATE (PC) 49.03%
3234 CANDIDATE (PC) 54.68%
3235 FALSE POSITIVE 97.16%
3236 FALSE POSITIVE 94.07%
3237 CANDIDATE (PC) 65.24%
3238 CANDIDATE (PC) 44.77%
3239 CONFIRMED (CP) 52.46%
3240 CANDIDATE (PC) 75.61%
3241 CANDIDATE (PC) 51.12%
3242 FALSE POSITIVE 81.46%
3243 CANDIDATE (PC) 45.81%
3244 FALSE POSITIVE 80.30%
3245 CANDIDATE (PC) 47.98%
3246 CONFIRMED (CP) 75.03%
3247 CANDIDATE (PC) 47.56%
3248 FALSE POSITIVE 36.66%
3249 FALSE POSITIVE 45.35%
3250 CANDIDATE (PC) 56.56%
3251 FALSE POSITIVE 39.57%
3252 CANDIDATE (PC) 39.96%
3253 CANDIDATE (PC) 77.44%
3254 CANDIDATE (PC) 72.33%
3255 FALSE POSITIVE 87.29%
3256 CANDIDATE (PC) 66.62%
3257 CANDIDATE (PC) 35.39%
3258 CANDIDATE (PC) 77.44%
3259 CANDIDATE (PC) 76.91%
3260 FALSE POSITIVE 61.33%
3261 CANDIDATE (PC) 78.74%
3262 CANDIDATE (PC) 49.11%
3263 CANDIDATE (PC) 44.41%
3264 CONFIRMED (CP) 92.67%
3265 FALSE POSITIVE 46.54%
3266 FALSE POSITIVE 54.50%
3267 CANDIDATE (PC) 54.66%
3268 CONFIRMED (CP) 37.07%
3269 CANDIDATE (PC) 64.22%
3270 FALSE POSITIVE 61.57%
3271 CANDIDATE (PC) 75.01%
3272 FALSE POSITIVE 81.15%
3273 CANDIDATE (PC) 74.16%
3274 CANDIDATE (PC) 74.21%
3275 FALSE POSITIVE 43.85%
3276 CANDIDATE (PC) 72.91%
3277 CONFIRMED (CP) 67.16%
3278 CANDIDATE (PC) 49.02%
3279 FALSE POSITIVE 96.86%
3280 CONFIRMED (CP) 90.84%
3281 CONFIRMED (CP) 90.28%
3282 FALSE POSITIVE 96.96%
3283 CANDIDATE (PC) 75.65%
3284 FALSE POSITIVE 79.98%
3285 CONFIRMED (CP) 92.94%
3286 FALSE POSITIVE 77.24%
3287 CANDIDATE (PC) 75.59%
3288 CANDIDATE (PC) 39.47%
3289 FALSE POSITIVE 56.87%
3290 CONFIRMED (CP) 70.35%
3291 CANDIDATE (PC) 76.62%
3292 FALSE POSITIVE 71.74%
3293 CANDIDATE (PC) 56.33%
3294 CONFIRMED (CP) 42.41%
3295 CONFIRMED (CP) 66.21%
3296 CONFIRMED (CP) 73.43%
3297 FALSE POSITIVE 95.70%
3298 CANDIDATE (PC) 67.09%
3299 CANDIDATE (PC) 44.43%
3300 CONFIRMED (CP) 43.86%
3301 FALSE POSITIVE 63.09%
3302 CANDIDATE (PC) 62.64%
3303 CANDIDATE (PC) 70.54%
3304 FALSE POSITIVE 92.69%
3305 FALSE POSITIVE 96.94%
3306 FALSE POSITIVE 53.97%
3307 FALSE POSITIVE 96.81%
3308 FALSE POSITIVE 97.17%
3309 CANDIDATE (PC) 70.85%
3310 CANDIDATE (PC) 77.55%
3311 CANDIDATE (PC) 74.60%
3312 FALSE POSITIVE 41.94%
3313 CONFIRMED (CP) 73.74%
3314 CONFIRMED (CP) 73.71%
3315 CANDIDATE (PC) 73.51%
3316 CONFIRMED (CP) 90.13%
3317 CANDIDATE (PC) 76.59%
3318 FALSE POSITIVE 83.20%
3319 CANDIDATE (PC) 57.55%
3320 CANDIDATE (PC) 77.66%
3321 CANDIDATE (PC) 41.50%
3322 CONFIRMED (CP) 45.89%
3323 CONFIRMED (CP) 74.47%
3324 CONFIRMED (CP) 43.32%
3325 FALSE POSITIVE 63.13%
3326 CANDIDATE (PC) 79.68%
3327 CONFIRMED (CP) 47.58%
3328 FALSE POSITIVE 65.26%
3329 CANDIDATE (PC) 57.31%
3330 FALSE POSITIVE 96.79%
3331 CONFIRMED (CP) 87.96%
3332 CANDIDATE (PC) 51.06%
3333 CANDIDATE (PC) 43.83%
3334 FALSE POSITIVE 73.71%
3335 CONFIRMED (CP) 92.67%
3336 CONFIRMED (CP) 46.62%
3337 FALSE POSITIVE 97.03%
3338 CANDIDATE (PC) 77.76%
3339 FALSE POSITIVE 42.07%
3340 CONFIRMED (CP) 90.21%
3341 CONFIRMED (CP) 73.37%
3342 CONFIRMED (CP) 73.51%
3343 FALSE POSITIVE 96.86%
3344 CANDIDATE (PC) 47.21%
3345 CONFIRMED (CP) 69.08%
3346 CANDIDATE (PC) 43.63%
3347 CONFIRMED (CP) 76.39%
3348 FALSE POSITIVE 95.67%
3349 FALSE POSITIVE 56.35%
3350 FALSE POSITIVE 60.24%
3351 CANDIDATE (PC) 73.50%
3352 CONFIRMED (CP) 70.02%
3353 CANDIDATE (PC) 50.79%
3354 FALSE POSITIVE 54.00%
3355 FALSE POSITIVE 79.49%
3356 CANDIDATE (PC) 69.98%
3357 FALSE POSITIVE 62.53%
3358 CONFIRMED (CP) 64.52%
3359 CANDIDATE (PC) 53.57%
3360 CONFIRMED (CP) 45.10%
3361 CANDIDATE (PC) 77.35%
3362 CONFIRMED (CP) 72.72%
3363 CONFIRMED (CP) 94.06%
3364 CANDIDATE (PC) 80.46%
3365 CONFIRMED (CP) 43.99%
3366 CONFIRMED (CP) 91.48%
3367 CANDIDATE (PC) 42.95%
3368 CANDIDATE (PC) 76.08%
3369 CONFIRMED (CP) 89.66%
3370 CANDIDATE (PC) 73.85%
3371 CANDIDATE (PC) 69.13%
3372 CONFIRMED (CP) 69.78%
3373 CONFIRMED (CP) 92.30%
3374 CANDIDATE (PC) 77.10%
3375 FALSE POSITIVE 96.89%
3376 CONFIRMED (CP) 48.70%
3377 CONFIRMED (CP) 75.85%
3378 CONFIRMED (CP) 51.14%
3379 FALSE POSITIVE 60.03%
3380 FALSE POSITIVE 65.76%
3381 FALSE POSITIVE 45.68%
3382 CANDIDATE (PC) 76.35%
3383 CONFIRMED (CP) 39.53%
3384 CANDIDATE (PC) 65.09%
3385 CANDIDATE (PC) 47.47%
3386 CANDIDATE (PC) 74.66%
3387 CANDIDATE (PC) 52.54%
3388 FALSE POSITIVE 87.99%
3389 CONFIRMED (CP) 49.70%
3390 CONFIRMED (CP) 69.42%
3391 CANDIDATE (PC) 36.49%
3392 FALSE POSITIVE 78.20%
3393 CANDIDATE (PC) 53.70%
3394 CANDIDATE (PC) 72.13%
3395 CANDIDATE (PC) 65.33%
3396 CANDIDATE (PC) 45.77%
3397 CANDIDATE (PC) 74.71%
3398 CONFIRMED (CP) 70.98%
3399 FALSE POSITIVE 97.49%
3400 FALSE POSITIVE 45.18%
3401 FALSE POSITIVE 49.59%
3402 CANDIDATE (PC) 67.25%
3403 CANDIDATE (PC) 74.94%
3404 FALSE POSITIVE 76.81%
3405 CONFIRMED (CP) 92.96%
3406 FALSE POSITIVE 53.75%
3407 FALSE POSITIVE 96.65%
3408 CANDIDATE (PC) 54.46%
3409 CANDIDATE (PC) 75.35%
3410 CANDIDATE (PC) 75.74%
3411 FALSE POSITIVE 66.05%
3412 CANDIDATE (PC) 77.47%
3413 CONFIRMED (CP) 72.84%
3414 FALSE POSITIVE 94.04%
3415 FALSE POSITIVE 75.49%
3416 CANDIDATE (PC) 75.40%
3417 CONFIRMED (CP) 54.85%
3418 CANDIDATE (PC) 54.46%
3419 CANDIDATE (PC) 72.43%
3420 CANDIDATE (PC) 39.34%
3421 CONFIRMED (CP) 47.45%
3422 FALSE POSITIVE 89.64%
3423 FALSE POSITIVE 37.76%
3424 CANDIDATE (PC) 75.49%
3425 CANDIDATE (PC) 69.99%
3426 CONFIRMED (CP) 92.73%
3427 CANDIDATE (PC) 47.31%
3428 FALSE POSITIVE 60.86%
3429 CANDIDATE (PC) 72.58%
3430 CANDIDATE (PC) 72.87%
3431 CANDIDATE (PC) 49.94%
3432 CANDIDATE (PC) 74.38%
3433 FALSE POSITIVE 95.54%
3434 CONFIRMED (CP) 73.91%
3435 FALSE POSITIVE 96.13%
3436 CANDIDATE (PC) 78.65%
3437 CANDIDATE (PC) 74.64%
3438 CANDIDATE (PC) 76.51%
3439 CANDIDATE (PC) 53.52%
3440 CONFIRMED (CP) 71.26%
3441 FALSE POSITIVE 90.26%
3442 FALSE POSITIVE 57.47%
3443 CANDIDATE (PC) 47.16%
3444 CONFIRMED (CP) 63.65%
3445 CONFIRMED (CP) 93.08%
3446 CANDIDATE (PC) 53.60%
3447 FALSE POSITIVE 88.73%
3448 CANDIDATE (PC) 39.58%
3449 CANDIDATE (PC) 54.63%
3450 CONFIRMED (CP) 85.42%
3451 FALSE POSITIVE 93.47%
3452 FALSE POSITIVE 94.75%
3453 CONFIRMED (CP) 75.62%
3454 CANDIDATE (PC) 77.38%
3455 FALSE POSITIVE 49.58%
3456 CONFIRMED (CP) 80.10%
3457 CANDIDATE (PC) 61.57%
3458 FALSE POSITIVE 64.51%
3459 CANDIDATE (PC) 71.43%
3460 CANDIDATE (PC) 54.59%
3461 CANDIDATE (PC) 72.22%
3462 CANDIDATE (PC) 75.68%
3463 FALSE POSITIVE 58.34%
3464 FALSE POSITIVE 37.93%
3465 FALSE POSITIVE 89.92%
3466 CONFIRMED (CP) 70.21%
3467 CANDIDATE (PC) 54.73%
3468 CONFIRMED (CP) 89.51%
3469 CONFIRMED (CP) 47.43%
3470 CANDIDATE (PC) 64.44%
3471 CONFIRMED (CP) 43.84%
3472 CANDIDATE (PC) 74.84%
3473 CANDIDATE (PC) 54.68%
3474 FALSE POSITIVE 89.04%
3475 CONFIRMED (CP) 71.05%
3476 CANDIDATE (PC) 71.43%
3477 CANDIDATE (PC) 50.51%
3478 CONFIRMED (CP) 43.42%
3479 CANDIDATE (PC) 61.37%
3480 CANDIDATE (PC) 52.14%
3481 CANDIDATE (PC) 70.76%
3482 CONFIRMED (CP) 89.76%
3483 FALSE POSITIVE 94.76%
3484 CANDIDATE (PC) 75.42%
3485 FALSE POSITIVE 94.36%
3486 FALSE POSITIVE 56.31%
3487 FALSE POSITIVE 94.87%
3488 CANDIDATE (PC) 48.11%
3489 CANDIDATE (PC) 54.57%
3490 CANDIDATE (PC) 78.03%
3491 FALSE POSITIVE 97.10%
3492 FALSE POSITIVE 91.87%
3493 CONFIRMED (CP) 89.14%
3494 FALSE POSITIVE 71.06%
3495 CANDIDATE (PC) 46.02%
3496 CANDIDATE (PC) 72.47%
3497 CONFIRMED (CP) 66.56%
3498 FALSE POSITIVE 55.75%
3499 CANDIDATE (PC) 75.51%
3500 CANDIDATE (PC) 74.06%
3501 CONFIRMED (CP) 88.56%
3502 FALSE POSITIVE 64.99%
3503 CONFIRMED (CP) 65.41%
3504 FALSE POSITIVE 55.79%
3505 CANDIDATE (PC) 53.16%
3506 FALSE POSITIVE 73.88%
3507 CANDIDATE (PC) 74.06%
3508 FALSE POSITIVE 37.58%
3509 CONFIRMED (CP) 76.69%
3510 CANDIDATE (PC) 77.56%
3511 CANDIDATE (PC) 47.12%
3512 CONFIRMED (CP) 38.86%
3513 CONFIRMED (CP) 87.56%
3514 FALSE POSITIVE 50.74%
3515 FALSE POSITIVE 50.82%
3516 CANDIDATE (PC) 74.75%
3517 CANDIDATE (PC) 63.32%
3518 CONFIRMED (CP) 89.13%
3519 FALSE POSITIVE 89.55%
3520 CANDIDATE (PC) 75.36%
3521 CONFIRMED (CP) 92.54%
3522 CANDIDATE (PC) 57.22%
3523 FALSE POSITIVE 93.90%
3524 CANDIDATE (PC) 72.51%
3525 FALSE POSITIVE 97.48%
3526 CANDIDATE (PC) 72.11%
3527 FALSE POSITIVE 36.74%
3528 CANDIDATE (PC) 77.16%
3529 CONFIRMED (CP) 72.99%
3530 FALSE POSITIVE 96.35%
3531 CANDIDATE (PC) 77.44%
3532 CONFIRMED (CP) 89.84%
3533 CANDIDATE (PC) 45.02%
3534 CANDIDATE (PC) 61.55%
3535 CANDIDATE (PC) 56.47%
3536 FALSE POSITIVE 87.23%
3537 CONFIRMED (CP) 76.40%
3538 CANDIDATE (PC) 51.86%
3539 CANDIDATE (PC) 79.92%
3540 CANDIDATE (PC) 51.13%
3541 CONFIRMED (CP) 75.59%
3542 CANDIDATE (PC) 54.50%
3543 CONFIRMED (CP) 90.11%
3544 CONFIRMED (CP) 43.51%
3545 FALSE POSITIVE 39.50%
3546 FALSE POSITIVE 54.92%
3547 FALSE POSITIVE 40.49%
3548 CONFIRMED (CP) 47.65%
3549 CANDIDATE (PC) 64.23%
3550 FALSE POSITIVE 57.84%
3551 CONFIRMED (CP) 90.35%
3552 CANDIDATE (PC) 74.66%
3553 CANDIDATE (PC) 77.42%
3554 FALSE POSITIVE 85.39%
3555 FALSE POSITIVE 54.08%
3556 CANDIDATE (PC) 70.83%
3557 CONFIRMED (CP) 47.97%
3558 FALSE POSITIVE 90.71%
3559 CONFIRMED (CP) 91.26%
3560 FALSE POSITIVE 52.06%
3561 CONFIRMED (CP) 76.91%
3562 CANDIDATE (PC) 54.68%
3563 CANDIDATE (PC) 77.44%
3564 CANDIDATE (PC) 77.92%
3565 CANDIDATE (PC) 51.28%
3566 CONFIRMED (CP) 90.46%
3567 CANDIDATE (PC) 51.40%
3568 CANDIDATE (PC) 74.57%
