RESULTADOS DEL MODELO: RandomForest
2875 CONFIRMED (CP) 59.73%
2876 CANDIDATE (PC) 80.96%
2877 FALSE POSITIVE 79.53%
2878 CONFIRMED (CP) 47.89%
2879 CANDIDATE (PC) 46.07%
2880 CANDIDATE (PC) 81.48%
2881 CONFIRMED (CP) 73.71%
2882 FALSE POSITIVE 43.24%
2883 CONFIRMED (CP) 75.67%
2884 FALSE POSITIVE 59.64%
2885 CANDIDATE (PC) 90.99%
2886 FALSE POSITIVE 82.83%
2887 CONFIRMED (CP) 93.01%
2888 CONFIRMED (CP) 92.34%
2889 FALSE POSITIVE 92.43%
2890 CONFIRMED (CP) 81.41%
2891 FALSE POSITIVE 77.36%
2892 CONFIRMED (CP) 93.96%
2893 CONFIRMED (CP) 71.24%
2894 CONFIRMED (CP) 97.73%
2895 CONFIRMED (CP) 72.73%
2896 CANDIDATE (PC) 86.81%
2897 CANDIDATE (PC) 65.79%
2898 CONFIRMED (CP) 66.46%
2899 FALSE POSITIVE 65.01%
2900 CONFIRMED (CP) 91.86%
2901 FALSE POSITIVE 97.50%
2902 CONFIRMED (CP) 65.95%
2903 FALSE POSITIVE 51.82%
2904 FALSE POSITIVE 81.94%
2905 CANDIDATE (PC) 95.95%
2906 CONFIRMED (CP) 90.95%
2907 CONFIRMED (CP) 54.42%
2908 CONFIRMED (CP) 72.01%
2909 FALSE POSITIVE 58.65%
2910 FALSE POSITIVE 86.35%
2911 CANDIDATE (PC) 95.47%
2912 FALSE POSITIVE 67.10%
2913 CANDIDATE (PC) 51.68%
2914 CANDIDATE (PC) 76.98%
2915 CONFIRMED (CP) 56.66%
2916 CANDIDATE (PC) 95.35%
2917 CANDIDATE (PC) 53.21%
2918 CANDIDATE (PC) 66.58%
2919 CANDIDATE (PC) 97.24%
2920 CANDIDATE (PC) 91.32%
2921 CONFIRMED (CP) 69.87%
2922 CANDIDATE (PC) 45.94%
2923 FALSE POSITIVE 98.39%
2924 CANDIDATE (PC) 90.13%
2925 FALSE POSITIVE 67.86%
2926 CANDIDATE (PC) 83.58%
2927 CONFIRMED (CP) 94.18%
2928 FALSE POSITIVE 86.57%
2929 CONFIRMED (CP) 89.47%
2930 CONFIRMED (CP) 59.66%
2931 CONFIRMED (CP) 86.63%
2932 CONFIRMED (CP) 88.99%
2933 CANDIDATE (PC) 43.44%
2934 CANDIDATE (PC) 81.76%
2935 CANDIDATE (PC) 84.38%
2936 CONFIRMED (CP) 93.66%
2937 CONFIRMED (CP) 94.76%
2938 FALSE POSITIVE 99.19%
2939 CONFIRMED (CP) 96.22%
2940 FALSE POSITIVE 99.81%
2941 CONFIRMED (CP) 92.67%
2942 CANDIDATE (PC) 44.68%
2943 FALSE POSITIVE 72.82%
2944 CANDIDATE (PC) 98.17%
2945 CONFIRMED (CP) 85.21%
2946 FALSE POSITIVE 67.61%
2947 FALSE POSITIVE 99.95%
2948 FALSE POSITIVE 57.76%
2949 FALSE POSITIVE 92.47%
2950 CANDIDATE (PC) 55.81%
2951 CANDIDATE (PC) 81.12%
2952 CANDIDATE (PC) 48.33%
2953 CONFIRMED (CP) 92.36%
2954 FALSE POSITIVE 52.72%
2955 FALSE POSITIVE 99.10%
2956 FALSE POSITIVE 90.68%
2957 CANDIDATE (PC) 47.85%
2958 CANDIDATE (PC) 88.09%
2959 CONFIRMED (CP) 43.96%
2960 CANDIDATE (PC) 78.66%
2961 FALSE POSITIVE 45.06%
2962 FALSE POSITIVE 56.93%
2963 CONFIRMED (CP) 53.84%
2964 CANDIDATE (PC) 89.41%
2965 CANDIDATE (PC) 83.84%
2966 CANDIDATE (PC) 54.42%
2967 CONFIRMED (CP) 74.65%
2968 FALSE POSITIVE 51.28%
2969 CONFIRMED (CP) 56.61%
2970 CONFIRMED (CP) 56.55%
2971 FALSE POSITIVE 77.46%
2972 CANDIDATE (PC) 90.78%
2973 CANDIDATE (PC) 88.56%
2974 FALSE POSITIVE 66.56%
2975 FALSE POSITIVE 93.46%
2976 CONFIRMED (CP) 95.08%
2977 CONFIRMED (CP) 97.94%
2978 CANDIDATE (PC) 53.00%
2979 CANDIDATE (PC) 67.93%
2980 FALSE POSITIVE 57.14%
2981 FALSE POSITIVE 40.22%
2982 CANDIDATE (PC) 93.87%
2983 FALSE POSITIVE 80.65%
2984 FALSE POSITIVE 68.74%
2985 CANDIDATE (PC) 80.94%
2986 CANDIDATE (PC) 95.97%
2987 CANDIDATE (PC) 60.99%
2988 CANDIDATE (PC) 77.85%
2989 CONFIRMED (CP) 56.58%
2990 CANDIDATE (PC) 74.08%
2991 FALSE POSITIVE 84.68%
2992 FALSE POSITIVE 81.34%
2993 FALSE POSITIVE 81.28%
2994 CONFIRMED (CP) 85.61%
2995 CANDIDATE (PC) 60.61%
2996 FALSE POSITIVE 84.37%
2997 CONFIRMED (CP) 93.43%
2998 CONFIRMED (CP) 67.02%
2999 FALSE POSITIVE 85.61%
3000 CONFIRMED (CP) 98.27%
3001 CANDIDATE (PC) 49.37%
3002 CANDIDATE (PC) 86.25%
3003 CANDIDATE (PC) 87.26%
3004 CANDIDATE (PC) 92.91%
3005 FALSE POSITIVE 95.72%
3006 CONFIRMED (CP) 90.37%
3007 CONFIRMED (CP) 69.27%
3008 FALSE POSITIVE 92.12%
3009 CANDIDATE (PC) 58.38%
3010 CANDIDATE (PC) 85.02%
3011 CANDIDATE (PC) 45.40%
3012 CANDIDATE (PC) 76.18%
3013 FALSE POSITIVE 47.26%
3014 CONFIRMED (CP) 98.11%
3015 FALSE POSITIVE 50.14%
3016 CANDIDATE (PC) 39.46%
3017 FALSE POSITIVE 87.56%
3018 CONFIRMED (CP) 96.08%
3019 FALSE POSITIVE 99.17%
3020 CANDIDATE (PC) 48.01%
3021 FALSE POSITIVE 99.64%
3022 FALSE POSITIVE 99.70%
3023 CONFIRMED (CP) 48.50%
3024 CONFIRMED (CP) 97.45%
3025 CANDIDATE (PC) 85.87%
3026 FALSE POSITIVE 73.41%
3027 FALSE POSITIVE 85.37%
3028 FALSE POSITIVE 45.99%
3029 FALSE POSITIVE 97.56%
3030 CANDIDATE (PC) 71.68%
3031 CONFIRMED (CP) 52.84%
3032 CANDIDATE (PC) 74.22%
3033 CANDIDATE (PC) 86.00%
3034 CONFIRMED (CP) 64.08%
3035 FALSE POSITIVE 74.42%
3036 FALSE POSITIVE 90.39%
3037 CONFIRMED (CP) 97.81%
3038 CONFIRMED (CP) 57.27%
3039 CONFIRMED (CP) 48.90%
3040 FALSE POSITIVE 69.16%
3041 CANDIDATE (PC) 54.89%
3042 CANDIDATE (PC) 64.70%
3043 CANDIDATE (PC) 62.81%
3044 FALSE POSITIVE 40.14%
3045 FALSE POSITIVE 48.80%
3046 FALSE POSITIVE 99.30%
3047 CONFIRMED (CP) 54.76%
3048 CANDIDATE (PC) 91.16%
3049 CONFIRMED (CP) 50.82%
3050 CANDIDATE (PC) 89.73%
3051 FALSE POSITIVE 70.65%
3052 FALSE POSITIVE 75.61%
3053 CONFIRMED (CP) 95.85%
3054 FALSE POSITIVE 84.69%
3055 CONFIRMED (CP) 86.69%
3056 CANDIDATE (PC) 89.02%
3057 CONFIRMED (CP) 64.00%
3058 CANDIDATE (PC) 87.45%
3059 FALSE POSITIVE 99.85%
3060 CANDIDATE (PC) 56.85%
3061 FALSE POSITIVE 64.60%
3062 CANDIDATE (PC) 89.15%
3063 FALSE POSITIVE 44.40%
3064 FALSE POSITIVE 95.10%
3065 CONFIRMED (CP) 96.40%
3066 CONFIRMED (CP) 65.57%
3067 CONFIRMED (CP) 39.71%
3068 CONFIRMED (CP) 93.02%
3069 CONFIRMED (CP) 43.96%
3070 CANDIDATE (PC) 38.78%
3071 CONFIRMED (CP) 80.77%
3072 CONFIRMED (CP) 61.75%
3073 CONFIRMED (CP) 88.19%
3074 CANDIDATE (PC) 83.99%
3075 CANDIDATE (PC) 72.50%
3076 CONFIRMED (CP) 65.90%
3077 CANDIDATE (PC) 63.01%
3078 CANDIDATE (PC) 95.49%
3079 CONFIRMED (CP) 63.76%
3080 FALSE POSITIVE 98.81%
3081 CONFIRMED (CP) 88.99%
3082 CONFIRMED (CP) 87.71%
3083 CANDIDATE (PC) 86.67%
3084 CANDIDATE (PC) 86.90%
3085 CANDIDATE (PC) 48.81%
3086 CANDIDATE (PC) 95.90%
3087 CONFIRMED (CP) 93.63%
3088 CANDIDATE (PC) 58.89%
3089 CONFIRMED (CP) 97.90%
3090 CONFIRMED (CP) 88.99%
3091 CONFIRMED (CP) 91.43%
3092 FALSE POSITIVE 85.66%
3093 CANDIDATE (PC) 90.49%
3094 FALSE POSITIVE 99.30%
3095 CANDIDATE (PC) 92.39%
3096 CANDIDATE (PC) 50.37%
3097 CONFIRMED (CP) 96.63%
3098 CANDIDATE (PC) 51.27%
3099 CONFIRMED (CP) 95.07%
3100 CANDIDATE (PC) 64.64%
3101 CANDIDATE (PC) 89.03%
3102 CONFIRMED (CP) 97.34%
3103 CONFIRMED (CP) 65.74%
3104 FALSE POSITIVE 99.66%
3105 CONFIRMED (CP) 65.91%
3106 FALSE POSITIVE 50.92%
3107 CONFIRMED (CP) 38.89%
3108 FALSE POSITIVE 90.22%
3109 CANDIDATE (PC) 80.09%
3110 CANDIDATE (PC) 67.03%
3111 FALSE POSITIVE 48.11%
3112 CANDIDATE (PC) 92.95%
3113 CANDIDATE (PC) 58.60%
3114 CANDIDATE (PC) 65.67%
3115 CONFIRMED (CP) 46.01%
3116 CONFIRMED (CP) 91.63%
3117 FALSE POSITIVE 81.99%
3118 CANDIDATE (PC) 45.42%
3119 FALSE POSITIVE 38.85%
3120 CONFIRMED (CP) 91.38%
3121 CANDIDATE (PC) 92.65%
3122 CANDIDATE (PC) 66.17%
3123 CONFIRMED (CP) 84.70%
3124 CONFIRMED (CP) 45.55%
3125 CANDIDATE (PC) 63.18%
3126 CONFIRMED (CP) 68.58%
3127 CANDIDATE (PC) 52.10%
3128 FALSE POSITIVE 52.40%
3129 CANDIDATE (PC) 51.44%
3130 CONFIRMED (CP) 91.52%
3131 CANDIDATE (PC) 77.86%
3132 CONFIRMED (CP) 97.78%
3133 CONFIRMED (CP) 91.10%
3134 CANDIDATE (PC) 87.20%
3135 CANDIDATE (PC) 86.44%
3136 FALSE POSITIVE 93.88%
3137 CONFIRMED (CP) 96.09%
3138 CANDIDATE (PC) 55.52%
3139 CONFIRMED (CP) 47.96%
3140 CANDIDATE (PC) 51.27%
3141 FALSE POSITIVE 96.63%
3142 FALSE POSITIVE 99.97%
3143 CANDIDATE (PC) 88.63%
3144 CANDIDATE (PC) 90.79%
3145 FALSE POSITIVE 41.59%
3146 FALSE POSITIVE 50.30%
3147 CANDIDATE (PC) 79.24%
3148 CONFIRMED (CP) 95.66%
3149 CONFIRMED (CP) 45.59%
3150 CONFIRMED (CP) 92.72%
3151 CONFIRMED (CP) 41.39%
3152 FALSE POSITIVE 98.95%
3153 CONFIRMED (CP) 65.49%
3154 CONFIRMED (CP) 69.88%
3155 CONFIRMED (CP) 67.66%
3156 FALSE POSITIVE 50.82%
3157 CONFIRMED (CP) 47.81%
3158 CONFIRMED (CP) 82.83%
3159 FALSE POSITIVE 97.21%
3160 CANDIDATE (PC) 94.09%
3161 CANDIDATE (PC) 95.24%
3162 CONFIRMED (CP) 92.58%
3163 CANDIDATE (PC) 52.32%
3164 CANDIDATE (PC) 90.08%
3165 FALSE POSITIVE 48.24%
3166 CONFIRMED (CP) 94.31%
3167 FALSE POSITIVE 48.82%
3168 FALSE POSITIVE 61.37%
3169 FALSE POSITIVE 74.78%
3170 FALSE POSITIVE 51.11%
3171 CANDIDATE (PC) 88.75%
3172 CANDIDATE (PC) 45.80%
3173 FALSE POSITIVE 48.74%
3174 CONFIRMED (CP) 95.39%
3175 FALSE POSITIVE 47.73%
3176 CONFIRMED (CP) 98.54%
3177 CANDIDATE (PC) 89.47%
3178 FALSE POSITIVE 57.56%
3179 FALSE POSITIVE 96.73%
3180 FALSE POSITIVE 69.16%
3181 FALSE POSITIVE 92.87%
3182 CANDIDATE (PC) 57.09%
3183 CANDIDATE (PC) 89.64%
3184 CANDIDATE (PC) 89.68%
3185 CONFIRMED (CP) 82.56%
3186 CANDIDATE (PC) 51.84%
3187 FALSE POSITIVE 99.52%
3188 CONFIRMED (CP) 88.59%
3189 CANDIDATE (PC) 92.61%
3190 FALSE POSITIVE 54.37%
3191 CANDIDATE (PC) 84.83%
3192 CONFIRMED (CP) 53.70%
3193 CANDIDATE (PC) 93.37%
3194 CANDIDATE (PC) 69.68%
3195 CONFIRMED (CP) 93.54%
3196 CONFIRMED (CP) 41.02%
3197 CONFIRMED (CP) 45.17%
3198 CONFIRMED (CP) 89.42%
3199 CONFIRMED (CP) 60.54%
3200 FALSE POSITIVE 57.61%
3201 FALSE POSITIVE 91.77%
3202 CANDIDATE (PC) 52.85%
3203 CONFIRMED (CP) 47.04%
3204 CANDIDATE (PC) 89.52%
3205 CANDIDATE (PC) 78.06%
3206 CANDIDATE (PC) 95.17%
3207 FALSE POSITIVE 88.86%
3208 FALSE POSITIVE 55.12%
3209 CANDIDATE (PC) 89.69%
3210 CANDIDATE (PC) 90.05%
3211 FALSE POSITIVE 98.39%
3212 CONFIRMED (CP) 96.98%
3213 FALSE POSITIVE 86.93%
3214 CANDIDATE (PC) 76.56%
3215 CONFIRMED (CP) 96.17%
3216 CONFIRMED (CP) 51.42%
3217 CANDIDATE (PC) 80.58%
3218 CONFIRMED (CP) 46.24%
3219 CANDIDATE (PC) 84.63%
3220 CONFIRMED (CP) 74.89%
3221 CANDIDATE (PC) 85.56%
3222 FALSE POSITIVE 55.94%
3223 FALSE POSITIVE 98.89%
3224 FALSE POSITIVE 68.04%
3225 CANDIDATE (PC) 96.30%
3226 CONFIRMED (CP) 90.60%
3227 CONFIRMED (CP) 91.40%
3228 CANDIDATE (PC) 35.94%
3229 CONFIRMED (CP) 94.61%
3230 CANDIDATE (PC) 86.62%
3231 CANDIDATE (PC) 48.30%
3232 CANDIDATE (PC) 54.92%
3233 CANDIDATE (PC) 61.68%
3234 CANDIDATE (PC) 75.67%
3235 FALSE POSITIVE 98.69%
3236 FALSE POSITIVE 98.30%
3237 CONFIRMED (CP) 90.98%
3238 CONFIRMED (CP) 57.20%
3239 CANDIDATE (PC) 49.28%
3240 CANDIDATE (PC) 89.45%
3241 CANDIDATE (PC) 83.07%
3242 FALSE POSITIVE 97.80%
3243 FALSE POSITIVE 61.00%
3244 FALSE POSITIVE 98.49%
3245 CONFIRMED (CP) 87.64%
3246 CONFIRMED (CP) 84.06%
3247 CANDIDATE (PC) 49.10%
3248 FALSE POSITIVE 56.93%
3249 FALSE POSITIVE 43.28%
3250 CANDIDATE (PC) 74.29%
3251 CONFIRMED (CP) 49.84%
3252 CONFIRMED (CP) 66.05%
3253 CANDIDATE (PC) 87.89%
3254 CANDIDATE (PC) 56.80%
3255 FALSE POSITIVE 93.33%
3256 CANDIDATE (PC) 59.14%
3257 CONFIRMED (CP) 43.24%
3258 CANDIDATE (PC) 83.95%
3259 CANDIDATE (PC) 58.33%
3260 CONFIRMED (CP) 42.84%
3261 CANDIDATE (PC) 95.63%
3262 CANDIDATE (PC) 73.03%
3263 CONFIRMED (CP) 92.41%
3264 CONFIRMED (CP) 98.17%
3265 CANDIDATE (PC) 47.30%
3266 FALSE POSITIVE 54.18%
3267 CANDIDATE (PC) 77.79%
3268 CONFIRMED (CP) 71.08%
3269 CANDIDATE (PC) 84.18%
3270 FALSE POSITIVE 68.55%
3271 CANDIDATE (PC) 80.05%
3272 FALSE POSITIVE 85.46%
3273 CANDIDATE (PC) 86.90%
3274 CANDIDATE (PC) 89.44%
3275 FALSE POSITIVE 66.96%
3276 FALSE POSITIVE 56.51%
3277 CONFIRMED (CP) 49.42%
3278 CONFIRMED (CP) 94.84%
3279 FALSE POSITIVE 95.05%
3280 CONFIRMED (CP) 92.44%
3281 CONFIRMED (CP) 82.52%
3282 FALSE POSITIVE 99.58%
3283 CANDIDATE (PC) 90.25%
3284 FALSE POSITIVE 77.00%
3285 CONFIRMED (CP) 97.34%
3286 FALSE POSITIVE 92.49%
3287 CANDIDATE (PC) 75.50%
3288 FALSE POSITIVE 51.34%
3289 FALSE POSITIVE 64.74%
3290 CONFIRMED (CP) 84.06%
3291 CANDIDATE (PC) 91.12%
3292 FALSE POSITIVE 99.45%
3293 FALSE POSITIVE 60.29%
3294 CANDIDATE (PC) 37.35%
3295 CONFIRMED (CP) 36.97%
3296 CONFIRMED (CP) 97.47%
3297 FALSE POSITIVE 93.88%
3298 CANDIDATE (PC) 86.02%
3299 CONFIRMED (CP) 78.13%
3300 CONFIRMED (CP) 89.61%
3301 FALSE POSITIVE 53.59%
3302 CANDIDATE (PC) 79.88%
3303 CANDIDATE (PC) 87.94%
3304 FALSE POSITIVE 99.61%
3305 FALSE POSITIVE 97.41%
3306 FALSE POSITIVE 94.50%
3307 FALSE POSITIVE 97.93%
3308 FALSE POSITIVE 99.84%
3309 CANDIDATE (PC) 64.27%
3310 CANDIDATE (PC) 95.68%
3311 CANDIDATE (PC) 89.49%
3312 FALSE POSITIVE 46.19%
3313 CONFIRMED (CP) 95.13%
3314 CONFIRMED (CP) 95.19%
3315 FALSE POSITIVE 54.04%
3316 CONFIRMED (CP) 90.41%
3317 CANDIDATE (PC) 85.93%
3318 FALSE POSITIVE 80.16%
3319 CONFIRMED (CP) 42.06%
3320 FALSE POSITIVE 55.21%
3321 CONFIRMED (CP) 57.95%
3322 CONFIRMED (CP) 38.71%
3323 CONFIRMED (CP) 95.17%
3324 CONFIRMED (CP) 47.04%
3325 FALSE POSITIVE 64.61%
3326 CANDIDATE (PC) 91.76%
3327 CONFIRMED (CP) 46.32%
3328 FALSE POSITIVE 66.03%
3329 FALSE POSITIVE 43.66%
3330 FALSE POSITIVE 99.96%
3331 CONFIRMED (CP) 93.04%
3332 CONFIRMED (CP) 92.13%
3333 FALSE POSITIVE 37.25%
3334 FALSE POSITIVE 69.89%
3335 CONFIRMED (CP) 92.79%
3336 CONFIRMED (CP) 91.35%
3337 FALSE POSITIVE 99.79%
3338 CANDIDATE (PC) 95.48%
3339 CONFIRMED (CP) 49.81%
3340 CONFIRMED (CP) 89.41%
3341 CONFIRMED (CP) 87.55%
3342 CONFIRMED (CP) 60.67%
3343 FALSE POSITIVE 94.94%
3344 CONFIRMED (CP) 91.99%
3345 CONFIRMED (CP) 84.26%
3346 CANDIDATE (PC) 36.23%
3347 CONFIRMED (CP) 56.55%
3348 FALSE POSITIVE 97.44%
3349 FALSE POSITIVE 59.00%
3350 CANDIDATE (PC) 61.31%
3351 CANDIDATE (PC) 83.27%
3352 CONFIRMED (CP) 70.63%
3353 FALSE POSITIVE 60.97%
3354 FALSE POSITIVE 68.59%
3355 FALSE POSITIVE 79.87%
3356 CANDIDATE (PC) 88.60%
3357 FALSE POSITIVE 67.30%
3358 CONFIRMED (CP) 63.73%
3359 CONFIRMED (CP) 94.10%
3360 CONFIRMED (CP) 65.04%
3361 CANDIDATE (PC) 88.34%
3362 CONFIRMED (CP) 63.92%
3363 CONFIRMED (CP) 97.56%
3364 CANDIDATE (PC) 95.54%
3365 CANDIDATE (PC) 47.76%
3366 CONFIRMED (CP) 84.46%
3367 CONFIRMED (CP) 69.38%
3368 CANDIDATE (PC) 89.63%
3369 CONFIRMED (CP) 97.80%
3370 CANDIDATE (PC) 88.58%
3371 CANDIDATE (PC) 90.12%
3372 CONFIRMED (CP) 83.75%
3373 CONFIRMED (CP) 60.37%
3374 CANDIDATE (PC) 85.04%
3375 FALSE POSITIVE 99.98%
3376 CONFIRMED (CP) 68.84%
3377 CONFIRMED (CP) 55.21%
3378 CONFIRMED (CP) 71.13%
3379 FALSE POSITIVE 88.44%
3380 FALSE POSITIVE 85.68%
3381 FALSE POSITIVE 67.33%
3382 CANDIDATE (PC) 86.57%
3383 CONFIRMED (CP) 65.38%
3384 CANDIDATE (PC) 78.68%
3385 CANDIDATE (PC) 61.88%
3386 CANDIDATE (PC) 88.47%
3387 FALSE POSITIVE 66.37%
3388 FALSE POSITIVE 64.01%
3389 FALSE POSITIVE 39.84%
3390 CONFIRMED (CP) 81.32%
3391 CANDIDATE (PC) 36.21%
3392 FALSE POSITIVE 75.51%
3393 FALSE POSITIVE 55.88%
3394 CANDIDATE (PC) 63.77%
3395 CANDIDATE (PC) 63.19%
3396 CONFIRMED (CP) 63.57%
3397 CANDIDATE (PC) 86.88%
3398 CANDIDATE (PC) 71.03%
3399 FALSE POSITIVE 99.29%
3400 CANDIDATE (PC) 40.45%
3401 FALSE POSITIVE 47.72%
3402 CANDIDATE (PC) 71.15%
3403 CANDIDATE (PC) 90.24%
3404 FALSE POSITIVE 54.39%
3405 CONFIRMED (CP) 90.57%
3406 FALSE POSITIVE 54.80%
3407 FALSE POSITIVE 98.64%
3408 CANDIDATE (PC) 84.23%
3409 CANDIDATE (PC) 55.23%
3410 CANDIDATE (PC) 87.59%
3411 FALSE POSITIVE 58.79%
3412 FALSE POSITIVE 65.03%
3413 CANDIDATE (PC) 53.08%
3414 FALSE POSITIVE 91.86%
3415 FALSE POSITIVE 78.07%
3416 CANDIDATE (PC) 85.80%
3417 CANDIDATE (PC) 44.67%
3418 CANDIDATE (PC) 83.14%
3419 CONFIRMED (CP) 87.48%
3420 CONFIRMED (CP) 62.14%
3421 CANDIDATE (PC) 39.41%
3422 FALSE POSITIVE 99.97%
3423 CONFIRMED (CP) 41.22%
3424 CANDIDATE (PC) 85.98%
3425 CANDIDATE (PC) 57.56%
3426 CONFIRMED (CP) 97.60%
3427 CONFIRMED (CP) 91.40%
3428 FALSE POSITIVE 71.19%
3429 CANDIDATE (PC) 49.45%
3430 CANDIDATE (PC) 80.26%
3431 FALSE POSITIVE 56.33%
3432 CANDIDATE (PC) 82.69%
3433 FALSE POSITIVE 99.51%
3434 CONFIRMED (CP) 50.69%
3435 FALSE POSITIVE 96.49%
3436 CANDIDATE (PC) 85.89%
3437 CONFIRMED (CP) 96.23%
3438 CANDIDATE (PC) 89.48%
3439 CANDIDATE (PC) 41.80%
3440 CANDIDATE (PC) 51.32%
3441 FALSE POSITIVE 97.09%
3442 CANDIDATE (PC) 48.79%
3443 FALSE POSITIVE 48.82%
3444 CONFIRMED (CP) 69.56%
3445 CONFIRMED (CP) 99.42%
3446 CANDIDATE (PC) 38.27%
3447 FALSE POSITIVE 98.97%
3448 CANDIDATE (PC) 44.12%
3449 CANDIDATE (PC) 57.02%
3450 CONFIRMED (CP) 56.69%
3451 FALSE POSITIVE 99.94%
3452 FALSE POSITIVE 99.21%
3453 CONFIRMED (CP) 97.60%
3454 CANDIDATE (PC) 92.58%
3455 CANDIDATE (PC) 44.97%
3456 CONFIRMED (CP) 76.76%
3457 CANDIDATE (PC) 51.08%
3458 FALSE POSITIVE 76.42%
3459 CANDIDATE (PC) 85.68%
3460 FALSE POSITIVE 78.34%
3461 CANDIDATE (PC) 87.77%
3462 CONFIRMED (CP) 95.13%
3463 CANDIDATE (PC) 40.69%
3464 FALSE POSITIVE 36.24%
3465 FALSE POSITIVE 87.82%
3466 CONFIRMED (CP) 96.79%
3467 CANDIDATE (PC) 82.42%
3468 CONFIRMED (CP) 96.12%
3469 CANDIDATE (PC) 38.58%
3470 CANDIDATE (PC) 58.82%
3471 CONFIRMED (CP) 39.44%
3472 CANDIDATE (PC) 78.39%
3473 CANDIDATE (PC) 84.13%
3474 FALSE POSITIVE 84.39%
3475 CONFIRMED (CP) 96.06%
3476 CANDIDATE (PC) 72.91%
3477 CONFIRMED (CP) 92.23%
3478 CONFIRMED (CP) 69.75%
3479 CANDIDATE (PC) 74.03%
3480 CANDIDATE (PC) 52.58%
3481 CANDIDATE (PC) 84.76%
3482 CONFIRMED (CP) 90.54%
3483 FALSE POSITIVE 93.39%
3484 CANDIDATE (PC) 85.65%
3485 FALSE POSITIVE 98.94%
3486 FALSE POSITIVE 48.88%
3487 FALSE POSITIVE 96.02%
3488 CANDIDATE (PC) 83.92%
3489 FALSE POSITIVE 52.75%
3490 CANDIDATE (PC) 92.18%
3491 FALSE POSITIVE 98.57%
3492 FALSE POSITIVE 97.12%
3493 CONFIRMED (CP) 84.05%
3494 FALSE POSITIVE 86.03%
3495 CONFIRMED (CP) 85.54%
3496 CANDIDATE (PC) 85.78%
3497 CONFIRMED (CP) 55.15%
3498 FALSE POSITIVE 51.73%
3499 CANDIDATE (PC) 88.94%
3500 CANDIDATE (PC) 90.23%
3501 CONFIRMED (CP) 45.06%
3502 FALSE POSITIVE 70.30%
3503 CONFIRMED (CP) 66.44%
3504 FALSE POSITIVE 60.66%
3505 CANDIDATE (PC) 45.84%
3506 FALSE POSITIVE 66.58%
3507 CANDIDATE (PC) 86.76%
3508 CONFIRMED (CP) 45.33%
3509 CONFIRMED (CP) 64.84%
3510 CANDIDATE (PC) 85.57%
3511 CANDIDATE (PC) 67.52%
3512 CONFIRMED (CP) 44.63%
3513 CONFIRMED (CP) 91.01%
3514 FALSE POSITIVE 73.30%
3515 FALSE POSITIVE 56.73%
3516 CANDIDATE (PC) 86.86%
3517 CANDIDATE (PC) 88.15%
3518 CONFIRMED (CP) 81.73%
3519 FALSE POSITIVE 98.81%
3520 CANDIDATE (PC) 90.03%
3521 CONFIRMED (CP) 97.91%
3522 CONFIRMED (CP) 88.88%
3523 FALSE POSITIVE 66.29%
3524 CANDIDATE (PC) 90.28%
3525 FALSE POSITIVE 99.63%
3526 CANDIDATE (PC) 89.42%
3527 CONFIRMED (CP) 88.77%
3528 CANDIDATE (PC) 76.36%
3529 CONFIRMED (CP) 74.27%
3530 FALSE POSITIVE 95.45%
3531 CANDIDATE (PC) 89.16%
3532 CONFIRMED (CP) 76.89%
3533 CANDIDATE (PC) 53.35%
3534 FALSE POSITIVE 52.92%
3535 CANDIDATE (PC) 78.16%
3536 FALSE POSITIVE 94.65%
3537 CONFIRMED (CP) 81.71%
3538 CANDIDATE (PC) 72.30%
3539 CANDIDATE (PC) 93.12%
3540 FALSE POSITIVE 65.96%
3541 CONFIRMED (CP) 73.00%
3542 FALSE POSITIVE 50.89%
3543 CONFIRMED (CP) 97.13%
3544 CONFIRMED (CP) 47.32%
3545 FALSE POSITIVE 77.44%
3546 FALSE POSITIVE 92.76%
3547 CONFIRMED (CP) 45.70%
3548 CANDIDATE (PC) 43.18%
3549 CANDIDATE (PC) 83.98%
3550 CANDIDATE (PC) 79.42%
3551 CONFIRMED (CP) 89.88%
3552 CANDIDATE (PC) 89.77%
3553 CANDIDATE (PC) 92.50%
3554 FALSE POSITIVE 99.66%
3555 FALSE POSITIVE 50.86%
3556 CANDIDATE (PC) 73.91%
3557 FALSE POSITIVE 51.47%
3558 FALSE POSITIVE 99.26%
3559 CONFIRMED (CP) 97.05%
3560 FALSE POSITIVE 52.51%
3561 CONFIRMED (CP) 51.04%
3562 CANDIDATE (PC) 61.28%
3563 CANDIDATE (PC) 94.37%
3564 CANDIDATE (PC) 96.07%
3565 CANDIDATE (PC) 82.59%
3566 CONFIRMED (CP) 90.47%
3567 FALSE POSITIVE 50.26%
3568 CANDIDATE (PC) 91.76%
3569 FALSE POSITIVE 98.55%
3570 CONFIRMED (CP) 69.75%
3571 CONFIRMED (CP) 86.16%
3572 FALSE POSITIVE 99.23%
3573 CONFIRMED (CP) 88.33%
3574 CANDIDATE (PC) 62.80%
3575 CONFIRMED (CP) 73.63%
3576 FALSE POSITIVE 71.58%
3577 CANDIDATE (PC) 91.87%
3578 CANDIDATE (PC) 63.20%
3579 CONFIRMED (CP) 88.28%
3580 CONFIRMED (CP) 97.53%
3581 FALSE POSITIVE 97.09%
3582 CANDIDATE (PC) 89.91%
3583 CONFIRMED (CP) 45.64%
