RESULTADOS DEL MODELO: RandomForest (TestData: simple_data)
======================================================================
Accuracy General: 0.7204

Matriz de Confusión:
2865 CANDIDATE (PC) 92.73%
2866 CANDIDATE (PC) 70.71%
2867 FALSE POSITIVE 43.59%
2868 CANDIDATE (PC) 48.90%
2869 CANDIDATE (PC) 54.53%
2870 CANDIDATE (PC) 73.79%
2871 CANDIDATE (PC) 56.44%
2872 FALSE POSITIVE 81.83%
2873 FALSE POSITIVE 91.23%
2874 CONFIRMED (CP) 53.04%
2875 CONFIRMED (CP) 64.14%
2876 CANDIDATE (PC) 74.18%
2877 FALSE POSITIVE 96.30%
2878 CONFIRMED (CP) 52.05%
2879 CONFIRMED (CP) 44.08%
2880 CANDIDATE (PC) 43.13%
2881 CONFIRMED (CP) 86.92%
2882 CONFIRMED (CP) 46.75%
2883 CONFIRMED (CP) 89.89%
2884 CANDIDATE (PC) 50.61%
2885 CANDIDATE (PC) 81.99%
2886 FALSE POSITIVE 95.60%
2887 CONFIRMED (CP) 51.86%
2888 CANDIDATE (PC) 76.23%
2889 FALSE POSITIVE 47.12%
2890 CONFIRMED (CP) 84.51%
2891 FALSE POSITIVE 93.07%
2892 CANDIDATE (PC) 76.32%
2893 CONFIRMED (CP) 84.36%
2894 CONFIRMED (CP) 96.63%
2895 CONFIRMED (CP) 79.08%
2896 CANDIDATE (PC) 75.54%
2897 CANDIDATE (PC) 64.41%
2898 FALSE POSITIVE 48.86%
2899 CONFIRMED (CP) 48.87%
2900 CONFIRMED (CP) 96.16%
2901 FALSE POSITIVE 97.12%
2902 CONFIRMED (CP) 57.87%
2903 FALSE POSITIVE 58.47%
2904 FALSE POSITIVE 67.71%
2905 CANDIDATE (PC) 99.43%
2906 CONFIRMED (CP) 61.97%
2907 CONFIRMED (CP) 58.69%
2908 CONFIRMED (CP) 86.37%
2909 FALSE POSITIVE 58.40%
2910 FALSE POSITIVE 88.47%
2911 CANDIDATE (PC) 99.44%
2912 FALSE POSITIVE 84.86%
2913 CANDIDATE (PC) 74.54%
2914 CANDIDATE (PC) 92.72%
2915 CONFIRMED (CP) 58.39%
2916 CANDIDATE (PC) 98.85%
2917 CONFIRMED (CP) 62.20%
2918 CONFIRMED (CP) 53.59%
2919 CANDIDATE (PC) 73.54%
2920 CANDIDATE (PC) 96.88%
2921 CONFIRMED (CP) 68.62%
2922 FALSE POSITIVE 84.89%
2923 FALSE POSITIVE 99.62%
2924 CANDIDATE (PC) 70.38%
2925 FALSE POSITIVE 75.13%
2926 CANDIDATE (PC) 46.96%
2927 CONFIRMED (CP) 89.78%
2928 FALSE POSITIVE 86.80%
2929 CONFIRMED (CP) 75.50%
2930 CONFIRMED (CP) 80.88%
2931 CONFIRMED (CP) 88.48%
2932 CONFIRMED (CP) 53.14%
2933 CONFIRMED (CP) 68.89%
2934 CANDIDATE (PC) 70.77%
2935 CANDIDATE (PC) 66.53%
2936 CONFIRMED (CP) 63.35%
2937 CONFIRMED (CP) 87.17%
2938 FALSE POSITIVE 98.81%
2939 CONFIRMED (CP) 86.92%
2940 FALSE POSITIVE 96.96%
2941 CONFIRMED (CP) 54.29%
2942 CANDIDATE (PC) 48.23%
2943 FALSE POSITIVE 68.63%
2944 CANDIDATE (PC) 95.89%
2945 CONFIRMED (CP) 89.21%
2946 FALSE POSITIVE 70.93%
2947 FALSE POSITIVE 97.60%
2948 FALSE POSITIVE 60.61%
2949 FALSE POSITIVE 97.72%
2950 CANDIDATE (PC) 76.88%
2951 CANDIDATE (PC) 83.54%
2952 CANDIDATE (PC) 44.93%
2953 CONFIRMED (CP) 87.50%
2954 FALSE POSITIVE 55.27%
2955 FALSE POSITIVE 99.15%
2956 FALSE POSITIVE 93.00%
2957 CONFIRMED (CP) 59.48%
2958 CANDIDATE (PC) 83.35%
2959 CONFIRMED (CP) 43.49%
2960 CANDIDATE (PC) 73.86%
2961 FALSE POSITIVE 51.96%
2962 FALSE POSITIVE 51.16%
2963 CONFIRMED (CP) 46.98%
2964 CANDIDATE (PC) 55.83%
2965 CANDIDATE (PC) 79.65%
2966 CANDIDATE (PC) 94.95%
2967 CONFIRMED (CP) 67.54%
2968 CANDIDATE (PC) 43.03%
2969 CONFIRMED (CP) 68.30%
2970 CONFIRMED (CP) 58.96%
2971 FALSE POSITIVE 57.60%
2972 CANDIDATE (PC) 81.85%
2973 CANDIDATE (PC) 93.19%
2974 FALSE POSITIVE 72.47%
2975 FALSE POSITIVE 97.61%
2976 CANDIDATE (PC) 47.55%
2977 CONFIRMED (CP) 94.90%
2978 CANDIDATE (PC) 48.05%
2979 CANDIDATE (PC) 56.60%
2980 FALSE POSITIVE 74.62%
2981 CANDIDATE (PC) 46.73%
2982 CANDIDATE (PC) 95.74%
2983 FALSE POSITIVE 81.61%
2984 FALSE POSITIVE 67.02%
2985 CANDIDATE (PC) 76.56%
2986 CANDIDATE (PC) 98.97%
2987 CONFIRMED (CP) 49.08%
2988 CANDIDATE (PC) 75.45%
2989 CONFIRMED (CP) 44.86%
2990 CANDIDATE (PC) 80.37%
2991 FALSE POSITIVE 70.90%
2992 FALSE POSITIVE 99.69%
2993 FALSE POSITIVE 93.80%
2994 CONFIRMED (CP) 88.78%
2995 CONFIRMED (CP) 85.03%
2996 FALSE POSITIVE 84.92%
2997 CANDIDATE (PC) 79.21%
2998 CONFIRMED (CP) 85.54%
2999 FALSE POSITIVE 84.86%
3000 CONFIRMED (CP) 92.99%
3001 FALSE POSITIVE 58.30%
3002 CANDIDATE (PC) 82.37%
3003 CANDIDATE (PC) 76.57%
3004 CANDIDATE (PC) 98.21%
3005 FALSE POSITIVE 88.94%
3006 CONFIRMED (CP) 62.88%
3007 CONFIRMED (CP) 75.03%
3008 FALSE POSITIVE 97.55%
3009 CANDIDATE (PC) 77.64%
3010 CANDIDATE (PC) 75.15%
3011 FALSE POSITIVE 50.74%
3012 FALSE POSITIVE 50.28%
3013 FALSE POSITIVE 47.52%
3014 CONFIRMED (CP) 94.16%
3015 FALSE POSITIVE 73.09%
3016 CONFIRMED (CP) 41.04%
3017 FALSE POSITIVE 87.20%
3018 CONFIRMED (CP) 94.12%
3019 FALSE POSITIVE 98.81%
3020 CANDIDATE (PC) 45.83%
3021 FALSE POSITIVE 99.89%
3022 FALSE POSITIVE 99.42%
3023 CONFIRMED (CP) 53.30%
3024 CONFIRMED (CP) 72.39%
3025 CANDIDATE (PC) 55.50%
3026 FALSE POSITIVE 79.28%
3027 FALSE POSITIVE 84.30%
3028 FALSE POSITIVE 63.79%
3029 FALSE POSITIVE 99.02%
3030 CANDIDATE (PC) 94.91%
3031 CONFIRMED (CP) 85.86%
3032 CANDIDATE (PC) 53.61%
3033 CANDIDATE (PC) 67.70%
3034 CONFIRMED (CP) 63.74%
3035 FALSE POSITIVE 80.63%
3036 FALSE POSITIVE 98.39%
3037 CONFIRMED (CP) 94.28%
3038 CONFIRMED (CP) 92.91%
3039 CONFIRMED (CP) 52.63%
3040 FALSE POSITIVE 73.55%
3041 CONFIRMED (CP) 61.16%
3042 CONFIRMED (CP) 60.18%
3043 CANDIDATE (PC) 77.19%
3044 FALSE POSITIVE 74.36%
3045 FALSE POSITIVE 49.54%
3046 FALSE POSITIVE 99.77%
3047 CONFIRMED (CP) 60.08%
3048 CANDIDATE (PC) 94.64%
3049 CONFIRMED (CP) 52.46%
3050 CANDIDATE (PC) 84.82%
3051 FALSE POSITIVE 79.44%
3052 FALSE POSITIVE 83.39%
3053 CONFIRMED (CP) 82.89%
3054 FALSE POSITIVE 85.78%
3055 CONFIRMED (CP) 59.00%
3056 CANDIDATE (PC) 60.33%
3057 CONFIRMED (CP) 51.12%
3058 CANDIDATE (PC) 81.92%
3059 FALSE POSITIVE 98.25%
3060 CANDIDATE (PC) 68.31%
3061 FALSE POSITIVE 69.69%
3062 CANDIDATE (PC) 81.40%
3063 FALSE POSITIVE 77.88%
3064 FALSE POSITIVE 97.64%
3065 CONFIRMED (CP) 96.08%
3066 CONFIRMED (CP) 63.27%
3067 CANDIDATE (PC) 37.24%
3068 CONFIRMED (CP) 58.61%
3069 CONFIRMED (CP) 53.93%
3070 CANDIDATE (PC) 48.99%
3071 CONFIRMED (CP) 84.68%
3072 CONFIRMED (CP) 61.70%
3073 CONFIRMED (CP) 93.06%
3074 CANDIDATE (PC) 83.77%
3075 CANDIDATE (PC) 49.05%
3076 CONFIRMED (CP) 89.95%
3077 CONFIRMED (CP) 66.57%
3078 CANDIDATE (PC) 98.24%
3079 CONFIRMED (CP) 82.99%
3080 FALSE POSITIVE 99.37%
3081 CONFIRMED (CP) 53.14%
3082 CONFIRMED (CP) 74.50%
3083 CANDIDATE (PC) 76.13%
3084 CANDIDATE (PC) 81.24%
3085 FALSE POSITIVE 81.56%
3086 CANDIDATE (PC) 99.16%
3087 CONFIRMED (CP) 43.45%
3088 CANDIDATE (PC) 53.70%
3089 CONFIRMED (CP) 96.04%
3090 CONFIRMED (CP) 53.14%
3091 CANDIDATE (PC) 44.90%
3092 FALSE POSITIVE 95.15%
3093 CANDIDATE (PC) 89.85%
3094 FALSE POSITIVE 98.76%
3095 CANDIDATE (PC) 99.15%
3096 CANDIDATE (PC) 69.33%
3097 CONFIRMED (CP) 86.77%
3098 CANDIDATE (PC) 62.07%
3099 CONFIRMED (CP) 95.03%
3100 CANDIDATE (PC) 66.61%
3101 CANDIDATE (PC) 47.99%
3102 CONFIRMED (CP) 93.39%
3103 CONFIRMED (CP) 66.98%
3104 FALSE POSITIVE 98.82%
3105 CONFIRMED (CP) 67.47%
3106 CONFIRMED (CP) 72.11%
3107 CONFIRMED (CP) 45.55%
3108 FALSE POSITIVE 76.98%
3109 CANDIDATE (PC) 48.62%
3110 CANDIDATE (PC) 45.83%
3111 FALSE POSITIVE 51.41%
3112 CANDIDATE (PC) 99.22%
3113 CANDIDATE (PC) 62.74%
3114 CONFIRMED (CP) 58.75%
3115 CONFIRMED (CP) 46.30%
3116 CONFIRMED (CP) 55.38%
3117 FALSE POSITIVE 84.36%
3118 FALSE POSITIVE 62.31%
3119 CANDIDATE (PC) 43.59%
3120 CONFIRMED (CP) 89.02%
3121 CANDIDATE (PC) 98.82%
3122 CANDIDATE (PC) 55.50%
3123 CONFIRMED (CP) 88.83%
3124 CONFIRMED (CP) 45.70%
3125 CANDIDATE (PC) 50.24%
3126 CONFIRMED (CP) 70.55%
3127 CONFIRMED (CP) 61.02%
3128 FALSE POSITIVE 56.85%
3129 CONFIRMED (CP) 63.54%
3130 CONFIRMED (CP) 63.32%
3131 CANDIDATE (PC) 59.55%
3132 CONFIRMED (CP) 93.92%
3133 CONFIRMED (CP) 82.18%
3134 CANDIDATE (PC) 70.37%
3135 CANDIDATE (PC) 84.36%
3136 FALSE POSITIVE 94.83%
3137 CANDIDATE (PC) 79.58%
3138 CANDIDATE (PC) 71.35%
3139 CONFIRMED (CP) 54.59%
3140 FALSE POSITIVE 61.74%
3141 FALSE POSITIVE 96.12%
3142 FALSE POSITIVE 97.41%
3143 CANDIDATE (PC) 93.33%
3144 CANDIDATE (PC) 76.51%
3145 CANDIDATE (PC) 49.13%
3146 CANDIDATE (PC) 50.13%
3147 CANDIDATE (PC) 47.88%
3148 CONFIRMED (CP) 75.87%
3149 CANDIDATE (PC) 54.20%
3150 CONFIRMED (CP) 88.25%
3151 CANDIDATE (PC) 44.36%
3152 FALSE POSITIVE 99.47%
3153 CONFIRMED (CP) 71.71%
3154 CONFIRMED (CP) 70.74%
3155 CONFIRMED (CP) 71.33%
3156 CONFIRMED (CP) 52.20%
3157 CONFIRMED (CP) 66.01%
3158 CONFIRMED (CP) 89.53%
3159 FALSE POSITIVE 96.02%
3160 CANDIDATE (PC) 98.52%
3161 CANDIDATE (PC) 91.34%
3162 CONFIRMED (CP) 62.96%
3163 CANDIDATE (PC) 39.10%
3164 CANDIDATE (PC) 81.48%
3165 CANDIDATE (PC) 68.99%
3166 CONFIRMED (CP) 89.05%
3167 FALSE POSITIVE 45.70%
3168 FALSE POSITIVE 59.60%
3169 FALSE POSITIVE 66.21%
3170 CONFIRMED (CP) 51.71%
3171 CANDIDATE (PC) 83.97%
3172 CANDIDATE (PC) 56.00%
3173 CONFIRMED (CP) 46.16%
3174 CONFIRMED (CP) 95.66%
3175 FALSE POSITIVE 54.75%
3176 CONFIRMED (CP) 95.69%
3177 CANDIDATE (PC) 82.03%
3178 FALSE POSITIVE 53.17%
3179 FALSE POSITIVE 93.39%
3180 FALSE POSITIVE 70.38%
3181 FALSE POSITIVE 98.74%
3182 CONFIRMED (CP) 76.79%
3183 CANDIDATE (PC) 81.13%
3184 CANDIDATE (PC) 80.30%
3185 CONFIRMED (CP) 68.92%
3186 CANDIDATE (PC) 50.69%
3187 FALSE POSITIVE 98.31%
3188 CONFIRMED (CP) 75.12%
3189 CANDIDATE (PC) 95.10%
3190 FALSE POSITIVE 71.71%
3191 CANDIDATE (PC) 47.83%
3192 CONFIRMED (CP) 68.66%
3193 CANDIDATE (PC) 99.57%
3194 CANDIDATE (PC) 63.97%
3195 CONFIRMED (CP) 97.59%
3196 FALSE POSITIVE 53.46%
3197 CONFIRMED (CP) 45.47%
3198 CONFIRMED (CP) 61.16%
3199 CONFIRMED (CP) 77.13%
3200 FALSE POSITIVE 55.22%
3201 FALSE POSITIVE 99.26%
3202 CONFIRMED (CP) 83.56%
3203 CONFIRMED (CP) 68.65%
3204 CANDIDATE (PC) 84.27%
3205 CANDIDATE (PC) 80.56%
3206 CANDIDATE (PC) 97.83%
3207 FALSE POSITIVE 86.59%
3208 FALSE POSITIVE 74.71%
3209 CANDIDATE (PC) 83.40%
3210 CANDIDATE (PC) 81.33%
3211 FALSE POSITIVE 99.63%
3212 CONFIRMED (CP) 95.19%
3213 FALSE POSITIVE 87.04%
3214 CANDIDATE (PC) 67.11%
3215 CONFIRMED (CP) 86.75%
3216 CANDIDATE (PC) 51.15%
3217 CANDIDATE (PC) 57.30%
3218 CONFIRMED (CP) 66.74%
3219 CANDIDATE (PC) 74.94%
3220 CONFIRMED (CP) 82.26%
3221 CANDIDATE (PC) 45.47%
3222 FALSE POSITIVE 51.09%
3223 FALSE POSITIVE 99.69%
3224 CANDIDATE (PC) 46.35%
3225 CANDIDATE (PC) 98.24%
3226 CONFIRMED (CP) 94.37%
3227 CONFIRMED (CP) 96.86%
3228 CONFIRMED (CP) 37.29%
3229 CONFIRMED (CP) 52.24%
3230 CANDIDATE (PC) 78.47%
3231 CANDIDATE (PC) 44.09%
3232 CONFIRMED (CP) 59.91%
3233 CANDIDATE (PC) 46.00%
3234 CANDIDATE (PC) 49.38%
3235 FALSE POSITIVE 99.36%
3236 FALSE POSITIVE 99.92%
3237 CANDIDATE (PC) 62.78%
3238 CONFIRMED (CP) 68.18%
3239 CONFIRMED (CP) 40.75%
3240 CANDIDATE (PC) 85.54%
3241 CANDIDATE (PC) 48.28%
3242 FALSE POSITIVE 99.38%
3243 CONFIRMED (CP) 48.12%
3244 FALSE POSITIVE 99.68%
3245 CONFIRMED (CP) 52.33%
3246 CONFIRMED (CP) 89.12%
3247 CONFIRMED (CP) 49.66%
3248 FALSE POSITIVE 59.57%
3249 FALSE POSITIVE 76.39%
3250 CANDIDATE (PC) 57.13%
3251 CONFIRMED (CP) 70.31%
3252 CONFIRMED (CP) 71.40%
3253 CANDIDATE (PC) 98.71%
3254 CANDIDATE (PC) 79.97%
3255 FALSE POSITIVE 96.89%
3256 FALSE POSITIVE 54.04%
3257 CONFIRMED (CP) 66.30%
3258 CANDIDATE (PC) 56.10%
3259 CANDIDATE (PC) 75.08%
3260 FALSE POSITIVE 38.31%
3261 CANDIDATE (PC) 95.64%
3262 CONFIRMED (CP) 44.02%
3263 CONFIRMED (CP) 61.82%
3264 CONFIRMED (CP) 94.98%
3265 FALSE POSITIVE 59.04%
3266 CANDIDATE (PC) 54.61%
3267 CANDIDATE (PC) 49.50%
3268 CONFIRMED (CP) 78.13%
3269 CANDIDATE (PC) 67.61%
3270 FALSE POSITIVE 79.32%
3271 CANDIDATE (PC) 73.16%
3272 FALSE POSITIVE 97.95%
3273 CANDIDATE (PC) 79.42%
3274 CANDIDATE (PC) 81.35%
3275 FALSE POSITIVE 72.59%
3276 CANDIDATE (PC) 87.37%
3277 CONFIRMED (CP) 60.77%
3278 CONFIRMED (CP) 57.10%
3279 FALSE POSITIVE 97.60%
3280 CONFIRMED (CP) 96.83%
3281 CONFIRMED (CP) 94.11%
3282 FALSE POSITIVE 98.06%
3283 CANDIDATE (PC) 83.60%
3284 FALSE POSITIVE 92.69%
3285 CONFIRMED (CP) 95.84%
3286 FALSE POSITIVE 89.01%
3287 CANDIDATE (PC) 82.51%
3288 FALSE POSITIVE 51.97%
3289 FALSE POSITIVE 60.18%
3290 CONFIRMED (CP) 88.43%
3291 CANDIDATE (PC) 89.19%
3292 FALSE POSITIVE 97.17%
3293 FALSE POSITIVE 68.04%
3294 CANDIDATE (PC) 44.30%
3295 CONFIRMED (CP) 46.79%
3296 CONFIRMED (CP) 86.22%
3297 FALSE POSITIVE 96.02%
3298 CANDIDATE (PC) 70.49%
3299 CONFIRMED (CP) 52.84%
3300 CONFIRMED (CP) 60.99%
3301 FALSE POSITIVE 66.17%
3302 CANDIDATE (PC) 67.38%
3303 CANDIDATE (PC) 83.25%
3304 FALSE POSITIVE 99.23%
3305 FALSE POSITIVE 99.55%
3306 FALSE POSITIVE 96.46%
3307 FALSE POSITIVE 92.84%
3308 FALSE POSITIVE 99.67%
3309 CANDIDATE (PC) 80.79%
3310 CANDIDATE (PC) 92.07%
3311 CANDIDATE (PC) 82.27%
3312 FALSE POSITIVE 45.36%
3313 CONFIRMED (CP) 86.17%
3314 CONFIRMED (CP) 87.05%
3315 FALSE POSITIVE 52.16%
3316 CONFIRMED (CP) 93.96%
3317 CANDIDATE (PC) 79.89%
3318 FALSE POSITIVE 75.03%
3319 CONFIRMED (CP) 59.12%
3320 CANDIDATE (PC) 56.76%
3321 CONFIRMED (CP) 58.43%
3322 CANDIDATE (PC) 42.74%
3323 CONFIRMED (CP) 78.61%
3324 CONFIRMED (CP) 49.35%
3325 FALSE POSITIVE 64.69%
3326 CANDIDATE (PC) 98.25%
3327 CONFIRMED (CP) 48.36%
3328 FALSE POSITIVE 72.02%
3329 CANDIDATE (PC) 58.49%
3330 FALSE POSITIVE 98.69%
3331 CONFIRMED (CP) 91.17%
3332 CANDIDATE (PC) 46.64%
3333 CONFIRMED (CP) 62.37%
3334 FALSE POSITIVE 84.22%
3335 CONFIRMED (CP) 96.16%
3336 CONFIRMED (CP) 79.19%
3337 FALSE POSITIVE 99.62%
3338 CANDIDATE (PC) 94.62%
3339 CONFIRMED (CP) 46.47%
3340 CONFIRMED (CP) 94.67%
3341 CONFIRMED (CP) 73.59%
3342 CONFIRMED (CP) 84.96%
3343 FALSE POSITIVE 97.49%
3344 CONFIRMED (CP) 58.45%
3345 CONFIRMED (CP) 82.83%
3346 CANDIDATE (PC) 43.92%
3347 CANDIDATE (PC) 66.89%
3348 FALSE POSITIVE 99.19%
3349 FALSE POSITIVE 70.60%
3350 CANDIDATE (PC) 73.65%
3351 CANDIDATE (PC) 77.16%
3352 CONFIRMED (CP) 71.02%
3353 CANDIDATE (PC) 53.10%
3354 FALSE POSITIVE 62.84%
3355 FALSE POSITIVE 81.51%
3356 CANDIDATE (PC) 80.09%
3357 FALSE POSITIVE 71.88%
3358 CONFIRMED (CP) 58.02%
3359 CANDIDATE (PC) 38.13%
3360 CONFIRMED (CP) 79.14%
3361 CANDIDATE (PC) 99.01%
3362 CONFIRMED (CP) 59.98%
3363 CONFIRMED (CP) 97.14%
3364 CANDIDATE (PC) 99.75%
3365 CONFIRMED (CP) 67.13%
3366 CONFIRMED (CP) 92.91%
3367 CONFIRMED (CP) 77.23%
3368 CANDIDATE (PC) 84.03%
3369 CONFIRMED (CP) 96.06%
3370 CANDIDATE (PC) 77.86%
3371 CANDIDATE (PC) 74.31%
3372 CONFIRMED (CP) 81.57%
3373 CONFIRMED (CP) 61.85%
3374 FALSE POSITIVE 55.85%
3375 FALSE POSITIVE 99.59%
3376 CONFIRMED (CP) 77.47%
3377 CONFIRMED (CP) 68.40%
3378 CONFIRMED (CP) 70.72%
3379 FALSE POSITIVE 78.79%
3380 FALSE POSITIVE 90.73%
3381 FALSE POSITIVE 70.77%
3382 CANDIDATE (PC) 82.13%
3383 CONFIRMED (CP) 67.88%
3384 CANDIDATE (PC) 56.64%
3385 CONFIRMED (CP) 49.75%
3386 CANDIDATE (PC) 84.41%
3387 FALSE POSITIVE 73.47%
3388 FALSE POSITIVE 75.41%
3389 CONFIRMED (CP) 70.90%
3390 CONFIRMED (CP) 92.34%
3391 CONFIRMED (CP) 37.72%
3392 FALSE POSITIVE 79.16%
3393 FALSE POSITIVE 65.52%
3394 CANDIDATE (PC) 65.12%
3395 CANDIDATE (PC) 57.21%
3396 CONFIRMED (CP) 71.75%
3397 CANDIDATE (PC) 78.65%
3398 CANDIDATE (PC) 70.75%
3399 FALSE POSITIVE 99.71%
3400 FALSE POSITIVE 63.25%
3401 FALSE POSITIVE 47.98%
3402 CANDIDATE (PC) 50.08%
3403 CANDIDATE (PC) 80.55%
3404 FALSE POSITIVE 52.32%
3405 CONFIRMED (CP) 91.36%
3406 FALSE POSITIVE 72.57%
3407 FALSE POSITIVE 98.64%
3408 CANDIDATE (PC) 48.40%
3409 FALSE POSITIVE 51.27%
3410 CANDIDATE (PC) 83.82%
3411 FALSE POSITIVE 60.03%
3412 CANDIDATE (PC) 56.75%
3413 CONFIRMED (CP) 85.70%
3414 FALSE POSITIVE 97.44%
3415 FALSE POSITIVE 98.49%
3416 CANDIDATE (PC) 82.41%
3417 CANDIDATE (PC) 45.01%
3418 CANDIDATE (PC) 48.46%
3419 CANDIDATE (PC) 70.35%
3420 CONFIRMED (CP) 62.56%
3421 CANDIDATE (PC) 43.37%
3422 FALSE POSITIVE 98.43%
3423 CANDIDATE (PC) 47.02%
3424 CANDIDATE (PC) 84.05%
3425 CANDIDATE (PC) 78.33%
3426 CONFIRMED (CP) 96.44%
3427 CONFIRMED (CP) 54.84%
3428 FALSE POSITIVE 65.27%
3429 CONFIRMED (CP) 78.51%
3430 CANDIDATE (PC) 60.30%
3431 CANDIDATE (PC) 48.11%
3432 CANDIDATE (PC) 81.35%
3433 FALSE POSITIVE 99.04%
3434 CONFIRMED (CP) 86.14%
3435 FALSE POSITIVE 96.68%
3436 CANDIDATE (PC) 97.79%
3437 CANDIDATE (PC) 81.86%
3438 CANDIDATE (PC) 73.10%
3439 CANDIDATE (PC) 47.13%
3440 CANDIDATE (PC) 52.52%
3441 FALSE POSITIVE 88.48%
3442 FALSE POSITIVE 56.39%
3443 CONFIRMED (CP) 58.36%
3444 CONFIRMED (CP) 57.21%
3445 CONFIRMED (CP) 98.25%
3446 CONFIRMED (CP) 55.71%
3447 FALSE POSITIVE 98.90%
3448 CANDIDATE (PC) 48.21%
3449 CANDIDATE (PC) 48.39%
3450 CONFIRMED (CP) 51.92%
3451 FALSE POSITIVE 99.14%
3452 FALSE POSITIVE 99.58%
3453 CONFIRMED (CP) 91.38%
3454 CANDIDATE (PC) 94.66%
3455 CANDIDATE (PC) 54.62%
3456 CONFIRMED (CP) 65.05%
3457 FALSE POSITIVE 58.84%
3458 FALSE POSITIVE 85.04%
3459 CANDIDATE (PC) 79.91%
3460 FALSE POSITIVE 43.40%
3461 CANDIDATE (PC) 76.75%
3462 CANDIDATE (PC) 81.17%
3463 CONFIRMED (CP) 51.88%
3464 FALSE POSITIVE 43.39%
3465 FALSE POSITIVE 89.37%
3466 CONFIRMED (CP) 88.31%
3467 CANDIDATE (PC) 46.35%
3468 CONFIRMED (CP) 91.81%
3469 CONFIRMED (CP) 78.39%
3470 CANDIDATE (PC) 65.48%
3471 CONFIRMED (CP) 56.09%
3472 CANDIDATE (PC) 82.06%
3473 CANDIDATE (PC) 48.70%
3474 FALSE POSITIVE 88.13%
3475 CONFIRMED (CP) 89.63%
3476 CANDIDATE (PC) 75.76%
3477 CANDIDATE (PC) 44.87%
3478 CONFIRMED (CP) 77.36%
3479 CANDIDATE (PC) 64.97%
3480 CANDIDATE (PC) 48.99%
3481 CANDIDATE (PC) 72.91%
3482 CONFIRMED (CP) 95.25%
3483 FALSE POSITIVE 80.03%
3484 CANDIDATE (PC) 84.06%
3485 FALSE POSITIVE 98.13%
3486 CANDIDATE (PC) 50.19%
3487 FALSE POSITIVE 99.87%
3488 CONFIRMED (CP) 48.73%
3489 FALSE POSITIVE 41.98%
3490 CANDIDATE (PC) 71.11%
3491 FALSE POSITIVE 99.62%
3492 FALSE POSITIVE 97.22%
3493 CONFIRMED (CP) 94.89%
3494 FALSE POSITIVE 86.90%
3495 CONFIRMED (CP) 45.76%
3496 CANDIDATE (PC) 65.17%
3497 CONFIRMED (CP) 82.08%
3498 FALSE POSITIVE 59.21%
3499 CANDIDATE (PC) 81.93%
3500 CANDIDATE (PC) 81.80%
3501 CANDIDATE (PC) 64.62%
3502 FALSE POSITIVE 70.98%
3503 CONFIRMED (CP) 47.81%
3504 CANDIDATE (PC) 49.19%
3505 CANDIDATE (PC) 46.15%
3506 FALSE POSITIVE 81.35%
3507 CANDIDATE (PC) 76.76%
3508 CONFIRMED (CP) 43.02%
3509 CONFIRMED (CP) 90.25%
3510 CANDIDATE (PC) 85.59%
3511 CONFIRMED (CP) 56.27%
3512 CONFIRMED (CP) 49.11%
3513 CONFIRMED (CP) 91.90%
3514 FALSE POSITIVE 73.11%
3515 FALSE POSITIVE 60.02%
3516 CANDIDATE (PC) 79.21%
3517 CANDIDATE (PC) 66.61%
3518 CONFIRMED (CP) 86.29%
3519 FALSE POSITIVE 98.93%
3520 CANDIDATE (PC) 84.17%
3521 CONFIRMED (CP) 95.59%
3522 CANDIDATE (PC) 56.87%
3523 FALSE POSITIVE 55.12%
3524 CANDIDATE (PC) 80.75%
3525 FALSE POSITIVE 97.25%
3526 CANDIDATE (PC) 76.89%
3527 CONFIRMED (CP) 75.46%
3528 CANDIDATE (PC) 78.69%
3529 CONFIRMED (CP) 83.26%
3530 FALSE POSITIVE 99.30%
3531 CANDIDATE (PC) 94.24%
3532 CONFIRMED (CP) 93.22%
3533 CONFIRMED (CP) 66.12%
3534 FALSE POSITIVE 68.55%
3535 CANDIDATE (PC) 49.18%
3536 FALSE POSITIVE 96.26%
3537 CONFIRMED (CP) 86.65%
3538 CONFIRMED (CP) 50.87%
3539 CANDIDATE (PC) 99.23%
3540 FALSE POSITIVE 42.69%
3541 CONFIRMED (CP) 77.87%
3542 CANDIDATE (PC) 46.41%
3543 CONFIRMED (CP) 94.34%
3544 CONFIRMED (CP) 75.82%
3545 FALSE POSITIVE 83.61%
3546 FALSE POSITIVE 97.75%
3547 CONFIRMED (CP) 47.94%
3548 CANDIDATE (PC) 43.12%
3549 CANDIDATE (PC) 63.21%
3550 CANDIDATE (PC) 80.57%
3551 CONFIRMED (CP) 95.00%
3552 CANDIDATE (PC) 82.30%
3553 CANDIDATE (PC) 87.29%
3554 FALSE POSITIVE 99.89%
3555 FALSE POSITIVE 58.59%
3556 CANDIDATE (PC) 77.07%
3557 CONFIRMED (CP) 75.42%
3558 FALSE POSITIVE 98.08%
3559 CONFIRMED (CP) 96.88%
3560 FALSE POSITIVE 42.78%
3561 CANDIDATE (PC) 53.87%
3562 CANDIDATE (PC) 48.73%
3563 CANDIDATE (PC) 98.53%
3564 CANDIDATE (PC) 97.10%
3565 CONFIRMED (CP) 50.51%
3566 CONFIRMED (CP) 93.17%
3567 CONFIRMED (CP) 50.51%
3568 CANDIDATE (PC) 84.78%
3569 FALSE POSITIVE 99.57%
3570 CONFIRMED (CP) 85.04%
3571 CONFIRMED (CP) 92.27%
