RESULTADOS DEL MODELO: XGBoost (TestData: complex_data)
======================================================================
Accuracy General: 0.8121

Matriz de Confusión:
2865 FALSE POSITIVE 99.79%
2866 CANDIDATE (PC) 95.71%
2867 CANDIDATE (PC) 79.55%
2868 CANDIDATE (PC) 85.57%
2869 CANDIDATE (PC) 86.72%
2870 CANDIDATE (PC) 93.87%
2871 CANDIDATE (PC) 64.25%
2872 CONFIRMED (CP) 97.52%
2873 CANDIDATE (PC) 49.45%
2874 CANDIDATE (PC) 97.38%
2875 CANDIDATE (PC) 53.53%
2876 CONFIRMED (CP) 79.88%
2877 CANDIDATE (PC) 90.50%
2878 CANDIDATE (PC) 93.48%
2879 FALSE POSITIVE 57.61%
2880 CONFIRMED (CP) 97.67%
2881 CONFIRMED (CP) 48.90%
2882 CANDIDATE (PC) 74.41%
2883 CANDIDATE (PC) 93.48%
2884 FALSE POSITIVE 52.51%
2885 CANDIDATE (PC) 94.34%
2886 CANDIDATE (PC) 99.79%
2887 CONFIRMED (CP) 52.00%
2888 CANDIDATE (PC) 87.38%
2889 CONFIRMED (CP) 53.19%
2890 CANDIDATE (PC) 81.86%
2891 CONFIRMED (CP) 64.66%
2892 CANDIDATE (PC) 54.84%
2893 CONFIRMED (CP) 72.88%
2894 CANDIDATE (PC) 84.10%
2895 CONFIRMED (CP) 98.29%
2896 CANDIDATE (PC) 41.13%
2897 CONFIRMED (CP) 93.73%
2898 FALSE POSITIVE 71.26%
2899 CANDIDATE (PC) 57.31%
2900 CONFIRMED (CP) 80.46%
2901 CANDIDATE (PC) 98.82%
2902 CANDIDATE (PC) 94.07%
2903 CANDIDATE (PC) 98.71%
2904 FALSE POSITIVE 99.85%
2905 CANDIDATE (PC) 65.26%
2906 CONFIRMED (CP) 48.28%
2907 CONFIRMED (CP) 94.50%
2908 FALSE POSITIVE 99.85%
2909 FALSE POSITIVE 96.90%
2910 CONFIRMED (CP) 98.89%
2911 CANDIDATE (PC) 68.09%
2912 CANDIDATE (PC) 85.76%
2913 CANDIDATE (PC) 93.77%
2914 FALSE POSITIVE 83.44%
2915 CANDIDATE (PC) 79.36%
2916 CANDIDATE (PC) 87.75%
2917 FALSE POSITIVE 99.73%
2918 FALSE POSITIVE 92.67%
2919 CANDIDATE (PC) 99.90%
2920 FALSE POSITIVE 57.43%
2921 CONFIRMED (CP) 95.35%
2922 FALSE POSITIVE 98.26%
2923 FALSE POSITIVE 94.52%
2924 CONFIRMED (CP) 88.44%
2925 CANDIDATE (PC) 47.22%
2926 CONFIRMED (CP) 94.88%
2927 FALSE POSITIVE 75.33%
2928 FALSE POSITIVE 99.42%
2929 CONFIRMED (CP) 77.11%
2930 CONFIRMED (CP) 43.77%
2931 FALSE POSITIVE 93.82%
2932 FALSE POSITIVE 99.89%
2933 CONFIRMED (CP) 91.23%
2934 CONFIRMED (CP) 63.39%
2935 FALSE POSITIVE 98.83%
2936 CANDIDATE (PC) 66.57%
2937 CANDIDATE (PC) 91.99%
2938 FALSE POSITIVE 96.54%
2939 CONFIRMED (CP) 70.27%
2940 CANDIDATE (PC) 90.22%
2941 CONFIRMED (CP) 64.18%
2942 CONFIRMED (CP) 86.37%
2943 CONFIRMED (CP) 63.73%
2944 CONFIRMED (CP) 96.39%
2945 FALSE POSITIVE 96.20%
2946 CONFIRMED (CP) 93.79%
2947 CANDIDATE (PC) 88.30%
2948 FALSE POSITIVE 97.00%
2949 CONFIRMED (CP) 63.55%
2950 CANDIDATE (PC) 94.84%
2951 CONFIRMED (CP) 53.26%
2952 CONFIRMED (CP) 48.80%
2953 CANDIDATE (PC) 89.96%
2954 CONFIRMED (CP) 43.67%
2955 FALSE POSITIVE 38.83%
2956 CANDIDATE (PC) 91.78%
2957 CANDIDATE (PC) 99.08%
2958 CONFIRMED (CP) 97.16%
2959 CANDIDATE (PC) 99.68%
2960 CANDIDATE (PC) 86.36%
2961 CANDIDATE (PC) 92.16%
2962 CANDIDATE (PC) 90.57%
2963 CANDIDATE (PC) 99.60%
2964 CANDIDATE (PC) 89.80%
2965 CANDIDATE (PC) 92.17%
2966 FALSE POSITIVE 99.65%
2967 FALSE POSITIVE 99.91%
2968 CONFIRMED (CP) 98.24%
2969 CANDIDATE (PC) 51.36%
2970 CONFIRMED (CP) 96.83%
2971 CANDIDATE (PC) 62.06%
2972 FALSE POSITIVE 99.69%
2973 CONFIRMED (CP) 70.83%
2974 CONFIRMED (CP) 99.12%
2975 CANDIDATE (PC) 99.59%
2976 CONFIRMED (CP) 99.22%
2977 CANDIDATE (PC) 94.62%
2978 CANDIDATE (PC) 86.33%
2979 CANDIDATE (PC) 44.88%
2980 CONFIRMED (CP) 89.32%
2981 CANDIDATE (PC) 91.29%
2982 FALSE POSITIVE 66.83%
2983 FALSE POSITIVE 95.81%
2984 CONFIRMED (CP) 74.78%
2985 CONFIRMED (CP) 99.48%
2986 CANDIDATE (PC) 83.61%
2987 CONFIRMED (CP) 97.16%
2988 CONFIRMED (CP) 96.53%
2989 FALSE POSITIVE 99.43%
2990 CONFIRMED (CP) 63.60%
2991 FALSE POSITIVE 55.05%
2992 FALSE POSITIVE 99.81%
2993 CONFIRMED (CP) 98.71%
2994 FALSE POSITIVE 97.98%
2995 CONFIRMED (CP) 99.57%
2996 CONFIRMED (CP) 99.67%
2997 CANDIDATE (PC) 95.37%
2998 FALSE POSITIVE 99.93%
2999 CONFIRMED (CP) 62.32%
3000 FALSE POSITIVE 85.55%
3001 FALSE POSITIVE 99.85%
3002 CONFIRMED (CP) 98.07%
3003 CANDIDATE (PC) 83.54%
3004 CONFIRMED (CP) 98.65%
3005 CANDIDATE (PC) 90.44%
3006 CANDIDATE (PC) 98.88%
3007 FALSE POSITIVE 82.92%
3008 CANDIDATE (PC) 86.41%
3009 FALSE POSITIVE 60.27%
3010 CANDIDATE (PC) 51.38%
3011 FALSE POSITIVE 99.14%
3012 CONFIRMED (CP) 42.34%
3013 CONFIRMED (CP) 96.01%
3014 CANDIDATE (PC) 50.96%
3015 CANDIDATE (PC) 46.30%
3016 CANDIDATE (PC) 94.20%
3017 CONFIRMED (CP) 94.82%
3018 FALSE POSITIVE 49.73%
3019 CONFIRMED (CP) 96.45%
3020 CANDIDATE (PC) 79.69%
3021 CANDIDATE (PC) 90.34%
3022 CONFIRMED (CP) 97.65%
3023 FALSE POSITIVE 76.69%
3024 CONFIRMED (CP) 74.13%
3025 FALSE POSITIVE 99.88%
3026 CONFIRMED (CP) 93.82%
3027 CANDIDATE (PC) 58.24%
3028 CONFIRMED (CP) 55.28%
3029 CONFIRMED (CP) 98.24%
3030 FALSE POSITIVE 58.75%
3031 CANDIDATE (PC) 94.16%
3032 FALSE POSITIVE 99.39%
3033 FALSE POSITIVE 99.53%
3034 CANDIDATE (PC) 99.81%
3035 CONFIRMED (CP) 88.16%
3036 CONFIRMED (CP) 72.79%
3037 FALSE POSITIVE 99.77%
3038 CANDIDATE (PC) 64.39%
3039 FALSE POSITIVE 98.89%
3040 CONFIRMED (CP) 96.34%
3041 CANDIDATE (PC) 90.90%
3042 CONFIRMED (CP) 97.54%
3043 CONFIRMED (CP) 96.95%
3044 CANDIDATE (PC) 50.36%
3045 CANDIDATE (PC) 79.35%
3046 CONFIRMED (CP) 45.32%
3047 FALSE POSITIVE 99.61%
3048 CANDIDATE (PC) 93.09%
3049 FALSE POSITIVE 46.70%
3050 CONFIRMED (CP) 67.01%
3051 CANDIDATE (PC) 50.69%
3052 FALSE POSITIVE 99.89%
3053 CANDIDATE (PC) 86.12%
3054 CANDIDATE (PC) 92.36%
3055 CANDIDATE (PC) 81.35%
3056 CANDIDATE (PC) 90.88%
3057 CONFIRMED (CP) 99.64%
3058 CONFIRMED (CP) 83.29%
3059 FALSE POSITIVE 99.88%
3060 CANDIDATE (PC) 54.67%
3061 FALSE POSITIVE 75.60%
3062 CONFIRMED (CP) 77.84%
3063 FALSE POSITIVE 43.32%
3064 FALSE POSITIVE 64.70%
3065 FALSE POSITIVE 66.83%
3066 CANDIDATE (PC) 52.66%
3067 CANDIDATE (PC) 59.12%
3068 FALSE POSITIVE 92.47%
3069 FALSE POSITIVE 99.86%
3070 FALSE POSITIVE 57.06%
3071 CANDIDATE (PC) 88.00%
3072 FALSE POSITIVE 98.29%
3073 CANDIDATE (PC) 77.94%
3074 FALSE POSITIVE 96.07%
3075 CANDIDATE (PC) 90.71%
3076 FALSE POSITIVE 51.06%
3077 CONFIRMED (CP) 95.63%
3078 CONFIRMED (CP) 56.64%
3079 CANDIDATE (PC) 99.75%
3080 CONFIRMED (CP) 99.30%
3081 CONFIRMED (CP) 61.98%
3082 CANDIDATE (PC) 56.27%
3083 FALSE POSITIVE 93.04%
3084 CANDIDATE (PC) 91.08%
3085 CANDIDATE (PC) 84.35%
3086 FALSE POSITIVE 99.53%
3087 CONFIRMED (CP) 97.72%
3088 CONFIRMED (CP) 99.45%
3089 CANDIDATE (PC) 51.94%
3090 FALSE POSITIVE 99.79%
3091 FALSE POSITIVE 55.38%
3092 CANDIDATE (PC) 89.25%
3093 CANDIDATE (PC) 56.63%
3094 FALSE POSITIVE 63.71%
3095 CONFIRMED (CP) 93.49%
3096 CANDIDATE (PC) 93.37%
3097 CONFIRMED (CP) 98.50%
3098 FALSE POSITIVE 69.11%
3099 CONFIRMED (CP) 98.89%
3100 CANDIDATE (PC) 68.96%
3101 CANDIDATE (PC) 76.65%
3102 CANDIDATE (PC) 93.13%
3103 CANDIDATE (PC) 78.15%
3104 CANDIDATE (PC) 91.85%
3105 CONFIRMED (CP) 94.30%
3106 FALSE POSITIVE 58.81%
3107 FALSE POSITIVE 99.37%
3108 FALSE POSITIVE 70.79%
3109 CANDIDATE (PC) 89.41%
3110 FALSE POSITIVE 84.90%
3111 CONFIRMED (CP) 94.22%
3112 FALSE POSITIVE 88.00%
3113 CONFIRMED (CP) 94.47%
3114 CONFIRMED (CP) 97.11%
3115 CANDIDATE (PC) 68.16%
3116 CANDIDATE (PC) 89.61%
3117 FALSE POSITIVE 55.69%
3118 CONFIRMED (CP) 57.77%
3119 CONFIRMED (CP) 83.36%
3120 FALSE POSITIVE 85.59%
3121 CANDIDATE (PC) 70.14%
3122 FALSE POSITIVE 54.39%
3123 CANDIDATE (PC) 52.83%
3124 CANDIDATE (PC) 73.64%
3125 CANDIDATE (PC) 65.46%
3126 CANDIDATE (PC) 62.21%
3127 CANDIDATE (PC) 95.17%
3128 CANDIDATE (PC) 91.92%
3129 CONFIRMED (CP) 72.52%
3130 CANDIDATE (PC) 94.03%
3131 FALSE POSITIVE 49.69%
3132 CONFIRMED (CP) 49.85%
3133 CONFIRMED (CP) 97.36%
3134 CANDIDATE (PC) 93.19%
3135 CANDIDATE (PC) 58.24%
3136 CANDIDATE (PC) 42.05%
3137 CANDIDATE (PC) 65.09%
3138 CONFIRMED (CP) 64.05%
3139 FALSE POSITIVE 86.27%
3140 FALSE POSITIVE 80.57%
3141 CANDIDATE (PC) 93.40%
3142 CANDIDATE (PC) 95.91%
3143 FALSE POSITIVE 99.19%
3144 CONFIRMED (CP) 56.28%
3145 CONFIRMED (CP) 41.50%
3146 CONFIRMED (CP) 71.69%
