RESULTADOS DEL MODELO: NN Custom (complex_data)
======================================================================
Accuracy General: 0.7415

Matriz de Confusión:
2867 CANDIDATE (PC) 57.92%
2868 CONFIRMED (CP) 50.43%
2869 FALSE POSITIVE 78.11%
2870 CANDIDATE (PC) 79.70%
2871 FALSE POSITIVE 52.30%
2872 FALSE POSITIVE 66.20%
2873 FALSE POSITIVE 91.33%
2874 CONFIRMED (CP) 95.10%
2875 CANDIDATE (PC) 57.26%
2876 CANDIDATE (PC) 78.01%
2877 FALSE POSITIVE 88.24%
2878 FALSE POSITIVE 49.88%
2879 CONFIRMED (CP) 48.84%
2880 CANDIDATE (PC) 86.46%
2881 CONFIRMED (CP) 76.75%
2882 CANDIDATE (PC) 46.19%
2883 CONFIRMED (CP) 78.94%
2884 CANDIDATE (PC) 64.99%
2885 CANDIDATE (PC) 88.23%
2886 FALSE POSITIVE 85.69%
2887 CONFIRMED (CP) 96.89%
2888 CONFIRMED (CP) 90.32%
2889 FALSE POSITIVE 71.39%
2890 CONFIRMED (CP) 69.30%
2891 FALSE POSITIVE 51.82%
2892 CONFIRMED (CP) 93.13%
2893 CONFIRMED (CP) 51.30%
2894 CONFIRMED (CP) 98.84%
2895 CONFIRMED (CP) 62.25%
2896 CANDIDATE (PC) 90.87%
2897 CANDIDATE (PC) 69.52%
2898 FALSE POSITIVE 57.46%
2899 FALSE POSITIVE 58.14%
2900 CONFIRMED (CP) 85.55%
2901 FALSE POSITIVE 86.09%
2902 CONFIRMED (CP) 49.55%
2903 CANDIDATE (PC) 49.70%
2904 FALSE POSITIVE 59.36%
2905 CANDIDATE (PC) 82.12%
2906 CONFIRMED (CP) 95.42%
2907 FALSE POSITIVE 34.62%
2908 CONFIRMED (CP) 70.99%
2909 CANDIDATE (PC) 68.09%
2910 CANDIDATE (PC) 56.22%
2911 CANDIDATE (PC) 77.27%
2912 CANDIDATE (PC) 51.14%
2913 CONFIRMED (CP) 63.38%
2914 CANDIDATE (PC) 74.65%
2915 FALSE POSITIVE 58.51%
2916 CANDIDATE (PC) 87.39%
2917 CANDIDATE (PC) 48.61%
2918 CANDIDATE (PC) 59.41%
2919 CANDIDATE (PC) 80.94%
2920 CANDIDATE (PC) 91.90%
2921 CONFIRMED (CP) 48.74%
2922 FALSE POSITIVE 58.61%
2923 FALSE POSITIVE 89.88%
2924 CANDIDATE (PC) 91.67%
2925 FALSE POSITIVE 75.99%
2926 CANDIDATE (PC) 87.80%
2927 CONFIRMED (CP) 93.91%
2928 FALSE POSITIVE 83.66%
2929 CONFIRMED (CP) 91.56%
2930 CONFIRMED (CP) 53.40%
2931 CONFIRMED (CP) 59.43%
2932 CONFIRMED (CP) 93.60%
2933 FALSE POSITIVE 75.93%
2934 CANDIDATE (PC) 75.73%
2935 CANDIDATE (PC) 80.75%
2936 CONFIRMED (CP) 96.74%
2937 CONFIRMED (CP) 92.38%
2938 FALSE POSITIVE 86.49%
2939 CONFIRMED (CP) 97.45%
2940 FALSE POSITIVE 95.91%
2941 CONFIRMED (CP) 97.05%
2942 CANDIDATE (PC) 66.40%
2943 FALSE POSITIVE 44.61%
2944 CANDIDATE (PC) 81.48%
2945 CONFIRMED (CP) 65.28%
2946 FALSE POSITIVE 55.36%
2947 FALSE POSITIVE 100.00%
2948 FALSE POSITIVE 51.39%
2949 FALSE POSITIVE 84.02%
2950 CANDIDATE (PC) 87.87%
2951 CANDIDATE (PC) 73.16%
2952 CANDIDATE (PC) 59.96%
2953 CONFIRMED (CP) 59.87%
2954 FALSE POSITIVE 43.97%
2955 FALSE POSITIVE 97.29%
2956 FALSE POSITIVE 72.98%
2957 CONFIRMED (CP) 39.99%
2958 CANDIDATE (PC) 84.44%
2959 CONFIRMED (CP) 47.11%
2960 CANDIDATE (PC) 76.45%
2961 FALSE POSITIVE 60.63%
2962 CANDIDATE (PC) 61.41%
2963 CONFIRMED (CP) 51.07%
2964 CANDIDATE (PC) 77.74%
2965 CANDIDATE (PC) 60.56%
2966 FALSE POSITIVE 67.74%
2967 CONFIRMED (CP) 74.34%
2968 FALSE POSITIVE 73.04%
2969 FALSE POSITIVE 52.34%
2970 CONFIRMED (CP) 37.33%
2971 FALSE POSITIVE 52.50%
2972 CANDIDATE (PC) 91.89%
2973 CANDIDATE (PC) 81.34%
2974 FALSE POSITIVE 54.12%
2975 FALSE POSITIVE 96.91%
2976 CONFIRMED (CP) 97.93%
2977 CONFIRMED (CP) 98.04%
2978 CANDIDATE (PC) 59.70%
2979 CANDIDATE (PC) 49.60%
2980 CANDIDATE (PC) 60.05%
2981 CANDIDATE (PC) 53.95%
2982 CANDIDATE (PC) 84.83%
2983 FALSE POSITIVE 58.43%
2984 FALSE POSITIVE 93.78%
2985 CANDIDATE (PC) 71.38%
2986 CANDIDATE (PC) 80.54%
2987 CANDIDATE (PC) 60.55%
2988 CANDIDATE (PC) 60.93%
2989 CONFIRMED (CP) 41.31%
2990 CANDIDATE (PC) 53.12%
2991 FALSE POSITIVE 84.33%
2992 FALSE POSITIVE 91.89%
2993 FALSE POSITIVE 80.11%
2994 CONFIRMED (CP) 64.41%
2995 CANDIDATE (PC) 78.43%
2996 FALSE POSITIVE 88.44%
2997 CONFIRMED (CP) 93.79%
2998 CONFIRMED (CP) 50.77%
2999 FALSE POSITIVE 82.73%
3000 CONFIRMED (CP) 99.65%
3001 FALSE POSITIVE 55.29%
3002 CANDIDATE (PC) 86.04%
3003 CANDIDATE (PC) 84.72%
3004 CANDIDATE (PC) 91.11%
3005 FALSE POSITIVE 95.65%
3006 CONFIRMED (CP) 95.30%
3007 CONFIRMED (CP) 49.03%
3008 FALSE POSITIVE 97.81%
3009 CONFIRMED (CP) 47.82%
3010 CANDIDATE (PC) 86.35%
3011 CANDIDATE (PC) 54.73%
3012 CANDIDATE (PC) 66.70%
3013 FALSE POSITIVE 47.80%
3014 CONFIRMED (CP) 98.40%
3015 CANDIDATE (PC) 57.35%
3016 CONFIRMED (CP) 38.22%
3017 FALSE POSITIVE 82.62%
3018 CONFIRMED (CP) 96.85%
3019 FALSE POSITIVE 98.20%
3020 CANDIDATE (PC) 67.31%
3021 FALSE POSITIVE 99.61%
3022 FALSE POSITIVE 97.70%
3023 FALSE POSITIVE 68.61%
3024 CONFIRMED (CP) 97.35%
3025 CANDIDATE (PC) 85.85%
3026 FALSE POSITIVE 51.27%
3027 FALSE POSITIVE 83.48%
3028 FALSE POSITIVE 59.99%
3029 FALSE POSITIVE 99.32%
3030 FALSE POSITIVE 57.70%
3031 CONFIRMED (CP) 89.94%
3032 CANDIDATE (PC) 79.68%
3033 CANDIDATE (PC) 83.48%
3034 CONFIRMED (CP) 46.58%
3035 FALSE POSITIVE 51.58%
3036 FALSE POSITIVE 89.91%
3037 CONFIRMED (CP) 98.13%
3038 CONFIRMED (CP) 62.71%
3039 CANDIDATE (PC) 43.48%
3040 FALSE POSITIVE 57.04%
3041 CANDIDATE (PC) 40.51%
3042 CANDIDATE (PC) 63.49%
3043 CANDIDATE (PC) 59.12%
3044 FALSE POSITIVE 54.83%
3045 CANDIDATE (PC) 60.11%
3046 FALSE POSITIVE 99.87%
3047 CANDIDATE (PC) 58.62%
3048 CANDIDATE (PC) 93.25%
3049 CANDIDATE (PC) 49.22%
3050 CANDIDATE (PC) 84.54%
3051 FALSE POSITIVE 54.46%
3052 FALSE POSITIVE 73.20%
3053 CONFIRMED (CP) 94.82%
3054 FALSE POSITIVE 95.59%
3055 CONFIRMED (CP) 87.22%
3056 CANDIDATE (PC) 82.48%
3057 CONFIRMED (CP) 63.91%
3058 CANDIDATE (PC) 83.64%
3059 FALSE POSITIVE 100.00%
3060 CANDIDATE (PC) 63.81%
3061 FALSE POSITIVE 52.36%
3062 CANDIDATE (PC) 88.71%
3063 FALSE POSITIVE 67.05%
3064 FALSE POSITIVE 70.62%
3065 CONFIRMED (CP) 96.40%
3066 CONFIRMED (CP) 48.76%
3067 CONFIRMED (CP) 53.26%
3068 CONFIRMED (CP) 95.91%
3069 CANDIDATE (PC) 52.28%
3070 CONFIRMED (CP) 50.28%
3071 CONFIRMED (CP) 72.85%
3072 FALSE POSITIVE 56.99%
3073 CONFIRMED (CP) 74.31%
3074 CANDIDATE (PC) 74.90%
3075 CANDIDATE (PC) 72.67%
3076 CONFIRMED (CP) 43.39%
3077 CANDIDATE (PC) 48.45%
3078 CANDIDATE (PC) 89.40%
3079 CONFIRMED (CP) 52.10%
3080 FALSE POSITIVE 93.49%
3081 CONFIRMED (CP) 93.60%
3082 CONFIRMED (CP) 94.81%
3083 CANDIDATE (PC) 79.75%
3084 CANDIDATE (PC) 87.57%
3085 FALSE POSITIVE 93.25%
3086 CANDIDATE (PC) 84.54%
3087 CONFIRMED (CP) 95.21%
3088 CANDIDATE (PC) 72.02%
3089 CONFIRMED (CP) 99.77%
3090 CONFIRMED (CP) 93.60%
3091 CONFIRMED (CP) 92.79%
3092 FALSE POSITIVE 83.47%
3093 CANDIDATE (PC) 77.96%
3094 FALSE POSITIVE 99.90%
3095 CANDIDATE (PC) 89.04%
3096 CONFIRMED (CP) 52.20%
3097 CONFIRMED (CP) 98.20%
3098 CANDIDATE (PC) 49.99%
3099 CONFIRMED (CP) 98.61%
3100 FALSE POSITIVE 52.42%
3101 CANDIDATE (PC) 94.70%
3102 CONFIRMED (CP) 98.02%
3103 CONFIRMED (CP) 47.27%
3104 FALSE POSITIVE 100.00%
3105 CONFIRMED (CP) 56.78%
3106 FALSE POSITIVE 61.28%
3107 FALSE POSITIVE 55.61%
3108 FALSE POSITIVE 53.98%
3109 CANDIDATE (PC) 88.47%
3110 CANDIDATE (PC) 62.89%
3111 CANDIDATE (PC) 51.02%
3112 CANDIDATE (PC) 89.03%
3113 CANDIDATE (PC) 55.84%
3114 CANDIDATE (PC) 78.39%
3115 FALSE POSITIVE 40.73%
3116 CONFIRMED (CP) 88.12%
3117 FALSE POSITIVE 91.64%
3118 FALSE POSITIVE 72.14%
3119 FALSE POSITIVE 64.52%
3120 CONFIRMED (CP) 62.00%
3121 CANDIDATE (PC) 90.04%
3122 CANDIDATE (PC) 76.85%
3123 CONFIRMED (CP) 71.58%
3124 CANDIDATE (PC) 47.65%
3125 CANDIDATE (PC) 56.38%
3126 CONFIRMED (CP) 58.00%
3127 FALSE POSITIVE 40.65%
3128 FALSE POSITIVE 50.90%
3129 CANDIDATE (PC) 51.31%
3130 CONFIRMED (CP) 93.25%
3131 CANDIDATE (PC) 82.23%
3132 CONFIRMED (CP) 98.09%
3133 CONFIRMED (CP) 90.62%
3134 CANDIDATE (PC) 87.85%
3135 CANDIDATE (PC) 79.74%
3136 CANDIDATE (PC) 77.26%
3137 CONFIRMED (CP) 97.43%
3138 CANDIDATE (PC) 71.78%
3139 CONFIRMED (CP) 35.33%
3140 FALSE POSITIVE 81.34%
3141 FALSE POSITIVE 95.94%
3142 FALSE POSITIVE 99.99%
3143 CANDIDATE (PC) 86.96%
3144 CANDIDATE (PC) 78.14%
3145 CONFIRMED (CP) 91.21%
3146 FALSE POSITIVE 51.71%
3147 CANDIDATE (PC) 65.92%
3148 CONFIRMED (CP) 98.23%
3149 CONFIRMED (CP) 46.05%
3150 CONFIRMED (CP) 83.30%
3151 CONFIRMED (CP) 52.47%
3152 FALSE POSITIVE 99.58%
3153 CONFIRMED (CP) 54.67%
3154 CONFIRMED (CP) 46.49%
3155 CONFIRMED (CP) 50.70%
3156 CANDIDATE (PC) 58.37%
3157 FALSE POSITIVE 40.47%
3158 CONFIRMED (CP) 66.61%
3159 FALSE POSITIVE 99.25%
3160 CANDIDATE (PC) 78.00%
3161 CANDIDATE (PC) 80.88%
3162 CONFIRMED (CP) 95.16%
3163 CONFIRMED (CP) 50.63%
3164 CANDIDATE (PC) 88.03%
3165 FALSE POSITIVE 38.97%
3166 CONFIRMED (CP) 99.98%
3167 FALSE POSITIVE 46.68%
3168 FALSE POSITIVE 59.15%
3169 FALSE POSITIVE 73.56%
3170 CANDIDATE (PC) 52.94%
3171 CANDIDATE (PC) 80.83%
3172 CANDIDATE (PC) 54.81%
3173 FALSE POSITIVE 55.83%
3174 CONFIRMED (CP) 98.51%
3175 CANDIDATE (PC) 54.81%
3176 CONFIRMED (CP) 99.33%
3177 CANDIDATE (PC) 80.03%
3178 FALSE POSITIVE 51.51%
3179 FALSE POSITIVE 82.98%
3180 FALSE POSITIVE 63.48%
3181 FALSE POSITIVE 77.69%
3182 CANDIDATE (PC) 51.08%
3183 CANDIDATE (PC) 85.38%
3184 CANDIDATE (PC) 83.55%
3185 CONFIRMED (CP) 69.94%
3186 CANDIDATE (PC) 55.44%
3187 FALSE POSITIVE 99.99%
3188 CONFIRMED (CP) 90.81%
3189 CANDIDATE (PC) 92.33%
3190 FALSE POSITIVE 66.76%
3191 CANDIDATE (PC) 88.59%
3192 CANDIDATE (PC) 53.77%
3193 CANDIDATE (PC) 90.68%
3194 CANDIDATE (PC) 66.00%
3195 CONFIRMED (CP) 78.96%
3196 CANDIDATE (PC) 39.01%
3197 CONFIRMED (CP) 56.58%
3198 CONFIRMED (CP) 87.32%
3199 CONFIRMED (CP) 50.18%
3200 CANDIDATE (PC) 57.51%
3201 FALSE POSITIVE 91.36%
3202 CANDIDATE (PC) 67.37%
3203 CANDIDATE (PC) 49.79%
3204 CANDIDATE (PC) 85.47%
3205 CANDIDATE (PC) 81.49%
3206 CANDIDATE (PC) 77.34%
3207 FALSE POSITIVE 98.93%
3208 FALSE POSITIVE 88.70%
3209 CANDIDATE (PC) 84.90%
3210 CANDIDATE (PC) 89.35%
3211 FALSE POSITIVE 99.41%
3212 CONFIRMED (CP) 96.72%
3213 FALSE POSITIVE 81.70%
3214 CANDIDATE (PC) 66.99%
3215 CONFIRMED (CP) 98.07%
3216 CONFIRMED (CP) 65.25%
3217 CANDIDATE (PC) 89.11%
3218 CONFIRMED (CP) 45.10%
3219 CANDIDATE (PC) 74.50%
3220 CONFIRMED (CP) 56.47%
3221 CANDIDATE (PC) 87.67%
3222 FALSE POSITIVE 52.04%
3223 FALSE POSITIVE 90.89%
3224 CANDIDATE (PC) 42.47%
3225 CANDIDATE (PC) 79.32%
3226 CONFIRMED (CP) 81.06%
3227 CONFIRMED (CP) 87.36%
3228 CONFIRMED (CP) 71.45%
3229 CONFIRMED (CP) 96.91%
3230 CANDIDATE (PC) 76.31%
3231 CONFIRMED (CP) 52.33%
3232 CANDIDATE (PC) 54.02%
3233 CANDIDATE (PC) 42.09%
3234 CANDIDATE (PC) 83.26%
3235 FALSE POSITIVE 95.93%
3236 FALSE POSITIVE 99.97%
3237 CONFIRMED (CP) 94.09%
3238 CANDIDATE (PC) 49.07%
3239 CANDIDATE (PC) 63.69%
3240 CANDIDATE (PC) 82.43%
3241 CANDIDATE (PC) 83.29%
3242 FALSE POSITIVE 86.44%
3243 FALSE POSITIVE 42.44%
3244 FALSE POSITIVE 86.06%
3245 CONFIRMED (CP) 87.65%
3246 CONFIRMED (CP) 61.33%
3247 CANDIDATE (PC) 53.65%
3248 FALSE POSITIVE 45.18%
3249 CONFIRMED (CP) 43.87%
3250 CANDIDATE (PC) 65.46%
3251 FALSE POSITIVE 50.43%
3252 CANDIDATE (PC) 43.26%
3253 CANDIDATE (PC) 77.86%
3254 CANDIDATE (PC) 53.13%
3255 FALSE POSITIVE 61.86%
3256 FALSE POSITIVE 51.68%
3257 FALSE POSITIVE 47.37%
3258 CANDIDATE (PC) 78.25%
3259 CANDIDATE (PC) 62.58%
3260 FALSE POSITIVE 52.57%
3261 CANDIDATE (PC) 85.43%
3262 CANDIDATE (PC) 84.79%
3263 CONFIRMED (CP) 89.96%
3264 CONFIRMED (CP) 98.87%
3265 FALSE POSITIVE 49.30%
3266 FALSE POSITIVE 50.95%
3267 FALSE POSITIVE 59.00%
3268 CONFIRMED (CP) 52.83%
3269 CANDIDATE (PC) 85.61%
3270 CANDIDATE (PC) 52.01%
3271 CANDIDATE (PC) 78.09%
3272 FALSE POSITIVE 63.82%
3273 CANDIDATE (PC) 88.24%
3274 CANDIDATE (PC) 86.24%
3275 FALSE POSITIVE 65.93%
3276 FALSE POSITIVE 55.05%
3277 CONFIRMED (CP) 42.73%
3278 CONFIRMED (CP) 98.06%
3279 FALSE POSITIVE 95.08%
3280 CONFIRMED (CP) 70.39%
3281 CONFIRMED (CP) 80.42%
3282 FALSE POSITIVE 99.77%
3283 CANDIDATE (PC) 90.70%
3284 FALSE POSITIVE 63.16%
3285 CONFIRMED (CP) 98.43%
3286 FALSE POSITIVE 90.46%
3287 CANDIDATE (PC) 69.81%
3288 CANDIDATE (PC) 54.46%
3289 FALSE POSITIVE 57.04%
3290 CONFIRMED (CP) 63.21%
3291 CANDIDATE (PC) 89.73%
3292 FALSE POSITIVE 98.09%
3293 CANDIDATE (PC) 55.47%
3294 CANDIDATE (PC) 35.67%
3295 FALSE POSITIVE 47.20%
3296 CONFIRMED (CP) 98.17%
3297 FALSE POSITIVE 93.14%
3298 CANDIDATE (PC) 81.46%
3299 CONFIRMED (CP) 94.90%
3300 CONFIRMED (CP) 96.55%
3301 FALSE POSITIVE 64.49%
3302 CANDIDATE (PC) 75.34%
3303 CANDIDATE (PC) 84.57%
3304 FALSE POSITIVE 95.22%
3305 FALSE POSITIVE 97.35%
3306 FALSE POSITIVE 90.34%
3307 FALSE POSITIVE 100.00%
3308 FALSE POSITIVE 100.00%
3309 FALSE POSITIVE 57.01%
3310 CANDIDATE (PC) 79.45%
3311 CANDIDATE (PC) 84.09%
3312 FALSE POSITIVE 51.03%
3313 CONFIRMED (CP) 95.08%
3314 CONFIRMED (CP) 94.91%
3315 FALSE POSITIVE 71.54%
3316 CONFIRMED (CP) 79.41%
3317 CANDIDATE (PC) 91.13%
3318 FALSE POSITIVE 77.85%
3319 FALSE POSITIVE 50.78%
3320 CANDIDATE (PC) 81.55%
3321 CONFIRMED (CP) 43.53%
3322 CANDIDATE (PC) 45.84%
3323 CONFIRMED (CP) 94.70%
3324 CANDIDATE (PC) 49.92%
3325 CANDIDATE (PC) 48.32%
3326 CANDIDATE (PC) 91.63%
3327 CONFIRMED (CP) 51.47%
3328 FALSE POSITIVE 57.47%
3329 FALSE POSITIVE 47.99%
3330 FALSE POSITIVE 99.69%
3331 CONFIRMED (CP) 81.55%
3332 CONFIRMED (CP) 92.63%
3333 CONFIRMED (CP) 57.05%
3334 FALSE POSITIVE 42.16%
3335 CONFIRMED (CP) 77.37%
3336 CONFIRMED (CP) 93.76%
3337 FALSE POSITIVE 95.96%
3338 CANDIDATE (PC) 80.10%
3339 FALSE POSITIVE 36.01%
3340 CONFIRMED (CP) 78.54%
3341 CONFIRMED (CP) 94.84%
3342 CONFIRMED (CP) 51.75%
3343 FALSE POSITIVE 89.32%
3344 CONFIRMED (CP) 93.20%
3345 CONFIRMED (CP) 55.93%
3346 FALSE POSITIVE 39.04%
3347 CONFIRMED (CP) 89.89%
3348 FALSE POSITIVE 89.77%
3349 CANDIDATE (PC) 50.18%
3350 FALSE POSITIVE 60.42%
3351 CANDIDATE (PC) 81.41%
3352 CONFIRMED (CP) 54.11%
3353 CANDIDATE (PC) 54.59%
3354 CANDIDATE (PC) 46.79%
3355 FALSE POSITIVE 79.14%
3356 CANDIDATE (PC) 84.46%
3357 FALSE POSITIVE 61.68%
3358 CONFIRMED (CP) 48.33%
3359 CONFIRMED (CP) 93.43%
3360 CONFIRMED (CP) 37.96%
3361 CANDIDATE (PC) 83.19%
3362 CONFIRMED (CP) 57.14%
3363 CONFIRMED (CP) 99.97%
3364 CANDIDATE (PC) 90.19%
3365 CANDIDATE (PC) 64.56%
3366 CONFIRMED (CP) 74.18%
3367 CANDIDATE (PC) 45.74%
3368 CANDIDATE (PC) 87.71%
3369 CONFIRMED (CP) 99.63%
3370 CANDIDATE (PC) 87.51%
3371 CANDIDATE (PC) 91.17%
3372 CONFIRMED (CP) 65.99%
3373 CONFIRMED (CP) 87.02%
3374 CANDIDATE (PC) 76.70%
3375 FALSE POSITIVE 99.91%
3376 CONFIRMED (CP) 51.21%
3377 CANDIDATE (PC) 43.04%
3378 CANDIDATE (PC) 45.93%
3379 FALSE POSITIVE 73.02%
3380 FALSE POSITIVE 76.78%
3381 FALSE POSITIVE 65.12%
3382 CANDIDATE (PC) 85.04%
3383 CONFIRMED (CP) 50.93%
3384 CANDIDATE (PC) 89.91%
3385 CANDIDATE (PC) 56.90%
3386 CANDIDATE (PC) 84.44%
3387 FALSE POSITIVE 75.59%
3388 FALSE POSITIVE 72.40%
3389 CANDIDATE (PC) 39.84%
3390 CONFIRMED (CP) 82.15%
3391 CANDIDATE (PC) 42.73%
3392 FALSE POSITIVE 71.23%
3393 CANDIDATE (PC) 55.09%
3394 CANDIDATE (PC) 72.48%
3395 CANDIDATE (PC) 53.33%
3396 CONFIRMED (CP) 66.85%
3397 CANDIDATE (PC) 85.62%
3398 CONFIRMED (CP) 45.82%
3399 FALSE POSITIVE 100.00%
3400 FALSE POSITIVE 51.87%
3401 FALSE POSITIVE 58.44%
3402 CANDIDATE (PC) 84.32%
3403 CANDIDATE (PC) 92.39%
3404 FALSE POSITIVE 81.34%
3405 CONFIRMED (CP) 84.42%
3406 FALSE POSITIVE 74.61%
3407 FALSE POSITIVE 99.46%
3408 CANDIDATE (PC) 84.75%
3409 FALSE POSITIVE 63.77%
3410 CANDIDATE (PC) 83.56%
3411 FALSE POSITIVE 69.08%
3412 FALSE POSITIVE 59.73%
3413 CANDIDATE (PC) 73.40%
3414 FALSE POSITIVE 89.00%
3415 FALSE POSITIVE 84.38%
3416 CANDIDATE (PC) 78.42%
3417 CANDIDATE (PC) 37.43%
3418 CANDIDATE (PC) 90.19%
3419 CONFIRMED (CP) 94.75%
3420 CONFIRMED (CP) 45.21%
3421 CANDIDATE (PC) 43.70%
3422 FALSE POSITIVE 99.99%
3423 CONFIRMED (CP) 56.67%
3424 CANDIDATE (PC) 48.84%
3425 FALSE POSITIVE 68.19%
3426 CONFIRMED (CP) 98.84%
3427 CONFIRMED (CP) 93.25%
3428 CANDIDATE (PC) 56.25%
3429 CANDIDATE (PC) 90.62%
3430 CANDIDATE (PC) 84.57%
3431 FALSE POSITIVE 58.97%
3432 CANDIDATE (PC) 67.41%
3433 FALSE POSITIVE 99.95%
3434 CANDIDATE (PC) 43.67%
3435 FALSE POSITIVE 96.22%
3436 CANDIDATE (PC) 84.14%
3437 CONFIRMED (CP) 95.31%
3438 CANDIDATE (PC) 85.92%
3439 FALSE POSITIVE 44.89%
3440 CONFIRMED (CP) 54.70%
3441 FALSE POSITIVE 89.88%
3442 FALSE POSITIVE 53.23%
3443 CANDIDATE (PC) 47.41%
3444 CONFIRMED (CP) 88.69%
3445 CONFIRMED (CP) 98.97%
3446 FALSE POSITIVE 50.14%
3447 FALSE POSITIVE 100.00%
3448 CANDIDATE (PC) 56.10%
3449 CANDIDATE (PC) 83.79%
3450 CONFIRMED (CP) 90.68%
3451 FALSE POSITIVE 100.00%
3452 FALSE POSITIVE 99.99%
3453 CONFIRMED (CP) 99.75%
3454 CANDIDATE (PC) 80.06%
3455 CANDIDATE (PC) 48.61%
3456 CONFIRMED (CP) 90.00%
3457 CANDIDATE (PC) 72.22%
3458 FALSE POSITIVE 76.25%
3459 CANDIDATE (PC) 90.35%
3460 FALSE POSITIVE 86.29%
3461 CANDIDATE (PC) 81.81%
3462 CONFIRMED (CP) 95.65%
3463 FALSE POSITIVE 59.54%
3464 FALSE POSITIVE 39.87%
3465 FALSE POSITIVE 82.10%
3466 CONFIRMED (CP) 93.51%
3467 CANDIDATE (PC) 89.57%
3468 CONFIRMED (CP) 97.18%
3469 CANDIDATE (PC) 65.94%
3470 CANDIDATE (PC) 62.56%
3471 FALSE POSITIVE 51.38%
3472 CANDIDATE (PC) 71.11%
3473 CANDIDATE (PC) 94.79%
3474 FALSE POSITIVE 83.13%
3475 CONFIRMED (CP) 97.38%
3476 CANDIDATE (PC) 49.54%
3477 CONFIRMED (CP) 93.46%
3478 CONFIRMED (CP) 53.56%
3479 CANDIDATE (PC) 72.34%
3480 CANDIDATE (PC) 57.24%
3481 CANDIDATE (PC) 77.18%
3482 CONFIRMED (CP) 74.45%
3483 FALSE POSITIVE 92.98%
3484 CANDIDATE (PC) 80.27%
3485 FALSE POSITIVE 99.13%
3486 FALSE POSITIVE 53.26%
3487 FALSE POSITIVE 99.23%
3488 CANDIDATE (PC) 76.81%
3489 CANDIDATE (PC) 63.09%
3490 CANDIDATE (PC) 81.70%
3491 FALSE POSITIVE 95.30%
3492 FALSE POSITIVE 100.00%
3493 CONFIRMED (CP) 82.83%
3494 FALSE POSITIVE 76.36%
3495 CONFIRMED (CP) 75.29%
3496 CANDIDATE (PC) 92.68%
3497 CONFIRMED (CP) 55.43%
3498 FALSE POSITIVE 51.89%
3499 CANDIDATE (PC) 76.33%
3500 CANDIDATE (PC) 79.88%
3501 CONFIRMED (CP) 77.47%
3502 FALSE POSITIVE 55.64%
3503 CONFIRMED (CP) 57.76%
3504 FALSE POSITIVE 49.31%
3505 FALSE POSITIVE 64.86%
3506 FALSE POSITIVE 74.93%
3507 CANDIDATE (PC) 80.85%
3508 FALSE POSITIVE 37.59%
3509 CONFIRMED (CP) 44.11%
3510 CANDIDATE (PC) 80.27%
3511 CANDIDATE (PC) 81.59%
3512 CONFIRMED (CP) 79.86%
3513 CONFIRMED (CP) 81.26%
3514 CANDIDATE (PC) 62.08%
3515 FALSE POSITIVE 52.62%
3516 CANDIDATE (PC) 71.18%
3517 CANDIDATE (PC) 90.90%
3518 CONFIRMED (CP) 69.62%
3519 FALSE POSITIVE 85.12%
3520 CANDIDATE (PC) 88.47%
3521 CONFIRMED (CP) 98.92%
3522 CONFIRMED (CP) 88.78%
3523 FALSE POSITIVE 83.14%
3524 CANDIDATE (PC) 86.41%
3525 FALSE POSITIVE 100.00%
3526 CANDIDATE (PC) 87.88%
3527 CONFIRMED (CP) 91.37%
3528 CANDIDATE (PC) 84.23%
3529 CONFIRMED (CP) 39.94%
3530 FALSE POSITIVE 94.30%
3531 CANDIDATE (PC) 86.46%
3532 CONFIRMED (CP) 90.62%
3533 CANDIDATE (PC) 49.75%
3534 CANDIDATE (PC) 66.81%
3535 CANDIDATE (PC) 82.07%
3536 FALSE POSITIVE 81.69%
3537 CONFIRMED (CP) 89.51%
3538 FALSE POSITIVE 53.48%
3539 CANDIDATE (PC) 91.94%
3540 FALSE POSITIVE 75.47%
3541 CONFIRMED (CP) 54.45%
3542 CANDIDATE (PC) 47.44%
3543 CONFIRMED (CP) 97.66%
3544 CONFIRMED (CP) 49.37%
3545 FALSE POSITIVE 56.07%
3546 FALSE POSITIVE 90.34%
3547 CONFIRMED (CP) 39.86%
3548 CONFIRMED (CP) 52.76%
3549 CANDIDATE (PC) 84.09%
3550 FALSE POSITIVE 60.01%
3551 CONFIRMED (CP) 79.82%
3552 CANDIDATE (PC) 86.94%
3553 CANDIDATE (PC) 81.11%
3554 FALSE POSITIVE 99.65%
3555 CANDIDATE (PC) 50.40%
3556 CANDIDATE (PC) 60.62%
3557 FALSE POSITIVE 48.66%
3558 FALSE POSITIVE 99.97%
3559 CONFIRMED (CP) 98.63%
3560 CANDIDATE (PC) 48.28%
3561 CONFIRMED (CP) 88.53%
3562 FALSE POSITIVE 100.00%
3563 CANDIDATE (PC) 66.04%
3564 CANDIDATE (PC) 81.20%
3565 CANDIDATE (PC) 79.89%
3566 CONFIRMED (CP) 80.99%
3567 FALSE POSITIVE 79.57%
3568 CANDIDATE (PC) 91.25%
3569 FALSE POSITIVE 96.24%
3570 CONFIRMED (CP) 47.75%
3571 CONFIRMED (CP) 93.36%
3572 FALSE POSITIVE 100.00%
3573 CONFIRMED (CP) 83.56%
3574 FALSE POSITIVE 61.89%
