RESULTADOS DEL MODELO: XGBoost
2870 CANDIDATE (PC) 79.43%
2871 CANDIDATE (PC) 57.02%
2872 FALSE POSITIVE 74.51%
2873 FALSE POSITIVE 92.35%
2874 CONFIRMED (CP) 68.74%
2875 CONFIRMED (CP) 69.04%
2876 CANDIDATE (PC) 82.20%
2877 FALSE POSITIVE 95.32%
2878 CANDIDATE (PC) 42.90%
2879 CANDIDATE (PC) 47.17%
2880 CANDIDATE (PC) 49.26%
2881 CONFIRMED (CP) 75.74%
2882 CONFIRMED (CP) 41.07%
2883 CONFIRMED (CP) 88.54%
2884 CANDIDATE (PC) 58.70%
2885 CANDIDATE (PC) 85.67%
2886 FALSE POSITIVE 94.62%
2887 CANDIDATE (PC) 43.09%
2888 CANDIDATE (PC) 80.86%
2889 FALSE POSITIVE 49.00%
2890 CONFIRMED (CP) 77.78%
2891 FALSE POSITIVE 88.78%
2892 CANDIDATE (PC) 79.89%
2893 CONFIRMED (CP) 71.36%
2894 CONFIRMED (CP) 92.32%
2895 CONFIRMED (CP) 72.86%
2896 CANDIDATE (PC) 80.57%
2897 CANDIDATE (PC) 67.97%
2898 FALSE POSITIVE 58.47%
2899 FALSE POSITIVE 38.01%
2900 CONFIRMED (CP) 88.42%
2901 FALSE POSITIVE 98.85%
2902 CONFIRMED (CP) 47.58%
2903 FALSE POSITIVE 49.88%
2904 FALSE POSITIVE 67.11%
2905 CANDIDATE (PC) 98.52%
2906 CONFIRMED (CP) 51.73%
2907 CONFIRMED (CP) 51.52%
2908 CONFIRMED (CP) 90.20%
2909 FALSE POSITIVE 79.37%
2910 FALSE POSITIVE 85.85%
2911 CANDIDATE (PC) 98.72%
2912 FALSE POSITIVE 73.07%
2913 CANDIDATE (PC) 81.26%
2914 CANDIDATE (PC) 96.15%
2915 CONFIRMED (CP) 43.51%
2916 CANDIDATE (PC) 98.23%
2917 CANDIDATE (PC) 50.38%
2918 CANDIDATE (PC) 51.11%
2919 CANDIDATE (PC) 82.21%
2920 CANDIDATE (PC) 99.20%
2921 CONFIRMED (CP) 68.72%
2922 FALSE POSITIVE 91.63%
2923 FALSE POSITIVE 99.14%
2924 CANDIDATE (PC) 75.96%
2925 FALSE POSITIVE 75.20%
2926 CANDIDATE (PC) 57.60%
2927 CONFIRMED (CP) 91.36%
2928 FALSE POSITIVE 92.64%
2929 CONFIRMED (CP) 75.74%
2930 CONFIRMED (CP) 78.67%
2931 CONFIRMED (CP) 93.27%
2932 CANDIDATE (PC) 45.95%
2933 CONFIRMED (CP) 62.82%
2934 CANDIDATE (PC) 75.21%
2935 CANDIDATE (PC) 74.73%
2936 CONFIRMED (CP) 50.56%
2937 CONFIRMED (CP) 72.63%
2938 FALSE POSITIVE 97.04%
2939 CONFIRMED (CP) 78.57%
2940 FALSE POSITIVE 94.45%
2941 CANDIDATE (PC) 51.73%
2942 CONFIRMED (CP) 61.74%
2943 FALSE POSITIVE 70.12%
2944 CANDIDATE (PC) 89.39%
2945 CONFIRMED (CP) 87.91%
2946 FALSE POSITIVE 71.03%
2947 FALSE POSITIVE 98.94%
2948 FALSE POSITIVE 55.91%
2949 FALSE POSITIVE 98.48%
2950 CANDIDATE (PC) 76.81%
2951 CANDIDATE (PC) 88.49%
2952 CANDIDATE (PC) 53.66%
2953 CONFIRMED (CP) 92.49%
2954 FALSE POSITIVE 60.95%
2955 FALSE POSITIVE 93.99%
2956 FALSE POSITIVE 97.16%
2957 CONFIRMED (CP) 69.16%
2958 CANDIDATE (PC) 83.76%
2959 CANDIDATE (PC) 57.34%
2960 CANDIDATE (PC) 79.89%
2961 CANDIDATE (PC) 53.21%
2962 CANDIDATE (PC) 58.04%
2963 CANDIDATE (PC) 42.98%
2964 CANDIDATE (PC) 71.42%
2965 CANDIDATE (PC) 82.31%
2966 CANDIDATE (PC) 93.33%
2967 CONFIRMED (CP) 69.87%
2968 CANDIDATE (PC) 49.26%
2969 CONFIRMED (CP) 69.08%
2970 CONFIRMED (CP) 45.89%
2971 FALSE POSITIVE 52.77%
2972 CANDIDATE (PC) 85.74%
2973 CANDIDATE (PC) 94.54%
2974 FALSE POSITIVE 56.66%
2975 FALSE POSITIVE 97.77%
2976 CANDIDATE (PC) 52.69%
2977 CONFIRMED (CP) 90.12%
2978 CANDIDATE (PC) 52.41%
2979 CANDIDATE (PC) 68.07%
2980 FALSE POSITIVE 52.11%
2981 CANDIDATE (PC) 53.77%
2982 CANDIDATE (PC) 89.85%
2983 FALSE POSITIVE 98.97%
2984 FALSE POSITIVE 75.91%
2985 CANDIDATE (PC) 81.99%
2986 CANDIDATE (PC) 97.63%
2987 CANDIDATE (PC) 49.39%
2988 CANDIDATE (PC) 77.91%
2989 CONFIRMED (CP) 44.80%
2990 CANDIDATE (PC) 84.58%
2991 FALSE POSITIVE 66.25%
2992 FALSE POSITIVE 97.35%
2993 FALSE POSITIVE 98.70%
2994 CONFIRMED (CP) 93.72%
2995 CONFIRMED (CP) 81.02%
2996 FALSE POSITIVE 84.27%
2997 CANDIDATE (PC) 84.40%
2998 CONFIRMED (CP) 77.02%
2999 FALSE POSITIVE 85.77%
3000 CONFIRMED (CP) 92.27%
3001 FALSE POSITIVE 57.40%
3002 CANDIDATE (PC) 83.75%
3003 CANDIDATE (PC) 81.89%
3004 CANDIDATE (PC) 99.01%
3005 FALSE POSITIVE 91.04%
3006 CONFIRMED (CP) 51.87%
3007 CONFIRMED (CP) 80.05%
3008 FALSE POSITIVE 98.73%
3009 CANDIDATE (PC) 71.89%
3010 CANDIDATE (PC) 75.34%
3011 FALSE POSITIVE 42.44%
3012 CANDIDATE (PC) 61.44%
3013 FALSE POSITIVE 44.74%
3014 CONFIRMED (CP) 93.31%
3015 FALSE POSITIVE 73.31%
3016 CANDIDATE (PC) 58.38%
3017 FALSE POSITIVE 93.91%
3018 CONFIRMED (CP) 91.28%
3019 FALSE POSITIVE 97.18%
3020 CANDIDATE (PC) 61.35%
3021 FALSE POSITIVE 99.09%
3022 FALSE POSITIVE 98.94%
3023 FALSE POSITIVE 46.04%
3024 CONFIRMED (CP) 65.65%
3025 CANDIDATE (PC) 56.49%
3026 FALSE POSITIVE 66.50%
3027 FALSE POSITIVE 88.43%
3028 FALSE POSITIVE 60.60%
3029 FALSE POSITIVE 98.94%
3030 CANDIDATE (PC) 85.41%
3031 CONFIRMED (CP) 77.73%
3032 CANDIDATE (PC) 68.00%
3033 CANDIDATE (PC) 70.92%
3034 CONFIRMED (CP) 53.67%
3035 FALSE POSITIVE 91.82%
3036 FALSE POSITIVE 96.16%
3037 CONFIRMED (CP) 87.47%
3038 CONFIRMED (CP) 87.51%
3039 CONFIRMED (CP) 41.51%
3040 FALSE POSITIVE 67.95%
3041 CONFIRMED (CP) 51.28%
3042 CANDIDATE (PC) 49.82%
3043 CANDIDATE (PC) 79.03%
3044 FALSE POSITIVE 71.73%
3045 FALSE POSITIVE 78.92%
3046 FALSE POSITIVE 98.90%
3047 CONFIRMED (CP) 47.90%
3048 CANDIDATE (PC) 95.67%
3049 CONFIRMED (CP) 48.67%
3050 CANDIDATE (PC) 88.60%
3051 FALSE POSITIVE 75.96%
3052 FALSE POSITIVE 84.52%
3053 CONFIRMED (CP) 79.07%
3054 FALSE POSITIVE 94.96%
3055 CANDIDATE (PC) 51.30%
3056 CANDIDATE (PC) 70.49%
3057 CONFIRMED (CP) 43.96%
3058 CANDIDATE (PC) 90.96%
3059 FALSE POSITIVE 95.65%
3060 CANDIDATE (PC) 67.52%
3061 FALSE POSITIVE 70.47%
3062 CANDIDATE (PC) 87.02%
3063 FALSE POSITIVE 75.30%
3064 FALSE POSITIVE 97.10%
3065 CONFIRMED (CP) 99.23%
3066 CONFIRMED (CP) 52.34%
3067 CANDIDATE (PC) 47.82%
3068 CANDIDATE (PC) 50.19%
3069 CONFIRMED (CP) 49.12%
3070 CANDIDATE (PC) 66.17%
3071 CONFIRMED (CP) 76.85%
3072 CONFIRMED (CP) 50.16%
3073 CONFIRMED (CP) 89.87%
3074 CANDIDATE (PC) 87.68%
3075 CANDIDATE (PC) 59.46%
3076 CONFIRMED (CP) 89.25%
3077 CONFIRMED (CP) 57.04%
3078 CANDIDATE (PC) 97.56%
3079 CONFIRMED (CP) 80.19%
3080 FALSE POSITIVE 98.00%
3081 CANDIDATE (PC) 45.95%
3082 CONFIRMED (CP) 64.84%
3083 CANDIDATE (PC) 82.61%
3084 CANDIDATE (PC) 81.45%
3085 FALSE POSITIVE 89.73%
3086 CANDIDATE (PC) 98.24%
3087 CONFIRMED (CP) 46.15%
3088 CANDIDATE (PC) 60.26%
3089 CONFIRMED (CP) 97.36%
3090 CANDIDATE (PC) 45.95%
3091 CANDIDATE (PC) 44.76%
3092 FALSE POSITIVE 93.26%
3093 CANDIDATE (PC) 76.62%
3094 FALSE POSITIVE 97.52%
3095 CANDIDATE (PC) 98.68%
3096 CANDIDATE (PC) 62.97%
3097 CONFIRMED (CP) 84.28%
3098 CANDIDATE (PC) 72.47%
3099 CONFIRMED (CP) 96.62%
3100 CANDIDATE (PC) 69.13%
3101 CANDIDATE (PC) 46.87%
3102 CONFIRMED (CP) 90.85%
3103 CONFIRMED (CP) 61.75%
3104 FALSE POSITIVE 82.44%
3105 CANDIDATE (PC) 55.64%
3106 CONFIRMED (CP) 62.27%
3107 CONFIRMED (CP) 45.91%
3108 FALSE POSITIVE 94.34%
3109 CANDIDATE (PC) 47.21%
3110 CANDIDATE (PC) 61.35%
3111 FALSE POSITIVE 53.17%
3112 CANDIDATE (PC) 98.41%
3113 CANDIDATE (PC) 75.52%
3114 CANDIDATE (PC) 48.81%
3115 CONFIRMED (CP) 62.48%
3116 CONFIRMED (CP) 56.00%
3117 FALSE POSITIVE 96.08%
3118 FALSE POSITIVE 60.56%
3119 CANDIDATE (PC) 41.96%
3120 CONFIRMED (CP) 78.86%
3121 CANDIDATE (PC) 98.65%
3122 CANDIDATE (PC) 61.99%
3123 CONFIRMED (CP) 81.13%
3124 CONFIRMED (CP) 52.09%
3125 CANDIDATE (PC) 64.82%
3126 CONFIRMED (CP) 69.69%
3127 CANDIDATE (PC) 49.26%
3128 FALSE POSITIVE 61.07%
3129 CONFIRMED (CP) 50.91%
3130 CONFIRMED (CP) 54.83%
3131 CANDIDATE (PC) 62.46%
3132 CONFIRMED (CP) 87.49%
3133 CONFIRMED (CP) 69.46%
3134 CANDIDATE (PC) 77.62%
3135 CANDIDATE (PC) 87.66%
3136 FALSE POSITIVE 84.91%
3137 CANDIDATE (PC) 84.23%
3138 CANDIDATE (PC) 67.21%
3139 CONFIRMED (CP) 47.50%
3140 CANDIDATE (PC) 54.86%
3141 FALSE POSITIVE 93.18%
3142 FALSE POSITIVE 93.26%
3143 CANDIDATE (PC) 95.99%
3144 CANDIDATE (PC) 91.18%
3145 CANDIDATE (PC) 60.91%
3146 CANDIDATE (PC) 61.04%
3147 CANDIDATE (PC) 53.46%
3148 CONFIRMED (CP) 81.28%
3149 CONFIRMED (CP) 48.54%
3150 CONFIRMED (CP) 83.94%
3151 CANDIDATE (PC) 48.21%
3152 FALSE POSITIVE 99.23%
3153 CONFIRMED (CP) 73.99%
3154 CONFIRMED (CP) 59.19%
3155 CONFIRMED (CP) 63.11%
3156 CONFIRMED (CP) 50.93%
3157 CONFIRMED (CP) 60.98%
3158 CONFIRMED (CP) 92.50%
3159 FALSE POSITIVE 99.58%
3160 CANDIDATE (PC) 96.76%
3161 CANDIDATE (PC) 97.81%
3162 CONFIRMED (CP) 48.06%
3163 CANDIDATE (PC) 52.39%
3164 CANDIDATE (PC) 86.06%
3165 CANDIDATE (PC) 68.06%
3166 CONFIRMED (CP) 98.01%
3167 CANDIDATE (PC) 46.99%
3168 FALSE POSITIVE 55.96%
3169 FALSE POSITIVE 85.23%
3170 CONFIRMED (CP) 48.61%
3171 CANDIDATE (PC) 90.50%
3172 CANDIDATE (PC) 60.24%
3173 CONFIRMED (CP) 38.26%
3174 CONFIRMED (CP) 93.79%
3175 FALSE POSITIVE 60.07%
3176 CONFIRMED (CP) 95.84%
3177 CANDIDATE (PC) 85.76%
3178 FALSE POSITIVE 68.41%
3179 FALSE POSITIVE 93.57%
3180 FALSE POSITIVE 65.11%
3181 FALSE POSITIVE 97.07%
3182 CONFIRMED (CP) 55.05%
3183 CANDIDATE (PC) 85.78%
3184 CANDIDATE (PC) 85.07%
3185 CONFIRMED (CP) 86.11%
3186 FALSE POSITIVE 50.94%
3187 FALSE POSITIVE 98.42%
3188 CONFIRMED (CP) 64.44%
3189 CANDIDATE (PC) 79.73%
3190 FALSE POSITIVE 76.11%
3191 CANDIDATE (PC) 53.46%
3192 CONFIRMED (CP) 73.62%
3193 CANDIDATE (PC) 98.38%
3194 CANDIDATE (PC) 69.34%
3195 CONFIRMED (CP) 95.84%
3196 FALSE POSITIVE 45.55%
3197 CANDIDATE (PC) 44.43%
3198 CANDIDATE (PC) 50.82%
3199 CONFIRMED (CP) 73.25%
3200 CANDIDATE (PC) 48.90%
3201 FALSE POSITIVE 98.30%
3202 CONFIRMED (CP) 80.59%
3203 CONFIRMED (CP) 57.06%
3204 CANDIDATE (PC) 86.44%
3205 CANDIDATE (PC) 82.12%
3206 CANDIDATE (PC) 95.65%
3207 FALSE POSITIVE 96.57%
3208 FALSE POSITIVE 75.98%
3209 CANDIDATE (PC) 85.72%
3210 CANDIDATE (PC) 86.40%
3211 FALSE POSITIVE 99.56%
3212 CONFIRMED (CP) 96.50%
3213 FALSE POSITIVE 86.67%
3214 CANDIDATE (PC) 78.81%
3215 CONFIRMED (CP) 81.91%
3216 CANDIDATE (PC) 73.62%
3217 CANDIDATE (PC) 66.91%
3218 CONFIRMED (CP) 53.38%
3219 CANDIDATE (PC) 80.01%
3220 CONFIRMED (CP) 61.96%
3221 CANDIDATE (PC) 59.05%
3222 CANDIDATE (PC) 51.80%
3223 FALSE POSITIVE 98.49%
3224 CANDIDATE (PC) 47.50%
3225 CANDIDATE (PC) 93.96%
3226 CONFIRMED (CP) 92.93%
3227 CONFIRMED (CP) 97.05%
3228 CONFIRMED (CP) 41.39%
3229 CONFIRMED (CP) 42.18%
3230 CANDIDATE (PC) 82.43%
3231 CANDIDATE (PC) 48.99%
3232 CONFIRMED (CP) 56.69%
3233 CANDIDATE (PC) 58.81%
3234 CANDIDATE (PC) 52.69%
3235 FALSE POSITIVE 99.03%
3236 FALSE POSITIVE 99.12%
3237 CANDIDATE (PC) 71.12%
3238 CONFIRMED (CP) 74.76%
3239 CANDIDATE (PC) 48.13%
3240 CANDIDATE (PC) 90.59%
3241 CANDIDATE (PC) 58.85%
3242 FALSE POSITIVE 98.53%
3243 CANDIDATE (PC) 58.74%
3244 FALSE POSITIVE 98.39%
3245 CONFIRMED (CP) 49.32%
3246 CONFIRMED (CP) 82.07%
3247 CANDIDATE (PC) 50.98%
3248 FALSE POSITIVE 56.81%
3249 FALSE POSITIVE 69.66%
3250 CANDIDATE (PC) 73.29%
3251 CONFIRMED (CP) 73.58%
3252 CONFIRMED (CP) 72.80%
3253 CANDIDATE (PC) 95.66%
3254 CANDIDATE (PC) 85.25%
3255 FALSE POSITIVE 96.78%
3256 FALSE POSITIVE 50.55%
3257 CONFIRMED (CP) 64.11%
3258 CANDIDATE (PC) 64.71%
3259 CANDIDATE (PC) 82.11%
3260 CANDIDATE (PC) 40.12%
3261 CANDIDATE (PC) 98.11%
3262 CANDIDATE (PC) 51.98%
3263 CONFIRMED (CP) 51.97%
3264 CONFIRMED (CP) 94.29%
3265 FALSE POSITIVE 49.82%
3266 CANDIDATE (PC) 58.92%
3267 CANDIDATE (PC) 56.43%
3268 CONFIRMED (CP) 71.26%
3269 CANDIDATE (PC) 74.74%
3270 FALSE POSITIVE 66.34%
3271 CANDIDATE (PC) 88.77%
3272 FALSE POSITIVE 95.60%
3273 CANDIDATE (PC) 84.76%
3274 CANDIDATE (PC) 85.90%
3275 FALSE POSITIVE 68.79%
3276 CANDIDATE (PC) 85.50%
3277 CONFIRMED (CP) 74.42%
3278 CANDIDATE (PC) 59.03%
3279 FALSE POSITIVE 97.71%
3280 CONFIRMED (CP) 92.91%
3281 CONFIRMED (CP) 93.08%
3282 FALSE POSITIVE 95.75%
3283 CANDIDATE (PC) 87.68%
3284 FALSE POSITIVE 96.53%
3285 CONFIRMED (CP) 95.10%
3286 FALSE POSITIVE 89.13%
3287 CANDIDATE (PC) 87.74%
3288 FALSE POSITIVE 68.47%
3289 CANDIDATE (PC) 52.38%
3290 CONFIRMED (CP) 92.11%
3291 CANDIDATE (PC) 83.00%
3292 FALSE POSITIVE 94.75%
3293 FALSE POSITIVE 67.58%
3294 CANDIDATE (PC) 56.96%
3295 CONFIRMED (CP) 61.45%
3296 CONFIRMED (CP) 78.64%
3297 FALSE POSITIVE 94.67%
3298 CANDIDATE (PC) 76.53%
3299 CANDIDATE (PC) 52.32%
3300 CANDIDATE (PC) 45.22%
3301 FALSE POSITIVE 58.30%
3302 CANDIDATE (PC) 71.34%
3303 CANDIDATE (PC) 83.16%
3304 FALSE POSITIVE 98.93%
3305 FALSE POSITIVE 97.44%
3306 FALSE POSITIVE 98.93%
3307 FALSE POSITIVE 96.76%
3308 FALSE POSITIVE 98.58%
3309 CANDIDATE (PC) 83.96%
3310 CANDIDATE (PC) 94.02%
3311 CANDIDATE (PC) 84.97%
3312 FALSE POSITIVE 45.59%
3313 CONFIRMED (CP) 83.58%
3314 CONFIRMED (CP) 70.95%
3315 CANDIDATE (PC) 71.39%
3316 CONFIRMED (CP) 94.72%
3317 CANDIDATE (PC) 77.84%
3318 FALSE POSITIVE 76.49%
3319 CONFIRMED (CP) 49.46%
3320 CANDIDATE (PC) 73.07%
3321 CONFIRMED (CP) 50.89%
3322 CANDIDATE (PC) 44.50%
3323 CONFIRMED (CP) 76.56%
3324 CANDIDATE (PC) 46.52%
3325 FALSE POSITIVE 82.27%
3326 CANDIDATE (PC) 98.68%
3327 CONFIRMED (CP) 42.58%
3328 FALSE POSITIVE 72.62%
3329 CANDIDATE (PC) 65.25%
3330 FALSE POSITIVE 92.14%
3331 CONFIRMED (CP) 93.63%
3332 CANDIDATE (PC) 64.29%
3333 CONFIRMED (CP) 59.05%
3334 FALSE POSITIVE 69.98%
3335 CONFIRMED (CP) 97.42%
3336 CONFIRMED (CP) 82.25%
3337 FALSE POSITIVE 99.19%
3338 CANDIDATE (PC) 94.19%
3339 CANDIDATE (PC) 42.55%
3340 CONFIRMED (CP) 93.18%
3341 CONFIRMED (CP) 64.63%
3342 CONFIRMED (CP) 77.87%
3343 FALSE POSITIVE 97.21%
3344 CONFIRMED (CP) 51.52%
3345 CONFIRMED (CP) 77.57%
3346 CANDIDATE (PC) 42.66%
3347 CANDIDATE (PC) 73.04%
3348 FALSE POSITIVE 98.36%
3349 FALSE POSITIVE 60.26%
3350 CANDIDATE (PC) 61.60%
3351 CANDIDATE (PC) 73.87%
3352 CONFIRMED (CP) 53.43%
3353 CANDIDATE (PC) 56.66%
3354 FALSE POSITIVE 64.48%
3355 FALSE POSITIVE 83.65%
3356 CANDIDATE (PC) 82.89%
3357 FALSE POSITIVE 73.33%
3358 CONFIRMED (CP) 48.99%
3359 CANDIDATE (PC) 43.03%
3360 CONFIRMED (CP) 76.92%
3361 CANDIDATE (PC) 97.77%
3362 CONFIRMED (CP) 68.91%
3363 CONFIRMED (CP) 99.08%
3364 CANDIDATE (PC) 99.03%
3365 CANDIDATE (PC) 50.96%
3366 CONFIRMED (CP) 86.89%
3367 CONFIRMED (CP) 71.25%
3368 CANDIDATE (PC) 88.00%
3369 CONFIRMED (CP) 96.02%
3370 CANDIDATE (PC) 84.30%
3371 CANDIDATE (PC) 82.61%
3372 CONFIRMED (CP) 89.74%
3373 CANDIDATE (PC) 64.77%
3374 FALSE POSITIVE 54.02%
3375 FALSE POSITIVE 99.28%
3376 CONFIRMED (CP) 80.17%
3377 CONFIRMED (CP) 70.58%
3378 CONFIRMED (CP) 67.85%
3379 FALSE POSITIVE 70.43%
3380 FALSE POSITIVE 94.34%
3381 FALSE POSITIVE 81.90%
3382 CANDIDATE (PC) 85.93%
3383 CONFIRMED (CP) 66.37%
3384 CANDIDATE (PC) 72.03%
3385 CONFIRMED (CP) 47.59%
3386 CANDIDATE (PC) 87.13%
3387 FALSE POSITIVE 63.89%
3388 FALSE POSITIVE 91.43%
3389 CONFIRMED (CP) 72.54%
3390 CONFIRMED (CP) 88.76%
3391 FALSE POSITIVE 44.79%
3392 FALSE POSITIVE 78.95%
3393 FALSE POSITIVE 52.16%
3394 CANDIDATE (PC) 65.54%
3395 CANDIDATE (PC) 71.89%
3396 CONFIRMED (CP) 76.98%
3397 CANDIDATE (PC) 80.64%
3398 CANDIDATE (PC) 79.43%
3399 FALSE POSITIVE 98.18%
3400 FALSE POSITIVE 65.25%
3401 CONFIRMED (CP) 45.27%
3402 CANDIDATE (PC) 55.57%
3403 CANDIDATE (PC) 84.73%
3404 FALSE POSITIVE 62.41%
3405 CONFIRMED (CP) 91.26%
3406 FALSE POSITIVE 73.17%
3407 FALSE POSITIVE 98.59%
3408 CANDIDATE (PC) 61.01%
3409 FALSE POSITIVE 51.59%
3410 CANDIDATE (PC) 89.17%
3411 FALSE POSITIVE 60.26%
3412 CANDIDATE (PC) 65.81%
3413 CONFIRMED (CP) 80.80%
3414 FALSE POSITIVE 96.00%
3415 FALSE POSITIVE 94.90%
3416 CANDIDATE (PC) 96.11%
3417 CANDIDATE (PC) 56.64%
3418 CANDIDATE (PC) 56.80%
3419 CANDIDATE (PC) 79.06%
3420 CONFIRMED (CP) 53.72%
3421 CANDIDATE (PC) 44.66%
3422 FALSE POSITIVE 96.07%
3423 CANDIDATE (PC) 51.18%
3424 CANDIDATE (PC) 89.17%
3425 CANDIDATE (PC) 81.25%
3426 CONFIRMED (CP) 95.01%
3427 CANDIDATE (PC) 50.59%
3428 FALSE POSITIVE 59.16%
3429 CONFIRMED (CP) 65.50%
3430 CANDIDATE (PC) 67.94%
3431 CANDIDATE (PC) 46.73%
3432 CANDIDATE (PC) 87.86%
3433 FALSE POSITIVE 97.37%
3434 CONFIRMED (CP) 80.14%
3435 FALSE POSITIVE 97.75%
3436 CANDIDATE (PC) 98.26%
3437 CANDIDATE (PC) 87.78%
3438 CANDIDATE (PC) 77.12%
3439 CANDIDATE (PC) 62.60%
3440 CANDIDATE (PC) 48.70%
3441 FALSE POSITIVE 86.99%
3442 FALSE POSITIVE 50.91%
3443 CONFIRMED (CP) 60.76%
3444 CANDIDATE (PC) 63.39%
3445 CONFIRMED (CP) 97.53%
3446 CANDIDATE (PC) 46.59%
3447 FALSE POSITIVE 96.58%
3448 CANDIDATE (PC) 69.80%
3449 CANDIDATE (PC) 47.41%
3450 CONFIRMED (CP) 91.11%
3451 FALSE POSITIVE 98.84%
3452 FALSE POSITIVE 98.94%
3453 CONFIRMED (CP) 88.14%
3454 CANDIDATE (PC) 90.58%
3455 CANDIDATE (PC) 65.21%
3456 CONFIRMED (CP) 83.46%
3457 CANDIDATE (PC) 50.92%
3458 FALSE POSITIVE 85.81%
3459 CANDIDATE (PC) 83.79%
3460 FALSE POSITIVE 44.08%
3461 CANDIDATE (PC) 76.92%
3462 CANDIDATE (PC) 84.60%
3463 CONFIRMED (CP) 41.01%
3464 CANDIDATE (PC) 38.96%
3465 FALSE POSITIVE 89.90%
3466 CONFIRMED (CP) 89.62%
3467 CANDIDATE (PC) 48.23%
3468 CONFIRMED (CP) 79.53%
3469 CONFIRMED (CP) 81.37%
3470 CANDIDATE (PC) 70.18%
3471 CONFIRMED (CP) 41.17%
3472 CANDIDATE (PC) 85.21%
3473 CANDIDATE (PC) 52.69%
3474 FALSE POSITIVE 88.29%
3475 CONFIRMED (CP) 80.59%
3476 CANDIDATE (PC) 76.59%
3477 CANDIDATE (PC) 56.45%
3478 CONFIRMED (CP) 62.20%
3479 CANDIDATE (PC) 73.87%
3480 CANDIDATE (PC) 54.99%
3481 CANDIDATE (PC) 78.02%
3482 CONFIRMED (CP) 93.85%
3483 FALSE POSITIVE 76.19%
3484 CANDIDATE (PC) 88.66%
3485 FALSE POSITIVE 97.89%
3486 CANDIDATE (PC) 54.04%
3487 FALSE POSITIVE 98.99%
3488 CONFIRMED (CP) 47.03%
3489 CANDIDATE (PC) 43.88%
3490 CANDIDATE (PC) 95.11%
3491 FALSE POSITIVE 97.07%
3492 FALSE POSITIVE 98.29%
3493 CONFIRMED (CP) 97.96%
3494 FALSE POSITIVE 94.26%
3495 CANDIDATE (PC) 45.42%
3496 CANDIDATE (PC) 66.17%
3497 CONFIRMED (CP) 82.70%
3498 FALSE POSITIVE 55.25%
3499 CANDIDATE (PC) 85.55%
3500 CANDIDATE (PC) 86.20%
3501 CANDIDATE (PC) 73.50%
3502 FALSE POSITIVE 71.03%
3503 CANDIDATE (PC) 47.42%
3504 FALSE POSITIVE 51.56%
3505 CANDIDATE (PC) 51.13%
3506 FALSE POSITIVE 84.76%
3507 CANDIDATE (PC) 75.78%
3508 CANDIDATE (PC) 50.49%
3509 CONFIRMED (CP) 86.93%
3510 CANDIDATE (PC) 90.39%
3511 CANDIDATE (PC) 49.95%
3512 CANDIDATE (PC) 41.56%
3513 CONFIRMED (CP) 94.08%
3514 FALSE POSITIVE 62.94%
3515 FALSE POSITIVE 54.84%
3516 CANDIDATE (PC) 81.74%
3517 CANDIDATE (PC) 71.96%
3518 CONFIRMED (CP) 84.76%
3519 FALSE POSITIVE 96.03%
3520 CANDIDATE (PC) 89.25%
3521 CONFIRMED (CP) 95.97%
3522 CANDIDATE (PC) 63.13%
3523 FALSE POSITIVE 68.47%
3524 CANDIDATE (PC) 83.99%
3525 FALSE POSITIVE 97.83%
3526 CANDIDATE (PC) 75.19%
3527 CONFIRMED (CP) 78.46%
3528 CANDIDATE (PC) 82.30%
3529 CONFIRMED (CP) 79.65%
3530 FALSE POSITIVE 98.02%
3531 CANDIDATE (PC) 95.97%
3532 CONFIRMED (CP) 84.41%
3533 CONFIRMED (CP) 53.21%
3534 FALSE POSITIVE 55.20%
3535 CANDIDATE (PC) 57.21%
3536 FALSE POSITIVE 88.64%
3537 CONFIRMED (CP) 84.79%
3538 CANDIDATE (PC) 44.40%
3539 CANDIDATE (PC) 98.36%
3540 CANDIDATE (PC) 48.63%
3541 CONFIRMED (CP) 67.17%
3542 FALSE POSITIVE 53.53%
3543 CONFIRMED (CP) 91.64%
3544 CONFIRMED (CP) 79.93%
3545 FALSE POSITIVE 91.66%
3546 FALSE POSITIVE 99.06%
3547 CONFIRMED (CP) 48.70%
3548 CANDIDATE (PC) 48.93%
3549 CANDIDATE (PC) 73.21%
3550 CANDIDATE (PC) 85.08%
3551 CONFIRMED (CP) 91.21%
3552 CANDIDATE (PC) 84.29%
3553 CANDIDATE (PC) 93.11%
3554 FALSE POSITIVE 99.02%
3555 FALSE POSITIVE 53.79%
3556 CANDIDATE (PC) 74.29%
3557 CONFIRMED (CP) 75.28%
3558 FALSE POSITIVE 97.64%
3559 CONFIRMED (CP) 89.80%
3560 FALSE POSITIVE 39.04%
3561 CANDIDATE (PC) 62.78%
3562 CANDIDATE (PC) 52.69%
3563 CANDIDATE (PC) 95.28%
3564 CANDIDATE (PC) 97.55%
3565 CANDIDATE (PC) 41.34%
3566 CONFIRMED (CP) 93.51%
3567 CANDIDATE (PC) 44.40%
3568 CANDIDATE (PC) 89.33%
3569 FALSE POSITIVE 98.44%
3570 CONFIRMED (CP) 90.52%
3571 CONFIRMED (CP) 92.46%
3572 FALSE POSITIVE 89.01%
3573 CONFIRMED (CP) 96.67%
3574 CANDIDATE (PC) 83.21%
3575 CONFIRMED (CP) 75.22%
3576 CANDIDATE (PC) 58.56%
3577 CANDIDATE (PC) 82.36%
