RESULTADOS DEL MODELO: XGBoost
2874 CONFIRMED (CP) 95.60%
2875 CONFIRMED (CP) 65.62%
2876 CANDIDATE (PC) 82.07%
2877 FALSE POSITIVE 92.30%
2878 CONFIRMED (CP) 45.78%
2879 CANDIDATE (PC) 58.92%
2880 CANDIDATE (PC) 84.37%
2881 CONFIRMED (CP) 73.02%
2882 CONFIRMED (CP) 57.94%
2883 CONFIRMED (CP) 88.48%
2884 FALSE POSITIVE 54.80%
2885 CANDIDATE (PC) 94.48%
2886 FALSE POSITIVE 95.70%
2887 CONFIRMED (CP) 98.34%
2888 CONFIRMED (CP) 99.13%
2889 FALSE POSITIVE 95.03%
2890 CONFIRMED (CP) 82.71%
2891 FALSE POSITIVE 79.48%
2892 CONFIRMED (CP) 97.50%
2893 CONFIRMED (CP) 89.40%
2894 CONFIRMED (CP) 99.55%
2895 CONFIRMED (CP) 81.16%
2896 CANDIDATE (PC) 93.86%
2897 CANDIDATE (PC) 76.27%
2898 CONFIRMED (CP) 97.94%
2899 FALSE POSITIVE 71.33%
2900 CONFIRMED (CP) 95.79%
2901 FALSE POSITIVE 99.05%
2902 CONFIRMED (CP) 69.75%
2903 FALSE POSITIVE 63.67%
2904 FALSE POSITIVE 82.04%
2905 CANDIDATE (PC) 99.26%
2906 CONFIRMED (CP) 92.12%
2907 CONFIRMED (CP) 71.38%
2908 CONFIRMED (CP) 85.58%
2909 FALSE POSITIVE 71.43%
2910 FALSE POSITIVE 85.18%
2911 CANDIDATE (PC) 99.74%
2912 FALSE POSITIVE 66.36%
2913 CANDIDATE (PC) 52.27%
2914 CANDIDATE (PC) 82.04%
2915 CONFIRMED (CP) 61.98%
2916 CANDIDATE (PC) 99.83%
2917 CANDIDATE (PC) 90.91%
2918 CANDIDATE (PC) 93.41%
2919 CANDIDATE (PC) 97.54%
2920 CANDIDATE (PC) 94.52%
2921 CONFIRMED (CP) 85.93%
2922 FALSE POSITIVE 72.80%
2923 FALSE POSITIVE 95.96%
2924 CANDIDATE (PC) 94.66%
2925 FALSE POSITIVE 59.40%
2926 CANDIDATE (PC) 95.02%
2927 CONFIRMED (CP) 98.37%
2928 FALSE POSITIVE 93.86%
2929 CONFIRMED (CP) 92.04%
2930 CANDIDATE (PC) 93.69%
2931 CONFIRMED (CP) 96.89%
2932 CONFIRMED (CP) 97.32%
2933 CANDIDATE (PC) 59.88%
2934 CANDIDATE (PC) 81.21%
2935 CANDIDATE (PC) 89.29%
2936 CONFIRMED (CP) 92.74%
2937 CONFIRMED (CP) 97.94%
2938 FALSE POSITIVE 99.12%
2939 CONFIRMED (CP) 98.40%
2940 FALSE POSITIVE 99.46%
2941 CONFIRMED (CP) 97.58%
2942 FALSE POSITIVE 65.62%
2943 FALSE POSITIVE 83.05%
2944 CANDIDATE (PC) 95.46%
2945 CONFIRMED (CP) 91.91%
2946 FALSE POSITIVE 71.51%
2947 FALSE POSITIVE 99.91%
2948 CANDIDATE (PC) 52.77%
2949 FALSE POSITIVE 97.03%
2950 FALSE POSITIVE 53.40%
2951 CANDIDATE (PC) 84.98%
2952 FALSE POSITIVE 57.24%
2953 CONFIRMED (CP) 96.43%
2954 FALSE POSITIVE 61.27%
2955 FALSE POSITIVE 98.70%
2956 FALSE POSITIVE 96.07%
2957 CANDIDATE (PC) 83.95%
2958 CANDIDATE (PC) 92.39%
2959 CANDIDATE (PC) 43.77%
2960 CANDIDATE (PC) 81.04%
2961 FALSE POSITIVE 51.27%
2962 FALSE POSITIVE 50.67%
2963 CONFIRMED (CP) 44.20%
2964 CANDIDATE (PC) 98.44%
2965 CANDIDATE (PC) 87.70%
2966 CANDIDATE (PC) 54.00%
2967 CONFIRMED (CP) 66.71%
2968 FALSE POSITIVE 82.48%
2969 CONFIRMED (CP) 59.30%
2970 CONFIRMED (CP) 58.55%
2971 FALSE POSITIVE 71.76%
2972 CANDIDATE (PC) 95.88%
2973 CANDIDATE (PC) 95.52%
2974 FALSE POSITIVE 52.75%
2975 FALSE POSITIVE 97.86%
2976 CONFIRMED (CP) 99.06%
2977 CONFIRMED (CP) 99.04%
2978 CANDIDATE (PC) 82.51%
2979 CANDIDATE (PC) 83.91%
2980 CANDIDATE (PC) 68.19%
2981 FALSE POSITIVE 58.06%
2982 CANDIDATE (PC) 98.38%
2983 FALSE POSITIVE 96.25%
2984 FALSE POSITIVE 64.29%
2985 CANDIDATE (PC) 86.44%
2986 CANDIDATE (PC) 99.74%
2987 CANDIDATE (PC) 79.80%
2988 CANDIDATE (PC) 80.55%
2989 CONFIRMED (CP) 65.05%
2990 CANDIDATE (PC) 70.60%
2991 FALSE POSITIVE 92.52%
2992 FALSE POSITIVE 85.98%
2993 FALSE POSITIVE 94.50%
2994 CONFIRMED (CP) 92.08%
2995 CANDIDATE (PC) 95.08%
2996 FALSE POSITIVE 81.70%
2997 CONFIRMED (CP) 97.99%
2998 CANDIDATE (PC) 65.78%
2999 FALSE POSITIVE 89.09%
3000 CONFIRMED (CP) 99.14%
3001 CANDIDATE (PC) 57.29%
3002 CANDIDATE (PC) 86.53%
3003 CANDIDATE (PC) 87.51%
3004 CANDIDATE (PC) 97.73%
3005 FALSE POSITIVE 98.26%
3006 CONFIRMED (CP) 93.04%
3007 CONFIRMED (CP) 77.64%
3008 FALSE POSITIVE 99.16%
3009 CANDIDATE (PC) 77.26%
3010 CANDIDATE (PC) 81.36%
3011 CANDIDATE (PC) 48.46%
3012 CANDIDATE (PC) 89.97%
3013 CONFIRMED (CP) 44.44%
3014 CONFIRMED (CP) 99.33%
3015 FALSE POSITIVE 63.81%
3016 CANDIDATE (PC) 62.06%
3017 FALSE POSITIVE 89.58%
3018 CONFIRMED (CP) 98.27%
3019 FALSE POSITIVE 99.45%
3020 CANDIDATE (PC) 55.91%
3021 FALSE POSITIVE 99.69%
3022 FALSE POSITIVE 99.46%
3023 CONFIRMED (CP) 49.72%
3024 CONFIRMED (CP) 99.14%
3025 CANDIDATE (PC) 90.14%
3026 FALSE POSITIVE 59.63%
3027 FALSE POSITIVE 92.09%
3028 CANDIDATE (PC) 49.97%
3029 FALSE POSITIVE 99.38%
3030 FALSE POSITIVE 60.39%
3031 CANDIDATE (PC) 82.43%
3032 CANDIDATE (PC) 80.11%
3033 CANDIDATE (PC) 95.92%
3034 CONFIRMED (CP) 47.71%
3035 FALSE POSITIVE 88.48%
3036 FALSE POSITIVE 98.17%
3037 CONFIRMED (CP) 99.08%
3038 CANDIDATE (PC) 89.44%
3039 CANDIDATE (PC) 43.42%
3040 FALSE POSITIVE 68.56%
3041 CANDIDATE (PC) 82.59%
3042 CANDIDATE (PC) 92.70%
3043 CANDIDATE (PC) 76.58%
3044 CANDIDATE (PC) 37.48%
3045 FALSE POSITIVE 65.09%
3046 FALSE POSITIVE 99.66%
3047 CONFIRMED (CP) 58.67%
3048 CANDIDATE (PC) 94.01%
3049 CONFIRMED (CP) 45.07%
3050 CANDIDATE (PC) 92.10%
3051 FALSE POSITIVE 63.47%
3052 FALSE POSITIVE 86.94%
3053 CONFIRMED (CP) 97.23%
3054 FALSE POSITIVE 91.30%
3055 CONFIRMED (CP) 96.70%
3056 CANDIDATE (PC) 95.92%
3057 CONFIRMED (CP) 58.53%
3058 CANDIDATE (PC) 94.87%
3059 FALSE POSITIVE 99.92%
3060 CANDIDATE (PC) 59.95%
3061 FALSE POSITIVE 64.44%
3062 CANDIDATE (PC) 94.93%
3063 FALSE POSITIVE 46.03%
3064 FALSE POSITIVE 92.16%
3065 CONFIRMED (CP) 99.48%
3066 CANDIDATE (PC) 55.13%
3067 CANDIDATE (PC) 68.33%
3068 CONFIRMED (CP) 91.47%
3069 CONFIRMED (CP) 47.97%
3070 CANDIDATE (PC) 54.06%
3071 CONFIRMED (CP) 93.59%
3072 CONFIRMED (CP) 71.55%
3073 CONFIRMED (CP) 88.90%
3074 CANDIDATE (PC) 87.97%
3075 CANDIDATE (PC) 82.71%
3076 CONFIRMED (CP) 81.77%
3077 CANDIDATE (PC) 89.72%
3078 CANDIDATE (PC) 99.92%
3079 CANDIDATE (PC) 90.69%
3080 FALSE POSITIVE 94.79%
3081 CONFIRMED (CP) 97.32%
3082 CONFIRMED (CP) 96.56%
3083 CANDIDATE (PC) 89.61%
3084 CANDIDATE (PC) 90.83%
3085 CANDIDATE (PC) 73.99%
3086 CANDIDATE (PC) 99.88%
3087 CONFIRMED (CP) 98.13%
3088 FALSE POSITIVE 51.75%
3089 CONFIRMED (CP) 99.47%
3090 CONFIRMED (CP) 97.32%
3091 CONFIRMED (CP) 97.82%
3092 FALSE POSITIVE 88.44%
3093 CANDIDATE (PC) 99.27%
3094 FALSE POSITIVE 99.84%
3095 CANDIDATE (PC) 97.48%
3096 CANDIDATE (PC) 54.81%
3097 CONFIRMED (CP) 97.90%
3098 CANDIDATE (PC) 80.71%
3099 CONFIRMED (CP) 96.88%
3100 CANDIDATE (PC) 81.93%
3101 CANDIDATE (PC) 90.37%
3102 CONFIRMED (CP) 99.28%
3103 CONFIRMED (CP) 72.88%
3104 FALSE POSITIVE 98.26%
3105 CANDIDATE (PC) 55.89%
3106 FALSE POSITIVE 49.18%
3107 CONFIRMED (CP) 52.06%
3108 FALSE POSITIVE 91.71%
3109 CANDIDATE (PC) 89.43%
3110 CANDIDATE (PC) 68.43%
3111 CANDIDATE (PC) 50.72%
3112 CANDIDATE (PC) 97.25%
3113 CANDIDATE (PC) 79.32%
3114 CANDIDATE (PC) 93.64%
3115 CONFIRMED (CP) 62.31%
3116 CONFIRMED (CP) 95.90%
3117 FALSE POSITIVE 97.74%
3118 CANDIDATE (PC) 63.16%
3119 CANDIDATE (PC) 48.05%
3120 CONFIRMED (CP) 97.40%
3121 CANDIDATE (PC) 97.05%
3122 FALSE POSITIVE 52.19%
3123 CONFIRMED (CP) 93.02%
3124 CONFIRMED (CP) 44.62%
3125 CANDIDATE (PC) 93.38%
3126 CONFIRMED (CP) 78.30%
3127 CANDIDATE (PC) 79.69%
3128 FALSE POSITIVE 66.63%
3129 CANDIDATE (PC) 91.27%
3130 CONFIRMED (CP) 96.87%
3131 CANDIDATE (PC) 78.94%
3132 CONFIRMED (CP) 99.01%
3133 CONFIRMED (CP) 97.84%
3134 CANDIDATE (PC) 93.09%
3135 CANDIDATE (PC) 90.23%
3136 FALSE POSITIVE 94.95%
3137 CONFIRMED (CP) 98.50%
3138 CANDIDATE (PC) 59.40%
3139 CONFIRMED (CP) 44.89%
3140 FALSE POSITIVE 62.24%
3141 FALSE POSITIVE 98.65%
3142 FALSE POSITIVE 99.85%
3143 CANDIDATE (PC) 92.83%
3144 CANDIDATE (PC) 96.07%
3145 FALSE POSITIVE 58.33%
3146 FALSE POSITIVE 52.00%
3147 CANDIDATE (PC) 74.89%
3148 CONFIRMED (CP) 98.40%
3149 CANDIDATE (PC) 52.76%
3150 CONFIRMED (CP) 95.74%
3151 CANDIDATE (PC) 43.56%
3152 FALSE POSITIVE 99.55%
3153 CONFIRMED (CP) 80.88%
3154 CONFIRMED (CP) 78.67%
3155 CONFIRMED (CP) 66.30%
3156 FALSE POSITIVE 50.68%
3157 CONFIRMED (CP) 38.85%
3158 CONFIRMED (CP) 90.98%
3159 FALSE POSITIVE 99.38%
3160 CANDIDATE (PC) 99.82%
3161 CANDIDATE (PC) 99.89%
3162 CONFIRMED (CP) 97.40%
3163 CANDIDATE (PC) 79.88%
3164 CANDIDATE (PC) 96.25%
3165 CANDIDATE (PC) 51.01%
3166 CONFIRMED (CP) 98.82%
3167 FALSE POSITIVE 48.64%
3168 FALSE POSITIVE 55.47%
3169 FALSE POSITIVE 94.18%
3170 FALSE POSITIVE 53.03%
3171 CANDIDATE (PC) 91.69%
3172 CANDIDATE (PC) 57.59%
3173 FALSE POSITIVE 51.04%
3174 CONFIRMED (CP) 98.63%
3175 CANDIDATE (PC) 53.48%
3176 CONFIRMED (CP) 99.48%
3177 CANDIDATE (PC) 91.34%
3178 FALSE POSITIVE 49.32%
3179 FALSE POSITIVE 97.02%
3180 FALSE POSITIVE 61.68%
3181 FALSE POSITIVE 93.22%
3182 CANDIDATE (PC) 96.64%
3183 CANDIDATE (PC) 93.38%
3184 CANDIDATE (PC) 93.20%
3185 CONFIRMED (CP) 84.95%
3186 FALSE POSITIVE 82.34%
3187 FALSE POSITIVE 99.93%
3188 CONFIRMED (CP) 98.53%
3189 CANDIDATE (PC) 99.36%
3190 FALSE POSITIVE 80.27%
3191 CANDIDATE (PC) 90.08%
3192 CANDIDATE (PC) 44.39%
3193 CANDIDATE (PC) 97.23%
3194 CANDIDATE (PC) 76.72%
3195 CONFIRMED (CP) 97.83%
3196 CANDIDATE (PC) 35.99%
3197 CANDIDATE (PC) 41.12%
3198 CONFIRMED (CP) 97.19%
3199 CONFIRMED (CP) 88.12%
3200 FALSE POSITIVE 79.48%
3201 FALSE POSITIVE 91.85%
3202 CANDIDATE (PC) 93.23%
3203 CONFIRMED (CP) 60.82%
3204 CANDIDATE (PC) 90.78%
3205 CANDIDATE (PC) 79.48%
3206 CANDIDATE (PC) 99.63%
3207 FALSE POSITIVE 95.74%
3208 FALSE POSITIVE 83.30%
3209 CANDIDATE (PC) 91.59%
3210 CANDIDATE (PC) 93.84%
3211 FALSE POSITIVE 99.54%
3212 CONFIRMED (CP) 99.49%
3213 FALSE POSITIVE 90.65%
3214 CANDIDATE (PC) 86.33%
3215 CONFIRMED (CP) 97.10%
3216 CANDIDATE (PC) 41.63%
3217 CANDIDATE (PC) 87.33%
3218 CANDIDATE (PC) 60.72%
3219 CANDIDATE (PC) 85.83%
3220 CANDIDATE (PC) 48.21%
3221 CANDIDATE (PC) 90.46%
3222 FALSE POSITIVE 54.51%
3223 FALSE POSITIVE 98.53%
3224 FALSE POSITIVE 55.75%
3225 CANDIDATE (PC) 99.59%
3226 CONFIRMED (CP) 90.60%
3227 CONFIRMED (CP) 95.96%
3228 CANDIDATE (PC) 53.95%
3229 CONFIRMED (CP) 99.24%
3230 CANDIDATE (PC) 87.28%
3231 CANDIDATE (PC) 63.10%
3232 CANDIDATE (PC) 89.11%
3233 CANDIDATE (PC) 89.76%
3234 CANDIDATE (PC) 82.36%
3235 FALSE POSITIVE 98.68%
3236 FALSE POSITIVE 99.81%
3237 CONFIRMED (CP) 97.91%
3238 CONFIRMED (CP) 83.19%
3239 CANDIDATE (PC) 60.16%
3240 CANDIDATE (PC) 90.81%
3241 CANDIDATE (PC) 96.12%
3242 FALSE POSITIVE 98.09%
3243 CANDIDATE (PC) 52.85%
3244 FALSE POSITIVE 98.85%
3245 CONFIRMED (CP) 97.48%
3246 CONFIRMED (CP) 78.47%
3247 CANDIDATE (PC) 83.46%
3248 FALSE POSITIVE 63.31%
3249 FALSE POSITIVE 62.47%
3250 CANDIDATE (PC) 87.60%
3251 CANDIDATE (PC) 47.41%
3252 CONFIRMED (CP) 68.13%
3253 CANDIDATE (PC) 91.92%
3254 CANDIDATE (PC) 73.26%
3255 FALSE POSITIVE 96.74%
3256 CANDIDATE (PC) 74.78%
3257 CONFIRMED (CP) 43.72%
3258 CANDIDATE (PC) 92.77%
3259 CANDIDATE (PC) 75.98%
3260 FALSE POSITIVE 42.82%
3261 CANDIDATE (PC) 99.89%
3262 CANDIDATE (PC) 96.44%
3263 CONFIRMED (CP) 95.41%
3264 CONFIRMED (CP) 99.44%
3265 CANDIDATE (PC) 62.52%
3266 CANDIDATE (PC) 56.51%
3267 CANDIDATE (PC) 77.42%
3268 CONFIRMED (CP) 84.68%
3269 CANDIDATE (PC) 90.88%
3270 FALSE POSITIVE 78.10%
3271 CANDIDATE (PC) 94.17%
3272 FALSE POSITIVE 91.34%
3273 CANDIDATE (PC) 90.46%
3274 CANDIDATE (PC) 92.82%
3275 FALSE POSITIVE 69.45%
3276 CANDIDATE (PC) 76.66%
3277 CONFIRMED (CP) 47.87%
3278 CONFIRMED (CP) 95.67%
3279 FALSE POSITIVE 98.31%
3280 CONFIRMED (CP) 95.82%
3281 CONFIRMED (CP) 89.26%
3282 FALSE POSITIVE 99.86%
3283 CANDIDATE (PC) 94.92%
3284 FALSE POSITIVE 86.15%
3285 CONFIRMED (CP) 99.09%
3286 FALSE POSITIVE 97.92%
3287 CANDIDATE (PC) 84.30%
3288 FALSE POSITIVE 52.76%
3289 FALSE POSITIVE 55.55%
3290 CONFIRMED (CP) 90.29%
3291 CANDIDATE (PC) 90.95%
3292 FALSE POSITIVE 99.45%
3293 FALSE POSITIVE 60.36%
3294 CANDIDATE (PC) 56.90%
3295 CONFIRMED (CP) 51.90%
3296 CONFIRMED (CP) 97.79%
3297 FALSE POSITIVE 95.60%
3298 CANDIDATE (PC) 90.32%
3299 CONFIRMED (CP) 75.20%
3300 CONFIRMED (CP) 94.82%
3301 CANDIDATE (PC) 52.76%
3302 CANDIDATE (PC) 82.51%
3303 CANDIDATE (PC) 90.83%
3304 FALSE POSITIVE 99.63%
3305 FALSE POSITIVE 98.65%
3306 FALSE POSITIVE 97.99%
3307 FALSE POSITIVE 99.76%
3308 FALSE POSITIVE 99.60%
3309 CANDIDATE (PC) 77.99%
3310 CANDIDATE (PC) 99.69%
3311 CANDIDATE (PC) 91.70%
3312 CONFIRMED (CP) 46.02%
3313 CONFIRMED (CP) 98.12%
3314 CONFIRMED (CP) 98.15%
3315 CANDIDATE (PC) 55.84%
3316 CONFIRMED (CP) 94.26%
3317 CANDIDATE (PC) 91.87%
3318 FALSE POSITIVE 80.07%
3319 FALSE POSITIVE 55.23%
3320 CANDIDATE (PC) 64.30%
3321 CONFIRMED (CP) 73.59%
3322 CANDIDATE (PC) 39.05%
3323 CONFIRMED (CP) 98.05%
3324 CONFIRMED (CP) 44.26%
3325 FALSE POSITIVE 91.44%
3326 CANDIDATE (PC) 97.34%
3327 CANDIDATE (PC) 46.99%
3328 FALSE POSITIVE 72.39%
3329 CANDIDATE (PC) 64.46%
3330 FALSE POSITIVE 99.82%
3331 CONFIRMED (CP) 97.63%
3332 CONFIRMED (CP) 97.44%
3333 CONFIRMED (CP) 41.24%
3334 FALSE POSITIVE 73.08%
3335 CONFIRMED (CP) 97.27%
3336 CONFIRMED (CP) 98.33%
3337 FALSE POSITIVE 99.28%
3338 CANDIDATE (PC) 99.81%
3339 CONFIRMED (CP) 43.37%
3340 CONFIRMED (CP) 90.00%
3341 CONFIRMED (CP) 96.47%
3342 CANDIDATE (PC) 88.22%
3343 FALSE POSITIVE 96.27%
3344 CONFIRMED (CP) 97.47%
3345 CONFIRMED (CP) 93.00%
3346 CANDIDATE (PC) 62.96%
3347 CONFIRMED (CP) 67.03%
3348 FALSE POSITIVE 98.98%
3349 CANDIDATE (PC) 58.09%
3350 CANDIDATE (PC) 58.95%
3351 CANDIDATE (PC) 73.93%
3352 CONFIRMED (CP) 53.04%
3353 CANDIDATE (PC) 53.00%
3354 FALSE POSITIVE 73.72%
3355 FALSE POSITIVE 90.58%
3356 CANDIDATE (PC) 93.55%
3357 FALSE POSITIVE 70.24%
3358 CONFIRMED (CP) 58.09%
3359 CONFIRMED (CP) 96.61%
3360 CONFIRMED (CP) 83.09%
3361 CANDIDATE (PC) 92.27%
3362 CONFIRMED (CP) 54.10%
3363 CONFIRMED (CP) 99.80%
3364 CANDIDATE (PC) 99.74%
3365 CANDIDATE (PC) 68.52%
3366 CONFIRMED (CP) 86.89%
3367 CONFIRMED (CP) 86.24%
3368 CANDIDATE (PC) 91.81%
3369 CONFIRMED (CP) 99.45%
3370 CANDIDATE (PC) 94.43%
3371 CANDIDATE (PC) 95.16%
3372 CONFIRMED (CP) 86.67%
3373 CONFIRMED (CP) 49.56%
3374 CANDIDATE (PC) 96.14%
3375 FALSE POSITIVE 99.93%
3376 CONFIRMED (CP) 88.61%
3377 CONFIRMED (CP) 45.66%
3378 CONFIRMED (CP) 84.00%
3379 FALSE POSITIVE 87.84%
3380 FALSE POSITIVE 85.77%
3381 FALSE POSITIVE 75.63%
3382 CANDIDATE (PC) 90.18%
3383 CONFIRMED (CP) 74.09%
3384 CANDIDATE (PC) 85.51%
3385 CANDIDATE (PC) 90.01%
3386 CANDIDATE (PC) 92.25%
3387 FALSE POSITIVE 83.36%
3388 FALSE POSITIVE 70.91%
3389 FALSE POSITIVE 41.92%
3390 CONFIRMED (CP) 95.52%
3391 CANDIDATE (PC) 41.99%
3392 FALSE POSITIVE 80.91%
3393 FALSE POSITIVE 51.30%
3394 CANDIDATE (PC) 65.37%
3395 CANDIDATE (PC) 78.83%
3396 CONFIRMED (CP) 91.10%
3397 CANDIDATE (PC) 93.53%
3398 CANDIDATE (PC) 75.27%
3399 FALSE POSITIVE 99.81%
3400 CANDIDATE (PC) 57.08%
3401 CONFIRMED (CP) 56.55%
3402 CANDIDATE (PC) 81.19%
3403 CANDIDATE (PC) 95.70%
3404 FALSE POSITIVE 64.27%
3405 CONFIRMED (CP) 95.47%
3406 FALSE POSITIVE 75.51%
3407 FALSE POSITIVE 99.81%
3408 CANDIDATE (PC) 87.91%
3409 FALSE POSITIVE 70.99%
3410 CANDIDATE (PC) 89.02%
3411 FALSE POSITIVE 64.34%
3412 FALSE POSITIVE 76.36%
3413 CANDIDATE (PC) 93.13%
3414 FALSE POSITIVE 98.40%
3415 FALSE POSITIVE 88.34%
3416 CANDIDATE (PC) 98.45%
3417 CANDIDATE (PC) 57.04%
3418 CANDIDATE (PC) 89.18%
3419 CONFIRMED (CP) 98.71%
3420 CONFIRMED (CP) 76.44%
3421 CANDIDATE (PC) 64.04%
3422 FALSE POSITIVE 99.93%
3423 CANDIDATE (PC) 55.66%
3424 CANDIDATE (PC) 90.07%
3425 CANDIDATE (PC) 62.20%
3426 CONFIRMED (CP) 99.15%
3427 CONFIRMED (CP) 96.53%
3428 FALSE POSITIVE 68.91%
3429 FALSE POSITIVE 59.27%
3430 CANDIDATE (PC) 86.59%
3431 CANDIDATE (PC) 54.73%
3432 CANDIDATE (PC) 86.31%
3433 FALSE POSITIVE 99.75%
3434 CANDIDATE (PC) 88.01%
3435 FALSE POSITIVE 98.44%
3436 CANDIDATE (PC) 96.34%
3437 CONFIRMED (CP) 98.93%
3438 CANDIDATE (PC) 93.25%
3439 CANDIDATE (PC) 73.82%
3440 CANDIDATE (PC) 63.79%
3441 FALSE POSITIVE 98.33%
3442 CANDIDATE (PC) 57.08%
3443 CONFIRMED (CP) 52.40%
3444 CONFIRMED (CP) 90.99%
3445 CONFIRMED (CP) 99.57%
3446 CANDIDATE (PC) 60.46%
3447 FALSE POSITIVE 99.78%
3448 CANDIDATE (PC) 56.12%
3449 CANDIDATE (PC) 50.89%
3450 CONFIRMED (CP) 76.50%
3451 FALSE POSITIVE 99.91%
3452 FALSE POSITIVE 99.69%
3453 CONFIRMED (CP) 99.38%
3454 CANDIDATE (PC) 95.52%
3455 CANDIDATE (PC) 48.32%
3456 CONFIRMED (CP) 93.36%
3457 CANDIDATE (PC) 66.32%
3458 FALSE POSITIVE 57.11%
3459 CANDIDATE (PC) 91.34%
3460 FALSE POSITIVE 89.72%
3461 CANDIDATE (PC) 88.48%
3462 CONFIRMED (CP) 99.06%
3463 CANDIDATE (PC) 62.19%
3464 FALSE POSITIVE 49.69%
3465 FALSE POSITIVE 92.03%
3466 CONFIRMED (CP) 97.21%
3467 CANDIDATE (PC) 86.75%
3468 CONFIRMED (CP) 99.29%
3469 CANDIDATE (PC) 57.75%
3470 CANDIDATE (PC) 67.13%
3471 CANDIDATE (PC) 42.05%
3472 CANDIDATE (PC) 83.32%
3473 CANDIDATE (PC) 92.64%
3474 FALSE POSITIVE 95.43%
3475 CONFIRMED (CP) 97.98%
3476 CANDIDATE (PC) 66.91%
3477 CONFIRMED (CP) 97.29%
3478 CONFIRMED (CP) 77.29%
3479 CANDIDATE (PC) 71.99%
3480 CANDIDATE (PC) 61.67%
3481 CANDIDATE (PC) 90.15%
3482 CONFIRMED (CP) 90.90%
3483 FALSE POSITIVE 95.81%
3484 CANDIDATE (PC) 85.07%
3485 FALSE POSITIVE 99.86%
3486 CANDIDATE (PC) 50.87%
3487 FALSE POSITIVE 99.65%
3488 CANDIDATE (PC) 91.52%
3489 FALSE POSITIVE 62.45%
3490 CANDIDATE (PC) 99.87%
3491 FALSE POSITIVE 98.95%
3492 FALSE POSITIVE 99.88%
3493 CONFIRMED (CP) 95.42%
3494 FALSE POSITIVE 97.77%
3495 CONFIRMED (CP) 97.14%
3496 CANDIDATE (PC) 91.09%
3497 CONFIRMED (CP) 75.46%
3498 CANDIDATE (PC) 51.61%
3499 CANDIDATE (PC) 90.65%
3500 CANDIDATE (PC) 94.09%
3501 CANDIDATE (PC) 68.66%
3502 FALSE POSITIVE 74.50%
3503 CONFIRMED (CP) 67.73%
3504 FALSE POSITIVE 59.07%
3505 CANDIDATE (PC) 76.36%
3506 FALSE POSITIVE 63.55%
3507 CANDIDATE (PC) 88.37%
3508 CANDIDATE (PC) 52.14%
3509 CONFIRMED (CP) 86.45%
3510 CANDIDATE (PC) 94.18%
3511 CANDIDATE (PC) 93.04%
3512 FALSE POSITIVE 34.39%
3513 CONFIRMED (CP) 92.61%
3514 FALSE POSITIVE 74.31%
3515 FALSE POSITIVE 74.07%
3516 CANDIDATE (PC) 88.87%
3517 CANDIDATE (PC) 93.88%
3518 CONFIRMED (CP) 83.86%
3519 FALSE POSITIVE 98.11%
3520 CANDIDATE (PC) 93.94%
3521 CONFIRMED (CP) 98.80%
3522 CONFIRMED (CP) 99.18%
3523 FALSE POSITIVE 62.73%
3524 CANDIDATE (PC) 94.03%
3525 FALSE POSITIVE 99.81%
3526 CANDIDATE (PC) 88.72%
3527 CONFIRMED (CP) 92.18%
3528 CANDIDATE (PC) 68.86%
3529 CONFIRMED (CP) 65.48%
3530 FALSE POSITIVE 96.33%
3531 CANDIDATE (PC) 93.06%
3532 CANDIDATE (PC) 70.03%
3533 CANDIDATE (PC) 90.38%
3534 FALSE POSITIVE 51.57%
3535 CANDIDATE (PC) 75.99%
3536 FALSE POSITIVE 91.91%
3537 CONFIRMED (CP) 75.55%
3538 CANDIDATE (PC) 61.23%
3539 CANDIDATE (PC) 97.71%
3540 FALSE POSITIVE 53.56%
3541 CONFIRMED (CP) 57.35%
3542 FALSE POSITIVE 76.57%
3543 CONFIRMED (CP) 98.99%
3544 CONFIRMED (CP) 42.99%
3545 FALSE POSITIVE 89.98%
3546 FALSE POSITIVE 97.35%
3547 CONFIRMED (CP) 45.35%
3548 CANDIDATE (PC) 48.66%
3549 CANDIDATE (PC) 87.80%
3550 CANDIDATE (PC) 94.91%
3551 CONFIRMED (CP) 86.00%
3552 CANDIDATE (PC) 92.47%
3553 CANDIDATE (PC) 97.73%
3554 FALSE POSITIVE 99.83%
3555 FALSE POSITIVE 55.15%
3556 CANDIDATE (PC) 80.70%
3557 CANDIDATE (PC) 53.63%
3558 FALSE POSITIVE 99.73%
3559 CONFIRMED (CP) 99.02%
3560 FALSE POSITIVE 42.25%
3561 CONFIRMED (CP) 52.74%
3562 CANDIDATE (PC) 50.25%
3563 CANDIDATE (PC) 99.03%
3564 CANDIDATE (PC) 99.89%
3565 CANDIDATE (PC) 81.10%
3566 CONFIRMED (CP) 90.34%
3567 CANDIDATE (PC) 59.50%
3568 CANDIDATE (PC) 94.65%
3569 FALSE POSITIVE 96.79%
3570 CONFIRMED (CP) 79.81%
3571 CONFIRMED (CP) 95.53%
3572 FALSE POSITIVE 99.91%
3573 CONFIRMED (CP) 91.09%
3574 CANDIDATE (PC) 63.72%
3575 CONFIRMED (CP) 58.14%
3576 FALSE POSITIVE 84.97%
3577 CANDIDATE (PC) 96.21%
3578 CANDIDATE (PC) 78.49%
3579 CONFIRMED (CP) 96.46%
3580 CONFIRMED (CP) 98.63%
3581 FALSE POSITIVE 99.21%
3582 CANDIDATE (PC) 93.28%
